I1(135deg) X DEG X DEG
1.9 0.0029035 19.367 0.8136 1.5
1.8 0.0028815 19.414 0.81385 1.4922
1.7 0.0030484 19.547 0.81415 1.5
1.6 0.0031409 18.469 0.81427 1.5
1.5 0.0031572 19.031 0.8144 1.5
1.4 0.002944 21.86 0.81409 1.5234
1.3 0.0032163 18.852 0.81507 1.4922
1.2 0.0030742 20.336 0.81488 1.5078
1.1 0.0030503 21.141 0.81513 1.5078
1 0.0031152 20.891 0.81519 1.5078
0.9 0.0031519 21.07 0.81568 1.5078
0.8 0.0031591 20.164 0.81568 1.5
0.7 0.0032168 21.164 0.81604 1.5156
0.6 0.0033369 19.289 0.81629 1.5
0.5 0.0031462 21.172 0.81629 1.5
0.4 0.0032177 20.938 0.81623 1.5156
0.3 0.0033474 20.625 0.81684 1.5078
0.2 0.0033632 20.656 0.81696 1.5234
0.1 0.0034714 19 0.81733 1.5078
1.110223E-16 0.00353 19.469 0.81763 1.5234
-0.1 0.0034113 20.625 0.81751 1.5156
-0.2 0.0035715 19.828 0.81794 1.5156
-0.3 0.0035505 21.094 0.81733 1.5469
-0.4 0.0037036 20.078 0.81806 1.5391
-0.5 0.003583 21.375 0.81781 1.5469
-0.6 0.0017128 38.961 0.81763 1.5469
-0.7 -0.0015831 141.07 0.81678 1.5469
-0.8 -0.0014734 140.06 0.81849 1.5234
-0.9 -0.0015001 139.48 0.81836 1.5391
-1 -0.0010347 128.66 0.818 1.5469
-1.1 0.0033469 21.899 0.81891 1.5469
-1.2 0.0045595 16.328 0.81995 1.5313
-1.3 0.0044737 18.18 0.81952 1.5469
-1.4 0.0047922 16.383 0.82032 1.5469
-1.5 0.0048647 16.703 0.82032 1.5469
-1.6 0.0049119 16.211 0.82044 1.5469
-1.7 0.004827 16.969 0.82026 1.5547
-1.8 0.0051017 16.016 0.82154 1.5469
-1.9 0.0049706 16.055 0.82117 1.5469
-2 0.0048542 16.86 0.82081 1.5469
