##Alpha(50mT) X DEG X DEG
0.2 0.00011063 89.719 0.53809 0.6875
5.01 2.2888E-5 89.93 0.53821 0.89844
9.78 3.8147E-6 89.969 0.53827 0.80469
14.66 1.9074E-5 89.946 0.53809 0.89844
20.55 0.00017548 89.563 0.53797 0.73438
25.1 8.0109E-5 89.797 0.53803 0.77344
29.95 0.00014877 89.61 0.53809 0.73438
34.87 0.000103 89.735 0.53791 0.83594
40.29 0.00021744 89.438 0.53809 0.89844
45.28 0.00018311 89.516 0.53809 0.82032
49.72 0.00025559 89.36 0.53809 0.89844
55.38 0.00033188 89.18 0.53815 0.92969
60.13 0.00034714 89.118 0.53821 0.875
64.95 0.00039292 89.001 0.53827 0.82032
70.47 0.00045014 88.876 0.53803 0.78125
75.53 0.0004654 88.821 0.53809 0.85157
80.51 0.0004158 88.946 0.53821 0.78125
85.78 0.00038529 89.032 0.53803 1
89.74 0.00053025 88.665 0.53821 0.82032
95.07 0.00050736 88.719 0.53809 0.83594
100.31 0.00045777 88.836 0.53821 0.875
105.56 0.00053788 88.641 0.53821 0.71875
109.76 0.00058747 88.532 0.53809 0.60157
115.28 0.00045014 88.868 0.53815 0.77344
120.24 0.00040054 88.985 0.53803 0.88282
125.66 0.00045777 88.852 0.53821 0.77344
130.64 0.00039292 88.993 0.53821 0.875
134.96 0.00028992 89.258 0.53815 0.89063
139.98 0.00033188 89.157 0.53815 0.83594
145.04 0.00031662 89.196 0.53803 0.85157
150.13 0.00022125 89.422 0.53803 0.875
155.11 0.00017929 89.547 0.53809 0.89063
160.13 0.00017548 89.547 0.53809 0.97657
165.31 0.00016785 89.571 0.53827 0.91407
170.46 6.8665E-5 89.821 0.53827 0.9375
175.41 0.00011444 89.704 0.53833 0.77344
180.5 6.485E-5 89.829 0.53809 0.875
185.59 7.6294E-5 89.782 0.53839 0.8125
189.73 9.9183E-5 89.758 0.53833 0.84375
195.59 0.00017929 89.547 0.53833 0.75782
200.58 6.8665E-5 89.805 0.53827 0.95313
204.76 9.9183E-5 89.751 0.53815 0.92188
210.64 0.00023651 89.415 0.53827 0.74219
215.29 0.00025559 89.352 0.53809 0.875
220 9.1553E-5 89.751 0.53809 1.1328
225.07 0.00024414 89.391 0.53809 0.98438
230.76 0.00026322 89.321 0.53821 1
235.66 0.00024033 89.376 0.53821 1.0234
240.44 0.00030136 89.251 0.53803 0.98438
245.47 0.00035477 89.11 0.53815 0.89844
250.29 0.00035477 89.086 0.53815 0.95313
255.27 0.00033188 89.157 0.53821 1.0156
260.31 0.00032425 89.18 0.53827 0.99219
265.31 0.00039673 88.993 0.53821 0.94532
270.42 0.00038147 89.024 0.53827 0.85157
275.43 0.00040817 88.977 0.53821 0.82032
280.53 0.00038529 89.047 0.53846 0.875
285.7 0.00041962 88.938 0.53846 0.78125
289.81 0.00027466 89.29 0.53839 0.89844
295.59 0.00032044 89.196 0.53827 0.75782
299.91 0.00032425 89.18 0.53821 0.97657
304.84 0.00029755 89.243 0.53833 1.0234
309.79 0.00031281 89.219 0.53846 1.0078
315.08 0.00029755 89.258 0.53827 1.0703
320.33 0.00022888 89.415 0.53833 1.0859
325.3 0.0001297 89.672 0.53839 1.1094
330.31 0.00014877 89.626 0.53839 1.0078
335.64 7.248E-5 89.797 0.53833 0.92188
340.66 0.00015259 89.594 0.53839 0.74219
345.61 6.1036E-5 89.844 0.53846 0.97657
350.69 9.1553E-5 89.758 0.53839 0.82813
354.75 8.3924E-5 89.782 0.53827 0.85938
360.21 -2.2888E-5 90.055 0.53815 1.1094
0.2 2.6703E-5 89.915 0.53858 0.85157
5.01 6.8665E-5 89.829 0.53858 0.84375
9.78 6.1036E-5 89.836 0.53827 0.97657
14.66 6.8665E-5 89.813 0.53815 1.0391
20.55 5.7221E-5 89.852 0.53809 0.89844
25.1 4.9591E-5 89.868 0.53833 0.96094
29.95 9.9183E-5 89.751 0.53833 0.89844
34.87 5.3406E-5 89.844 0.53833 0.96875
40.29 0.00016403 89.579 0.53839 1.0234
45.28 0.00019836 89.485 0.53809 1.0313
49.72 0.00026322 89.329 0.53821 0.99219
55.38 0.00031662 89.204 0.53815 0.875
60.13 0.0003891 89.024 0.53803 1.0313
64.95 0.00034714 89.118 0.53821 1.1016
70.47 0.00035095 89.11 0.53821 0.97657
75.53 0.00037003 89.079 0.53821 0.99219
80.51 0.00046158 88.829 0.53821 0.86719
85.78 0.00042343 88.922 0.53821 1.1172
89.74 0.00038529 89.032 0.53821 1.1016
95.07 0.00042343 88.922 0.53815 1.0313
100.31 0.00045395 88.844 0.53827 1.0703
105.56 0.00035095 89.118 0.53827 1.1172
109.76 0.0003891 89.024 0.53821 1.0859
115.28 0.00039673 88.977 0.53821 0.96094
120.24 0.0003357 89.157 0.53821 1.125
125.66 0.00036621 89.079 0.53809 1.0547
130.64 0.00044251 88.876 0.53821 0.86719
134.96 0.00028229 89.282 0.53809 1.0156
139.98 0.00026703 89.313 0.53821 0.92969
145.04 0.00030136 89.243 0.53833 0.90625
150.13 0.00022507 89.415 0.53815 0.95313
155.11 0.00016022 89.586 0.53821 1.0234
160.13 0.00022125 89.438 0.53809 0.89844
165.31 0.0001297 89.665 0.53827 0.89844
170.46 0.00014877 89.626 0.53827 0.80469
175.41 0.00012589 89.672 0.53833 0.89844
180.5 0.00014114 89.649 0.53809 0.95313
185.59 9.5368E-5 89.751 0.53821 1.0234
189.73 8.3924E-5 89.782 0.53821 0.92969
195.59 4.9591E-5 89.86 0.53809 1
200.58 9.9183E-5 89.743 0.53803 1
204.76 0.00017548 89.555 0.53827 0.98438
210.64 0.00017929 89.555 0.53827 1
215.29 0.00020218 89.493 0.53809 1.1484
220 0.0001564 89.602 0.53827 0.96875
225.07 0.00026703 89.321 0.53821 0.9375
230.76 0.0002594 89.344 0.53821 1.0156
235.66 0.00029755 89.243 0.53827 1.0313
240.44 0.00029373 89.243 0.53827 0.95313
245.47 0.00041962 88.954 0.53833 0.89063
250.29 0.00037766 89.047 0.53821 1.0547
255.27 0.00034332 89.133 0.53803 0.98438
260.31 0.00035858 89.086 0.53833 1.0391
265.31 0.00040817 88.977 0.53833 0.96094
270.42 0.00044632 88.86 0.53846 0.86719
275.43 0.00046921 88.813 0.53827 0.82032
280.53 0.00035477 89.11 0.53821 1.0938
285.7 0.0004921 88.758 0.53827 0.96094
289.81 0.00035858 89.086 0.53839 0.94532
295.59 0.00028992 89.258 0.53833 1.0938
299.91 0.00030899 89.227 0.53827 0.99219
304.84 0.00025177 89.36 0.53803 1.1094
309.79 0.00017929 89.54 0.53821 1.0625
315.08 0.00013733 89.649 0.53803 1.0078
320.33 0.00016785 89.571 0.53821 1.0547
325.3 0.00016022 89.579 0.53809 0.9375
330.31 0.0001564 89.602 0.53827 0.94532
335.64 0.00014496 89.641 0.53827 0.80469
340.66 8.0109E-5 89.782 0.53815 0.95313
345.61 -4.1962E-5 90.079 0.53821 1.0313
350.69 3.4332E-5 89.907 0.53821 0.89844
354.75 7.6295E-6 89.969 0.53821 0.99219
360.21 -7.6295E-6 90.001 0.53821 0.92188
0.2 2.6703E-5 89.915 0.53833 0.92969
5.01 3.4332E-5 89.907 0.53821 0.96094
9.78 4.9591E-5 89.883 0.53827 1.0156
14.66 3.0518E-5 89.907 0.53821 0.92188
20.55 5.7221E-5 89.836 0.53827 0.86719
25.1 7.248E-5 89.805 0.53833 0.84375
29.95 0.00015259 89.626 0.53809 0.88282
34.87 0.000103 89.719 0.53821 0.82032
40.29 0.0001297 89.649 0.53803 0.92969
45.28 0.0001297 89.672 0.53803 1.0859
49.72 0.0002327 89.415 0.53797 1.0859
55.38 0.00021362 89.438 0.53809 1.0547
60.13 0.00023651 89.399 0.53797 1
64.95 0.00035858 89.102 0.53797 0.92969
70.47 0.00034332 89.118 0.53791 1.0156
75.53 0.00034332 89.133 0.53809 1.1094
80.51 0.0004158 88.961 0.53803 1.0156
85.78 0.00044632 88.86 0.53803 0.98438
89.74 0.00044632 88.876 0.53809 0.92188
95.07 0.00044251 88.899 0.53803 0.9375
100.31 0.00046158 88.836 0.53821 1.0391
105.56 0.00043869 88.891 0.53809 0.95313
109.76 0.00041962 88.961 0.53809 0.96094
115.28 0.00039673 89.001 0.53809 0.95313
120.24 0.00043869 88.883 0.53821 0.89844
