##Alpha(50mT) X DEG X DEG
0.2 -0.00010681 90.641 0.50928 -5.4688
5.01 0.00031662 88.094 0.50928 -5.5313
9.78 0.00066758 85.977 0.50928 -5.5157
14.66 0.0009842 84.118 0.50934 -5.5157
20.55 0.0012932 82.274 0.50934 -5.6172
25.1 0.0014382 81.352 0.50934 -5.4922
29.95 0.001503 80.969 0.5094 -5.4453
34.87 0.0016136 80.368 0.50946 -5.4688
40.29 0.0016327 80.258 0.5094 -5.4375
45.28 0.0016327 80.204 0.5094 -5.5078
49.72 0.0015869 80.555 0.50946 -5.3828
55.38 0.0015144 80.985 0.50946 -5.5
60.13 0.0014267 81.485 0.50952 -5.4375
64.95 0.0012131 82.782 0.50959 -5.336
70.47 0.00091172 84.602 0.50952 -5.4141
75.53 0.0006218 86.313 0.50959 -5.3985
80.51 0.00031281 88.102 0.5094 -5.5
85.78 -0.00014877 90.86 0.50946 -5.461
89.74 -0.00038529 92.258 0.50946 -5.4844
95.07 -0.00079346 94.641 0.50946 -5.5391
100.31 -0.001133 96.555 0.50946 -5.4453
105.56 -0.0013542 97.805 0.50946 -5.461
109.76 -0.0015335 98.829 0.50946 -5.461
115.28 -0.0016937 99.719 0.50952 -5.4063
120.24 -0.0018578 100.63 0.50946 -5.461
125.66 -0.0018806 100.77 0.50928 -5.6094
130.64 -0.0019608 101.16 0.50946 -5.4375
134.96 -0.0019989 101.36 0.50952 -5.4453
139.98 -0.0019646 101.25 0.50946 -5.4532
145.04 -0.0018234 100.45 0.50952 -5.4532
150.13 -0.0017433 99.977 0.50946 -5.4844
155.11 -0.0015869 99.141 0.50934 -5.586
160.13 -0.0014191 98.204 0.50934 -5.5
165.31 -0.0011482 96.657 0.50928 -5.5313
170.46 -0.0008812 95.133 0.5094 -5.5391
175.41 -0.00048447 92.86 0.50934 -5.5235
180.5 -5.3406E-5 90.313 0.50934 -5.6172
185.59 0.00031662 88.055 0.50934 -5.461
189.73 0.00055695 86.672 0.50928 -5.4844
195.59 0.0010033 84.008 0.50934 -5.4844
200.58 0.0012627 82.43 0.5094 -5.5157
204.76 0.0014076 81.547 0.50934 -5.5313
210.64 0.001545 80.821 0.50934 -5.5391
215.29 0.0016632 80.055 0.50946 -5.4688
220 0.0016899 79.876 0.5094 -5.4219
225.07 0.0016708 80.032 0.50934 -5.461
230.76 0.0016632 80.086 0.50934 -5.5235
235.66 0.0015564 80.688 0.50934 -5.4375
240.44 0.0013924 81.665 0.5094 -5.461
245.47 0.0012207 82.751 0.50934 -5.4375
250.29 0.001091 83.469 0.5094 -5.5547
255.27 0.00076676 85.399 0.50934 -5.586
260.31 0.00046158 87.251 0.5094 -5.5547
265.31 6.485E-5 89.626 0.50946 -5.461
270.42 -0.00034714 92.016 0.50928 -5.6094
275.43 -0.00071335 94.165 0.5094 -5.4766
280.53 -0.0010262 95.946 0.50928 -5.6641
285.7 -0.0012245 97.079 0.50934 -5.5391
289.81 -0.0014534 98.352 0.50934 -5.4844
295.59 -0.0016365 99.399 0.5094 -5.5391
299.91 -0.0016937 99.704 0.50934 -5.5313
304.84 -0.0018311 100.52 0.50928 -5.6094
309.79 -0.0018654 100.72 0.50916 -5.7188
315.08 -0.0018387 100.51 0.50928 -5.5625
320.33 -0.0018501 100.59 0.50934 -5.5157
325.3 -0.0017586 100.08 0.50916 -5.7578
330.31 -0.0017204 99.844 0.50922 -5.5625
335.64 -0.0015679 99.071 0.5091 -5.586
340.66 -0.0013428 97.743 0.50928 -5.5703
345.61 -0.0011864 96.805 0.50934 -5.4532
350.69 -0.00084687 94.954 0.50934 -5.5
