I1(135deg) X DEG X DEG
-2 0.00053406 47.688 0.2453 0.8125
-1.9 0.00018311 70.852 0.24518 0.80469
-1.8 0.00045777 57.664 0.24524 0.83594
-1.7 0.00024414 62.203 0.24518 0.79688
-1.6 -0.00013733 111.1 0.24494 0.78907
-1.5 -0.00037384 166.19 0.24494 0.77344
-1.4 0.00022125 38.446 0.24506 0.78125
-1.3 -0.00026703 129.28 0.24487 0.78125
-1.2 -0.00014496 117.69 0.245 0.77344
-1.1 -0.00021362 138.81 0.24487 0.77344
-1 -3.0518E-5 94.477 0.24487 0.79688
-0.9 -0.00040436 156.67 0.24481 0.75782
-0.8 -0.00025177 155.31 0.24475 0.76563
-0.7 -0.00036621 131.18 0.24469 0.78125
-0.6 5.3406E-5 81.735 0.24481 0.79688
-0.5 8.3924E-5 77.555 0.24475 0.79688
-0.4 7.6294E-5 75.063 0.24481 0.77344
-0.3 -8.3924E-5 103.38 0.24463 0.78125
-0.2 0.00016785 70.922 0.24457 0.79688
-0.1 3.8147E-5 84.797 0.24469 0.79688
1.110223E-16 -0.00010681 103.64 0.24469 0.78125
0.1 -0.0003357 120.52 0.24457 0.78125
0.2 -0.00015259 107.92 0.24457 0.78125
0.3 -0.00041962 147.16 0.24457 0.77344
0.4 -0.00055695 154.56 0.24451 0.76563
0.5 -0.00070191 157.81 0.24451 0.76563
0.6 -0.0029068 174.76 0.24439 0.77344
0.7 -0.0032807 177.42 0.24445 0.74219
0.8 -0.0032044 175.45 0.24439 0.76563
0.9 -0.0031128 173.46 0.24432 0.77344
1 -0.0028534 173.45 0.24445 0.77344
1.1 -0.0024643 177.49 0.24432 0.74219
1.2 -0.00070954 164.12 0.2442 0.76563
1.3 -0.00024414 113.66 0.24426 0.79688
1.4 0.00017548 51.539 0.24445 0.76563
1.5 -0.00027466 122.17 0.24426 0.77344
1.6 -0.00084687 149.77 0.24408 0.78125
1.7 -0.0010376 166.99 0.24396 0.75782
1.8 -0.0002594 123.68 0.24414 0.77344
1.9 -0.00064087 151.51 0.24408 0.76563
