#Alpha(207mT) X DEG X DEG
0.33 -0.0023155 90.633 0.13602 -0.32031
4.95 0.00084305 89.766 0.13602 -0.30469
10.74 0.0046349 88.704 0.13603 -0.22656
15.51 0.0070534 88.032 0.136 -0.1875
20.33 0.0094224 87.376 0.13596 -0.1875
25.03 0.011353 86.836 0.13596 -0.25781
29.88 0.012314 86.571 0.13593 -0.22656
35.78 0.014233 86.047 0.13587 -0.22656
40.62 0.014988 85.836 0.13583 -0.14063
45.24 0.015679 85.641 0.13579 -0.1875
50.19 0.015606 85.665 0.1358 -0.16406
55.1 0.015762 85.618 0.13576 -0.13281
59.87 0.016026 85.563 0.13576 -0.21094
65.74 0.014099 86.079 0.13573 -0.21094
70.61 0.012779 86.438 0.13574 -0.32813
75.67 0.01017 87.172 0.13576 -0.36719
80.63 0.0073815 87.938 0.13572 -0.375
84.84 0.0048294 88.657 0.13566 -0.48438
90.17 0.00013352 89.954 0.13574 -0.61719
95.43 -0.0035248 90.969 0.13574 -0.67969
100.55 -0.006115 91.696 0.13585 -0.82813
105.52 -0.0084916 92.36 0.13584 -0.75
110.74 -0.010643 92.961 0.1359 -0.75
115.67 -0.012051 93.352 0.13597 -0.82032
120.83 -0.013462 93.751 0.13596 -0.875
124.87 -0.014359 93.993 0.13603 -0.90625
129.94 -0.014526 94.047 0.13609 -1.0078
134.97 -0.015213 94.227 0.13616 -1.0469
140.15 -0.015022 94.18 0.13615 -1.0625
145.31 -0.014717 94.094 0.1362 -1.1172
150.33 -0.014183 93.954 0.13624 -1.0234
155.35 -0.013897 93.883 0.13628 -1.0625
160.41 -0.012634 93.516 0.13624 -0.90625
165.43 -0.011173 93.11 0.13626 -0.85938
170.55 -0.009121 92.532 0.13626 -0.73438
175.58 -0.0059395 91.641 0.13627 -0.67188
180.67 -0.0020638 90.563 0.13619 -0.51563
185.75 0.00021744 89.93 0.13616 -0.39063
189.81 0.0030098 89.157 0.13616 -0.42188
195.65 0.0058594 88.36 0.13609 -0.29688
200.44 0.0077477 87.844 0.13615 -0.4375
205.23 0.0084229 87.657 0.13603 -0.15625
210.07 0.010918 86.961 0.136 -0.1875
215.02 0.011021 86.93 0.13599 -0.17969
220.8 0.01257 86.501 0.13592 -0.125
225.5 0.012917 86.407 0.13589 -0.1875
230.33 0.012509 86.524 0.1358 0.023438
235.29 0.012589 86.501 0.13581 -0.023438
240.1 0.011829 86.711 0.13584 -0.13281
244.97 0.010803 86.993 0.13579 -0.085938
249.86 0.0098534 87.266 0.13578 -0.22656
254.93 0.0070229 88.047 0.13574 -0.19531
259.85 0.0045815 88.719 0.13579 -0.29688
265.19 0.00036621 89.907 0.1358 -0.39063
270.38 -0.0037537 91.04 0.13579 -0.44531
275.55 -0.0075531 92.102 0.13587 -0.46094
280.55 -0.010513 92.93 0.1359 -0.42969
285.57 -0.012261 93.415 0.13596 -0.58594
290.77 -0.01413 93.922 0.13603 -0.60938
295.75 -0.015293 94.258 0.13607 -0.67969
299.81 -0.016533 94.61 0.13608 -0.69532
304.92 -0.016907 94.711 0.13616 -0.84375
310 -0.01688 94.688 0.13616 -0.85938
315.24 -0.017456 94.868 0.13626 -0.9375
320.32 -0.016972 94.727 0.13628 -0.96094
325.41 -0.017246 94.805 0.1363 -0.96875
330.43 -0.016007 94.461 0.1364 -1.0703
335.31 -0.01582 94.415 0.13638 -0.90625
340.56 -0.013493 93.758 0.13634 -0.88282
345.36 -0.012043 93.352 0.13628 -0.72657
350.51 -0.0094262 92.618 0.13629 -0.57032
