##Alpha(50mT) X DEG X DEG
0.2 0.00016594 -81.063 0.15027 0.30469
5.01 0.00012398 -83.352 0.15033 0.28906
9.78 0.00010967 -84.055 0.15033 0.28125
14.66 4.8638E-5 -87.29 0.15027 0.3125
20.55 -6.1989E-5 -93.407 0.15027 0.33594
25.1 -0.00015736 -98.68 0.15021 0.3125
29.95 -0.00026131 -103.88 0.15027 0.30469
34.87 -0.00036907 -109.08 0.15039 0.33594
40.29 -0.00046826 -114.06 0.15015 0.25
45.28 -0.0005827 -119.06 0.15027 0.32813
49.72 -0.00065804 -122.08 0.15027 0.28906
55.38 -0.00076008 -126.14 0.15027 0.28125
60.13 -0.00085354 -129.31 0.15027 0.33594
64.95 -0.00097466 -132.96 0.15027 0.38281
70.47 -0.0010548 -134.93 0.15039 0.28906
75.53 -0.0011063 -136.7 0.15027 0.28906
80.51 -0.0011778 -138.22 0.15039 0.3125
85.78 -0.0011721 -138.53 0.15027 0.375
89.74 -0.0011683 -138.5 0.15033 0.22656
95.07 -0.0011215 -136.7 0.15027 0.25
100.31 -0.0010643 -135.84 0.15027 0.25
105.56 -0.00098229 -133.34 0.15021 0.28906
109.76 -0.00091553 -130.9 0.15027 0.30469
115.28 -0.0008297 -128.29 0.15021 0.30469
120.24 -0.00073529 -125.29 0.15021 0.375
125.66 -0.00064087 -121.32 0.15021 0.22656
130.64 -0.00056267 -118.4 0.15021 0.25781
134.96 -0.00048733 -114.71 0.15015 0.28906
139.98 -0.00035477 -108.77 0.15027 0.30469
145.04 -0.00027371 -104.45 0.15021 0.32813
150.13 -0.00017548 -99.532 0.15015 0.28125
155.11 -7.3433E-5 -93.969 0.15015 0.3125
160.13 1.9074E-6 -89.86 0.15021 0.30469
165.31 7.4387E-5 -85.946 0.15027 0.32813
170.46 0.00014019 -82.336 0.15027 0.3125
175.41 0.00017262 -80.68 0.15045 0.25781
180.5 0.00017738 -80.586 0.15045 0.23438
185.59 0.0001812 -80.126 0.15021 0.30469
189.73 0.00013924 -82.313 0.15015 0.3125
195.59 5.6267E-5 -86.915 0.15021 0.35156
200.58 -5.7221E-5 -93.071 0.15027 0.23438
204.76 -0.00010204 -95.477 0.15027 0.25781
210.64 -0.00024128 -102.73 0.15027 0.30469
215.29 -0.00034428 -108.22 0.15039 0.20313
220 -0.00042916 -112.12 0.15033 0.17969
225.07 -0.00055409 -117.88 0.15033 0.32813
230.76 -0.00066281 -122.81 0.15021 0.28906
235.66 -0.00075245 -125.81 0.15015 0.28906
240.44 -0.00083733 -129.14 0.15039 0.25781
245.47 -0.00094414 -131.81 0.15027 0.23438
250.29 -0.0010357 -134.58 0.15027 0.1875
255.27 -0.0010881 -136.15 0.15027 0.10156
260.31 -0.0011683 -138.34 0.15039 0.23438
265.31 -0.001193 -139.02 0.15021 0.30469
270.42 -0.0011902 -139.1 0.15015 0.40625
275.43 -0.0011482 -137.86 0.15021 0.33594
280.53 -0.0011015 -136.42 0.15021 0.35938
285.7 -0.0010262 -134.39 0.15015 0.33594
289.81 -0.00091935 -131.66 0.15027 0.28125
295.59 -0.00083733 -129.01 0.15027 0.32813
299.91 -0.00078679 -126.35 0.15033 0.35156
304.84 -0.00069332 -123.04 0.15021 0.1875
309.79 -0.00058175 -119.01 0.15021 0.33594
315.08 -0.00050068 -115.27 0.15033 0.28125
320.33 -0.0003767 -109.45 0.15027 0.25781
325.3 -0.00031185 -106.27 0.15021 0.25
330.31 -0.00021839 -101.45 0.15039 0.25781
335.64 -9.2507E-5 -94.969 0.15027 0.20313
340.66 1.6213E-5 -89.079 0.15027 0.28125
345.61 7.0572E-5 -86.086 0.15021 0.375
350.69 8.8692E-5 -85.204 0.15027 0.28906
354.75 0.00015354 -81.61 0.15027 0.23438
360.21 0.00018024 -80.188 0.15027 0.25
0.2 0.00019455 -79.43 0.15021 0.22656
5.01 0.00016594 -80.915 0.15033 0.28125
9.78 0.00010586 -84.165 0.15027 0.28906
14.66 2.7657E-5 -88.563 0.15015 0.25
20.55 -7.8202E-5 -94.204 0.15039 0.23438
25.1 -0.00015354 -98.29 0.15045 0.23438
29.95 -0.00024605 -103.17 0.15033 0.21094
34.87 -0.00033951 -107.9 0.15033 0.35938
40.29 -0.00047207 -114.3 0.15027 0.32813
45.28 -0.00058461 -118.96 0.15021 0.25
49.72 -0.00069619 -123.64 0.15027 0.20313
55.38 -0.00077439 -127.1 0.15021 0.28906
60.13 -0.0008955 -130.34 0.15027 0.23438
64.95 -0.00098992 -133.17 0.15027 0.22656
70.47 -0.0010653 -135.99 0.15039 0.23438
75.53 -0.0011215 -137.25 0.15039 0.28906
80.51 -0.0011787 -138.52 0.15027 0.30469
85.78 -0.0011635 -138.45 0.15033 0.23438
89.74 -0.0011654 -138.48 0.15027 0.35938
95.07 -0.001132 -137.74 0.15027 0.3125
100.31 -0.0010433 -135.15 0.15027 0.375
105.56 -0.00098611 -133.24 0.15027 0.22656
109.76 -0.00090695 -131.06 0.15033 0.35938
115.28 -0.00082207 -128.49 0.15027 0.40625
120.24 -0.00073147 -125.09 0.15033 0.35938
125.66 -0.00063229 -121.24 0.15051 0.15625
130.64 -0.0005436 -116.95 0.15045 0.070313
134.96 -0.00048638 -114.87 0.15039 0.20313
139.98 -0.00034714 -108.55 0.15021 0.33594
145.04 -0.00025273 -103.38 0.15027 0.33594
150.13 -0.00014496 -98.008 0.15039 0.32813
155.11 -6.7711E-5 -93.649 0.15027 0.38281
160.13 9.5368E-7 -89.891 0.15039 0.22656
165.31 0.00010014 -84.43 0.15039 0.30469
170.46 0.00016594 -80.891 0.15027 0.25781
175.41 0.00020599 -78.868 0.15021 0.23438
180.5 0.00020599 -78.719 0.15027 0.3125
185.59 0.0001812 -79.985 0.15033 0.3125
189.73 0.00013733 -82.54 0.15027 0.23438
195.59 6.8665E-5 -86.118 0.15015 0.32813
200.58 -5.1499E-5 -92.735 0.15027 0.28125
204.76 -8.4878E-5 -94.727 0.15027 0.30469
210.64 -0.0001955 -100.77 0.15021 0.32813
215.29 -0.00031471 -106.67 0.15033 0.32813
220 -0.00043869 -112.67 0.15033 0.30469
225.07 -0.00051403 -116.1 0.15045 0.23438
230.76 -0.00063801 -121.59 0.15015 0.35156
235.66 -0.00075722 -126.02 0.15021 0.35156
240.44 -0.00084877 -129.35 0.15033 0.30469
245.47 -0.00092698 -132.34 0.15027 0.1875
250.29 -0.0010395 -135.34 0.15021 0.33594
255.27 -0.0010748 -136.61 0.15027 0.3125
260.31 -0.0011807 -138.77 0.15027 0.15625
265.31 -0.0011721 -139.01 0.15021 0.3125
270.42 -0.0011892 -139.13 0.15009 0.41406
275.43 -0.0011368 -137.73 0.15021 0.33594
280.53 -0.0010777 -135.74 0.15039 0.30469
285.7 -0.0010309 -134 0.15039 0.27344
289.81 -0.0009451 -131.93 0.15027 0.39063
295.59 -0.00083924 -128.6 0.15033 0.14844
299.91 -0.00072384 -125.19 0.15027 0.35938
304.84 -0.00066281 -122.75 0.15021 0.35156
309.79 -0.00056076 -118.09 0.15021 0.25781
315.08 -0.00048065 -114.73 0.15033 0.30469
320.33 -0.0003767 -109.88 0.15021 0.33594
325.3 -0.00028992 -105.42 0.15021 0.28125
330.31 -0.0001936 -100.41 0.15033 0.23438
335.64 -8.8692E-5 -94.727 0.15033 0.38281
340.66 -3.0518E-5 -91.602 0.15027 0.32813
345.61 6.6758E-5 -86.29 0.15033 0.25
350.69 0.00011921 -83.461 0.15039 0.1875
354.75 0.00016689 -80.915 0.15033 0.25
360.21 0.00016499 -81.047 0.15021 0.33594
0.2 0.00015259 -81.79 0.15039 0.375
5.01 0.00015926 -81.344 0.15027 0.32813
9.78 0.00010777 -83.993 0.15021 0.39063
14.66 1.0491E-5 -89.415 0.15015 0.42969
20.55 -8.6785E-5 -94.672 0.15021 0.35938
25.1 -0.00014305 -98.047 0.15015 0.375
29.95 -0.00024414 -103.2 0.15021 0.375
34.87 -0.00034142 -108.09 0.15039 0.35938
40.29 -0.00047684 -114.54 0.15021 0.45313
45.28 -0.00056744 -118.78 0.15015 0.42969
49.72 -0.00066471 -122.74 0.15039 0.35938
55.38 -0.00077343 -126.73 0.15045 0.27344
60.13 -0.00085736 -130.2 0.15015 0.33594
64.95 -0.00094319 -132.56 0.15021 0.375
70.47 -0.0010548 -135.3 0.15027 0.375
75.53 -0.0011006 -136.79 0.15039 0.375
80.51 -0.0011416 -138.05 0.15039 0.20313
85.78 -0.0011644 -138.37 0.15051 0.13281
89.74 -0.0011559 -138.12 0.15027 0.23438
95.07 -0.001112 -136.84 0.15027 0.17969
100.31 -0.0010281 -134.78 0.15033 0.375
105.56 -0.00095654 -133.02 0.15027 0.4375
109.76 -0.00089455 -130.69 0.15027 0.3125
115.28 -0.00081158 -128.42 0.15045 0.23438
120.24 -0.00072003 -124.58 0.15027 0.25781
125.66 -0.0006342 -120.97 0.15027 0.3125
130.64 -0.00051594 -116.74 0.15021 0.35156
134.96 -0.0004673 -114.2 0.15021 0.39063
139.98 -0.0003767 -109.96 0.15021 0.30469
145.04 -0.0002594 -103.98 0.15033 0.23438
150.13 -0.00018787 -100.1 0.15027 0.25781
155.11 -0.00010872 -95.868 0.15039 0.20313
160.13 0 -90.001 0.15027 0.20313
165.31 9.06E-5 -84.985 0.15039 0.1875
170.46 0.00014305 -82.102 0.15039 0.1875
175.41 0.00018978 -79.524 0.15045 0.22656
180.5 0.00020695 -78.618 0.15033 0.30469
185.59 0.00018978 -79.415 0.15027 0.39063
189.73 0.0001297 -82.868 0.15033 0.3125
195.59 2.5749E-5 -88.586 0.15021 0.3125
200.58 -5.1499E-5 -92.86 0.15027 0.39063
204.76 -0.00011826 -96.422 0.15039 0.35156
210.64 -0.00024605 -103.05 0.15045 0.20313
215.29 -0.00034142 -107.81 0.15051 0.13281
220 -0.00043011 -112.59 0.15045 0.20313
225.07 -0.00053692 -116.98 0.15057 0.25781
230.76 -0.00064469 -122.3 0.15033 0.30469
235.66 -0.00076008 -126.32 0.15027 0.28906
240.44 -0.00087834 -130.17 0.15021 0.28906
245.47 -0.00095654 -133.05 0.15021 0.3125
250.29 -0.0010281 -135.49 0.15009 0.35938
255.27 -0.0010986 -136.54 0.15021 0.39063
260.31 -0.0011644 -138.53 0.15015 0.375
265.31 -0.0011892 -138.93 0.15021 0.32813
270.42 -0.0011721 -139 0.15015 0.35938
275.43 -0.0011196 -137.44 0.15021 0.4375
280.53 -0.0010862 -136.26 0.15021 0.35938
285.7 -0.0010204 -134.61 0.15021 0.35156
289.81 -0.00095082 -132.5 0.15021 0.40625
295.59 -0.00083924 -128.82 0.15027 0.35938
299.91 -0.00078106 -126.97 0.15027 0.35938
304.84 -0.00066376 -122.9 0.15021 0.35156
309.79 -0.00053788 -117.88 0.15015 0.39063
315.08 -0.00048352 -114.79 0.15027 0.32813
320.33 -0.00039005 -110.34 0.15027 0.28125
325.3 -0.00030136 -106.09 0.15015 0.35938
330.31 -0.00020886 -101.17 0.15027 0.39063
335.64 -8.7738E-5 -94.883 0.15021 0.28125
340.66 -1.812E-5 -91.024 0.15021 0.39063
345.61 5.7221E-5 -86.735 0.15033 0.28125
350.69 0.00013065 -82.672 0.15039 0.35156
354.75 0.00016976 -80.805 0.15045 0.23438
360.21 0.00016785 -80.876 0.15033 0.3125
0.2 0.00018501 -79.922 0.15033 0.23438
5.01 0.00016499 -80.891 0.15039 0.25781
9.78 8.0109E-5 -85.672 0.15027 0.25
14.66 5.8174E-5 -86.719 0.15021 0.35938
20.55 -7.3433E-5 -94.102 0.15033 0.33594
25.1 -0.00015736 -98.774 0.15021 0.35938
29.95 -0.00023174 -102.71 0.15039 0.3125
34.87 -0.00034142 -108.09 0.15045 0.23438
40.29 -0.00045491 -113.71 0.15039 0.30469
45.28 -0.00057125 -118.85 0.15039 0.33594
49.72 -0.00066948 -123.06 0.15021 0.33594
55.38 -0.00080681 -127.88 0.15021 0.28906
60.13 -0.00087738 -130.17 0.15033 0.3125
64.95 -0.00096512 -132.91 0.15033 0.28125
70.47 -0.0010452 -135.3 0.15033 0.32813
75.53 -0.0011406 -137.47 0.15039 0.20313
80.51 -0.0011778 -138.52 0.15045 0.21094
