##Alpha(50mT) X DEG X DEG
0.2 -0.00018597 91.079 0.45239 -0.35156
5.01 -0.00019741 91.149 0.45233 -0.26563
9.78 -0.00019932 91.141 0.45221 -0.32031
14.66 -0.00033379 91.899 0.45221 -0.35156
20.55 -0.00031281 91.836 0.45227 -0.39063
25.1 -0.00042439 92.438 0.45227 -0.3125
29.95 -0.0004654 92.649 0.45239 -0.33594
34.87 -0.00053502 93.102 0.45233 -0.35938
40.29 -0.00053502 93.063 0.45233 -0.39063
45.28 -0.00068951 93.93 0.45233 -0.22656
49.72 -0.0007782 94.446 0.45233 -0.13281
55.38 -0.00081063 94.641 0.45239 -0.19531
60.13 -0.00096226 95.446 0.45233 -0.15625
64.95 -0.0010109 95.766 0.45246 -0.26563
70.47 -0.0011349 96.485 0.45252 -0.3125
75.53 -0.0012245 97.016 0.45239 -0.26563
80.51 -0.0012627 97.149 0.45239 -0.34375
85.78 -0.0014029 97.954 0.45252 -0.25781
89.74 -0.0013809 97.821 0.45252 -0.32813
95.07 -0.0014649 98.204 0.45246 -0.36719
100.31 -0.0014753 98.336 0.45239 -0.40625
105.56 -0.0014086 97.993 0.45233 -0.34375
109.76 -0.0013838 97.821 0.45252 -0.26563
115.28 -0.0013285 97.524 0.45258 -0.15625
120.24 -0.0012045 96.813 0.45258 -0.35156
125.66 -0.0012188 96.946 0.45233 -0.16406
130.64 -0.0010758 96.086 0.45246 -0.27344
134.96 -0.0010634 96.079 0.45258 -0.22656
139.98 -0.0010281 95.86 0.45252 -0.23438
145.04 -0.00088597 95.032 0.45246 -0.33594
150.13 -0.00084019 94.766 0.45227 -0.3125
155.11 -0.00087071 94.946 0.45246 -0.29688
160.13 -0.00066376 93.821 0.45233 -0.41406
165.31 -0.00059796 93.415 0.45252 -0.25
170.46 -0.00056744 93.196 0.45252 -0.27344
175.41 -0.00044632 92.586 0.45227 -0.21875
180.5 -0.00039959 92.266 0.45239 -0.38281
185.59 -0.00037003 92.094 0.45239 -0.3125
189.73 -0.00038815 92.227 0.45239 -0.28906
195.59 -0.00038147 92.18 0.45233 -0.36719
200.58 -0.00041008 92.329 0.45246 -0.39063
204.76 -0.0004921 92.774 0.45246 -0.44531
210.64 -0.00054455 93.165 0.45233 -0.25781
215.29 -0.00062657 93.579 0.45239 -0.29688
220 -0.00070286 93.993 0.45233 -0.15625
225.07 -0.00075245 94.282 0.45239 -0.21094
230.76 -0.00086785 94.977 0.45246 -0.21094
235.66 -0.00095272 95.391 0.45246 -0.3125
240.44 -0.0010462 95.907 0.45239 -0.28906
245.47 -0.0011139 96.383 0.45233 -0.17188
250.29 -0.0012007 96.836 0.45252 -0.28125
