##Alpha(50mT) X DEG X DEG
0.2 0.00014877 89.258 0.45117 -1.1328
5.01 0.00017166 89.133 0.45093 -1.1641
9.78 0.00023651 88.766 0.45093 -1.1875
14.66 0.00019455 89.024 0.45075 -1.1406
20.55 0.00033951 88.313 0.45081 -1.1641
25.1 0.0003357 88.282 0.45087 -1.1406
29.95 0.00033188 88.329 0.45081 -1.1094
34.87 0.00039292 88.032 0.45087 -1.1406
40.29 0.00041962 87.899 0.45087 -1.1641
45.28 0.00044251 87.758 0.45093 -1.1641
49.72 0.00037766 88.126 0.45075 -1.1797
55.38 0.00044251 87.813 0.45075 -1.1016
60.13 0.00044632 87.758 0.45093 -1.1328
64.95 0.00034714 88.235 0.45087 -1.2109
70.47 0.0003891 88.047 0.45087 -1.1406
75.53 0.00038147 88.102 0.45111 -1.1172
80.51 0.00037766 88.079 0.45093 -1.1016
85.78 0.00031281 88.446 0.45087 -1.1016
89.74 0.00034332 88.274 0.45087 -1.1172
95.07 0.00032807 88.336 0.45075 -1.1172
100.31 0.00028992 88.524 0.45093 -1.2031
105.56 0.00020599 88.977 0.45087 -1.0781
109.76 0.00020981 88.946 0.45093 -1.1797
115.28 0.00020218 88.961 0.45081 -1.1719
120.24 0.00015259 89.243 0.45087 -1.1484
125.66 0.00017166 89.149 0.45087 -1.1875
130.64 0.00017166 89.11 0.45099 -1.0391
134.96 0.00011444 89.376 0.45081 -1.0625
139.98 0.00020981 88.977 0.45093 -1.1484
145.04 0.00020981 88.954 0.45093 -1.1797
150.13 0.000103 89.461 0.45087 -1.1719
155.11 0.0001297 89.383 0.45093 -1.1172
160.13 0.00016022 89.211 0.45093 -1.1094
165.31 0.0001564 89.204 0.45087 -1.1484
170.46 0.00011444 89.391 0.45093 -1.1563
175.41 0.00018692 89.055 0.45099 -1.1641
180.5 0.00019836 88.993 0.45093 -1.1172
185.59 0.0001564 89.18 0.45087 -1.1875
189.73 0.0001564 89.211 0.45081 -1.1406
195.59 0.00022125 88.899 0.45087 -1.1484
200.58 0.0002594 88.696 0.45087 -1.125
204.76 0.00022125 88.844 0.45075 -1.0781
210.64 0.00027466 88.649 0.45093 -1.1328
215.29 0.00036621 88.133 0.45093 -1.1484
220 0.00033951 88.243 0.45081 -1.1719
225.07 0.00026703 88.665 0.45081 -1.1563
