##Alpha(50mT) X DEG X DEG
0.2 0.0001297 -88.329 0.13275 2.5938
5.01 0.00017166 -87.727 0.13281 2.6406
9.78 0.00020313 -87.274 0.13263 2.6094
14.66 0.000247 -86.688 0.13257 2.5
20.55 0.00044871 -84.118 0.13281 2.5078
25.1 0.00057936 -82.399 0.13275 2.5703
29.95 0.0006733 -81.165 0.13263 2.6094
34.87 0.00080681 -79.422 0.13263 2.5703
40.29 0.00096083 -77.438 0.13263 2.5313
45.28 0.0010619 -76.055 0.13275 2.5781
49.72 0.0011673 -74.696 0.13269 2.6016
55.38 0.001339 -72.657 0.13269 2.6875
60.13 0.0014682 -71.086 0.13281 2.6563
64.95 0.001514 -70.243 0.13269 2.6328
70.47 0.0016923 -68.555 0.13263 2.6406
75.53 0.0017333 -67.704 0.13269 2.6094
80.51 0.001801 -67.001 0.13269 2.5703
85.78 0.0017705 -67.141 0.13269 2.5547
89.74 0.0018487 -66.797 0.13257 2.7578
95.07 0.0017762 -67.415 0.13263 2.6406
100.31 0.0016546 -68.735 0.13275 2.5547
105.56 0.0015717 -69.876 0.13275 2.4844
109.76 0.0014939 -70.79 0.13269 2.5547
115.28 0.0013323 -72.602 0.13257 2.5547
120.24 0.0012212 -73.961 0.13257 2.5313
125.66 0.0011335 -75.235 0.13263 2.5313
130.64 0.00099755 -76.961 0.13275 2.5078
134.96 0.00088358 -78.329 0.13257 2.4688
139.98 0.00078965 -79.665 0.13275 2.625
145.04 0.00069809 -80.891 0.13257 2.6719
150.13 0.00057221 -82.477 0.13281 2.5391
155.11 0.0004201 -84.493 0.13269 2.5391
160.13 0.00029469 -86.086 0.13251 2.4844
165.31 0.00023174 -86.938 0.13269 2.5781
170.46 0.00013399 -88.219 0.13263 2.5
175.41 7.248E-5 -89.071 0.13257 2.6406
180.5 0.00010729 -88.586 0.13287 2.5078
185.59 0.00012398 -88.329 0.13275 2.5
189.73 0.00014687 -88.055 0.13275 2.6094
195.59 0.00027323 -86.383 0.13269 2.6328
200.58 0.00039959 -84.665 0.13275 2.5938
204.76 0.00046301 -83.813 0.13263 2.6094
210.64 0.00065756 -81.376 0.13263 2.5391
215.29 0.00077725 -79.774 0.13263 2.5703
220 0.00090695 -78.149 0.13263 2.5547
225.07 0.00099946 -76.79 0.13263 2.6016
230.76 0.0011826 -74.586 0.13269 2.5547
235.66 0.0012798 -73.188 0.13257 2.6328
240.44 0.0013871 -71.883 0.13263 2.5313
245.47 0.0015421 -70.133 0.13251 2.5469
250.29 0.0016255 -69.016 0.13263 2.6328
255.27 0.0016856 -68.165 0.13257 2.4844
260.31 0.0017829 -67.352 0.13257 2.4688
265.31 0.0018225 -66.922 0.13251 2.5547
270.42 0.0017953 -67.079 0.13257 2.6094
275.43 0.0017152 -67.899 0.13251 2.5
280.53 0.0016642 -68.758 0.13251 2.4453
285.7 0.0015793 -69.719 0.13257 2.5
289.81 0.0014749 -70.938 0.13257 2.5156
295.59 0.0013266 -72.735 0.13257 2.4844
299.91 0.001245 -73.766 0.13257 2.5156
304.84 0.0011401 -75.094 0.13257 2.4688
309.79 0.00098325 -76.954 0.13257 2.5391
315.08 0.00089407 -78.305 0.13257 2.5
320.33 0.00073862 -80.126 0.13257 2.5469
325.3 0.00059748 -81.938 0.13257 2.4453
330.31 0.00051785 -83.188 0.13245 2.5078
335.64 0.00040961 -84.579 0.13263 2.5391
340.66 0.00029564 -86.063 0.13263 2.4531
345.61 0.00018215 -87.571 0.13275 2.4531
350.69 0.00017452 -87.758 0.13275 2.4844
354.75 9.4891E-5 -88.719 0.13263 2.5547
360.21 8.9646E-5 -88.813 0.13269 2.5703
0.2 7.7725E-5 -88.946 0.13281 2.4688
5.01 7.248E-5 -89.063 0.13257 2.5156
9.78 0.00014162 -88.126 0.13251 2.5781
14.66 0.00027085 -86.399 0.13251 2.5313
20.55 0.00039721 -84.751 0.13263 2.4297
25.1 0.00052643 -83.094 0.13251 2.5547
29.95 0.00063897 -81.571 0.13257 2.5547
34.87 0.00073433 -80.219 0.13263 2.4531
40.29 0.00087548 -78.415 0.13251 2.4844
45.28 0.0010443 -76.297 0.13257 2.5313
49.72 0.0011134 -75.227 0.13263 2.4531
55.38 0.0012736 -73.336 0.13251 2.5313
60.13 0.001411 -71.727 0.13257 2.5156
64.95 0.001514 -70.493 0.13251 2.5547
70.47 0.0015707 -69.446 0.13257 2.4766
75.53 0.0016723 -68.321 0.13251 2.5313
80.51 0.0017362 -67.696 0.13245 2.5078
85.78 0.0017595 -67.493 0.13251 2.5547
89.74 0.0017538 -67.751 0.13245 2.4766
95.07 0.0016732 -68.422 0.13251 2.4844
100.31 0.0015841 -69.329 0.13251 2.4531
105.56 0.0014629 -70.829 0.13269 2.4141
109.76 0.0013743 -71.954 0.13257 2.5156
115.28 0.0012922 -73.118 0.13251 2.5547
120.24 0.001164 -74.743 0.13257 2.5859
125.66 0.00097705 -76.907 0.13251 2.4453
130.64 0.00088692 -78.172 0.13245 2.4609
134.96 0.00077725 -79.563 0.13251 2.4844
139.98 0.00064946 -81.29 0.13257 2.5
145.04 0.0005045 -83.188 0.13257 2.3984
150.13 0.00040484 -84.555 0.13245 2.4766
155.11 0.00028229 -86.18 0.13245 2.5469
160.13 0.00015354 -87.938 0.13257 2.4531
165.31 9.0123E-5 -88.844 0.13257 2.4688
170.46 1.0491E-5 -89.829 0.13251 2.4531
175.41 -8.8692E-5 -91.18 0.13257 2.4766
