##Alpha(207mT) X DEG X DEG
0.33 -5.3406E-5 94.086 0.14362 0.5
4.95 1.5259E-5 88.711 0.14368 0.52344
10.74 3.8147E-5 87.047 0.14362 0.66407
15.51 6.6758E-5 84.586 0.14362 0.71875
20.33 7.8202E-5 84.032 0.14368 0.6875
25.03 9.3461E-5 82.649 0.14368 0.66407
29.88 9.5368E-5 82.461 0.14368 0.64844
35.78 0.00012398 80.493 0.14374 0.5
40.62 0.00010872 81.469 0.14368 0.5
45.24 0.00012589 80.008 0.14374 0.55469
50.19 9.1553E-5 83.102 0.14368 0.67188
55.1 0.00011063 81.555 0.14368 0.67188
59.87 8.5831E-5 83.344 0.14368 0.72657
65.74 4.1962E-5 86.774 0.14368 0.55469
70.61 4.3869E-5 86.547 0.14374 0.44531
75.67 -1.9074E-6 90.118 0.14368 0.52344
80.63 -4.7684E-5 93.594 0.14374 0.35938
84.84 -9.9183E-5 97.547 0.14368 0.36719
90.17 -0.00011635 98.868 0.14368 0.30469
95.43 -0.00014687 101 0.14374 0.22656
100.55 -0.00016785 102.74 0.14374 0.19531
105.52 -0.00019646 104.85 0.14368 0.28906
110.74 -0.00020218 105.28 0.14368 0.125
115.67 -0.00021553 106.33 0.14368 0.14844
120.83 -0.00020409 105.31 0.14374 0.070313
124.87 -0.00020981 105.82 0.14374 0.14844
129.94 -0.00022316 106.66 0.14368 0.20313
134.97 -0.00025559 109.2 0.14368 0.27344
140.15 -0.00022507 107.13 0.14374 0.039063
145.31 -0.00020599 105.88 0.14374 -0.070313
150.33 -0.00018883 104.4 0.1438 -0.070313
155.35 -0.00019646 104.73 0.14386 -0.054688
160.41 -0.00016213 102.59 0.14386 0.11719
165.43 -0.00012589 99.688 0.14374 0.35938
170.55 -9.5368E-5 97.344 0.14374 0.4375
175.58 -4.1962E-5 93.219 0.14368 0.4375
180.67 -3.8147E-5 92.829 0.14368 0.61719
185.75 -9.5368E-6 90.633 0.14368 0.61719
189.81 4.3869E-5 86.391 0.14374 0.66407
195.65 7.6294E-5 84.211 0.14368 0.55469
200.44 7.4387E-5 84.266 0.14368 0.6875
205.23 6.6758E-5 84.602 0.14368 0.64844
210.07 9.9183E-5 82.368 0.14368 0.66407
215.02 8.2017E-5 83.594 0.14362 0.64844
220.8 0.00010491 81.829 0.14368 0.70313
225.5 7.8202E-5 83.711 0.14362 0.71875
230.33 8.0109E-5 83.727 0.14362 0.77344
235.29 7.248E-5 84.376 0.14356 0.89844
240.1 6.8665E-5 84.586 0.14356 0.89063
244.97 2.4796E-5 88.18 0.14362 0.72657
249.86 1.3352E-5 88.696 0.14362 0.75
254.93 -4.0055E-5 92.844 0.14362 0.72657
259.85 -8.3924E-5 96.657 0.14362 0.61719
265.19 -9.5368E-5 97.274 0.14356 0.59375
270.38 -0.00015068 101.48 0.14362 0.46094
275.55 -0.00019836 105.03 0.14356 0.46094
280.55 -0.00019836 105.03 0.14362 0.28906
285.57 -0.00021935 106.27 0.14356 0.3125
290.77 -0.00018692 104.21 0.14356 0.15625
295.75 -0.00021935 106.74 0.14356 0.3125
299.81 -0.00024223 108.23 0.14362 0.20313
304.92 -0.00024987 108.81 0.14356 0.23438
310 -0.00026512 109.87 0.14356 0.085938
315.24 -0.00025749 109.4 0.14356 0.10156
320.32 -0.00025177 108.86 0.14362 0.0078126
325.41 -0.00023842 107.88 0.14362 0.0078126
330.43 -0.00021553 106.21 0.14362 0
335.31 -0.00017738 103.51 0.14362 0.039063
340.56 -0.00019836 105.17 0.14362 0.085938
345.36 -0.00014687 101.31 0.14362 0.3125
350.51 -0.00011253 98.743 0.14362 0.4375
355.65 -9.3461E-5 97.196 0.14356 0.6875
360.33 -4.5777E-5 93.336 0.14362 0.83594
0.33 -6.2943E-5 94.813 0.14356 0.74219
4.95 -2.0981E-5 91.68 0.14362 0.59375
10.74 9.5368E-6 88.969 0.14368 0.70313
15.51 3.4332E-5 87.18 0.14368 0.70313
20.33 3.2425E-5 87.555 0.14368 0.59375
25.03 3.0518E-5 87.422 0.14368 0.63282
29.88 4.0055E-5 86.813 0.14368 0.70313
35.78 0.000103 82.204 0.14368 0.82032
40.62 7.8202E-5 83.836 0.14368 0.74219
45.24 8.3924E-5 83.571 0.14368 0.71875
50.19 4.1962E-5 86.657 0.14374 0.71875
55.1 6.2943E-5 85.008 0.14368 0.74219
59.87 2.4796E-5 88.063 0.14368 0.74219
65.74 3.0518E-5 87.532 0.14368 0.83594
70.61 -4.0055E-5 93.11 0.14368 0.67188
75.67 -4.0055E-5 93.102 0.14368 0.63282
80.63 -6.485E-5 94.922 0.14374 0.51563
84.84 -0.00011826 98.969 0.14374 0.5
90.17 -0.0001545 101.77 0.14374 0.53907
95.43 -0.00016785 102.89 0.14374 0.58594
100.55 -0.00020409 105.39 0.14368 0.52344
105.52 -0.00023842 107.95 0.14368 0.58594
110.74 -0.00023842 108.11 0.14374 0.44531
115.67 -0.0002594 109.56 0.1438 0.47656
120.83 -0.00024223 108.34 0.1438 0.39063
124.87 -0.00025177 108.9 0.1438 0.22656
129.94 -0.00023079 107.37 0.1438 0.17969
134.97 -0.00024796 108.58 0.14386 0.023438
140.15 -0.00021553 106.41 0.14386 0.023438
145.31 -0.00022698 107.44 0.14374 0.14844
150.33 -0.0002079 105.87 0.14374 0.085938
155.35 -0.0002327 107.65 0.14386 0.14844
160.41 -0.00017357 103.35 0.14374 0.25781
165.43 -0.00015068 101.5 0.1438 0.3125
170.55 -9.9183E-5 97.633 0.14374 0.36719
175.58 -6.6758E-5 95.094 0.14368 0.59375
180.67 -4.9591E-5 93.751 0.14368 0.5625
185.75 -1.3352E-5 90.907 0.14374 0.71875
189.81 1.5259E-5 88.704 0.14374 0.67188
195.65 3.4332E-5 87.282 0.1438 0.64844
200.44 5.5313E-5 85.86 0.14374 0.6875
205.23 0.00010681 81.829 0.14386 0.64844
210.07 4.0055E-5 86.766 0.14368 0.80469
215.02 7.248E-5 84.586 0.14374 0.78125
220.8 9.5368E-5 82.602 0.14374 0.71875
225.5 9.3461E-5 82.688 0.14374 0.72657
230.33 5.1499E-5 85.883 0.14374 0.875
235.29 1.3352E-5 88.711 0.14368 0.77344
240.1 1.3352E-5 88.704 0.14368 0.71875
244.97 -7.6295E-6 90.641 0.14368 0.82032
249.86 -1.9074E-6 90.126 0.14362 0.6875
254.93 -8.2017E-5 96.29 0.14356 0.67188
259.85 -7.4387E-5 95.641 0.14368 0.55469
265.19 -0.00014687 100.88 0.14362 0.47656
270.38 -0.00014687 101 0.14362 0.44531
275.55 -0.00016022 102.37 0.14362 0.28906
280.55 -0.00016403 102.44 0.14368 0.25781
285.57 -0.00022316 106.74 0.14362 0.28906
290.77 -0.00025749 109.17 0.14356 0.27344
295.75 -0.00023842 108.11 0.14362 0.19531
299.81 -0.00027466 110.46 0.14356 0.14063
304.92 -0.00025559 109.02 0.14362 0.125
310 -0.00027847 110.67 0.14362 0.10156
315.24 -0.00026512 109.98 0.14362 0
320.32 -0.0002594 109.35 0.14362 0.023438
325.41 -0.00025177 108.63 0.14368 0.0078126
330.43 -0.00022698 106.84 0.14368 0.17188
335.31 -0.00018883 104.31 0.14368 0.046875
340.56 -0.00016403 102.59 0.14368 0.070313
345.36 -0.00013352 100.09 0.14368 0.070313
350.51 -0.00011063 98.555 0.14368 0.39063
355.65 -0.00011063 98.555 0.14368 0.55469
360.33 -8.9646E-5 96.899 0.14362 0.52344
0.33 -2.0981E-5 91.422 0.14362 0.5
4.95 -3.4332E-5 92.696 0.14362 0.53907
10.74 2.6703E-5 87.805 0.14368 0.61719
15.51 3.8147E-5 86.922 0.14368 0.70313
20.33 1.9074E-5 88.579 0.14362 0.72657
25.03 6.2943E-5 85.157 0.14374 0.66407
29.88 7.0572E-5 84.524 0.14374 0.67188
35.78 6.6758E-5 84.797 0.14374 0.69532
40.62 0.00012589 80.43 0.14368 0.67188
45.24 8.2017E-5 83.727 0.14368 0.74219
50.19 6.485E-5 84.735 0.14368 0.80469
55.1 6.8665E-5 84.626 0.14368 0.83594
59.87 3.2425E-5 87.321 0.14374 0.75
65.74 1.5259E-5 88.704 0.14368 0.82032
70.61 -5.1499E-5 93.836 0.14374 0.75
75.67 -5.3406E-5 94.126 0.14374 0.76563
80.63 -5.7221E-5 94.36 0.1438 0.72657
84.84 -9.3461E-5 97.196 0.14386 0.55469
90.17 -0.00013733 100.33 0.14386 0.35938
95.43 -0.0001545 101.58 0.1438 0.47656
100.55 -0.00017929 103.67 0.14374 0.44531
105.52 -0.00024605 108.31 0.14374 0.3125
110.74 -0.00019455 104.8 0.14374 0.35938
115.67 -0.0002594 109.27 0.14374 0.33594
120.83 -0.0002594 109.16 0.1438 0.22656
124.87 -0.00021744 106.31 0.14386 0.14063
129.94 -0.00025749 109.04 0.14386 -0.015625
134.97 -0.00029946 111.93 0.14386 -0.054688
140.15 -0.00024987 108.78 0.1438 0.023438
145.31 -0.00024796 108.5 0.14374 0.085938
150.33 -0.00023842 107.81 0.1438 0.062501
155.35 -0.00021744 106.3 0.14374 0.11719
160.41 -0.00017166 103.11 0.1438 0.11719
165.43 -0.00014877 101.56 0.1438 0.28906
170.55 -8.3924E-5 96.43 0.14374 0.47656
175.58 -0.00010491 97.946 0.14374 0.55469
180.67 -3.4332E-5 92.579 0.14374 0.71875
185.75 -4.5777E-5 93.219 0.14368 0.78125
189.81 -9.5368E-6 90.641 0.14368 0.85157
195.65 2.4796E-5 88.18 0.14386 0.72657
200.44 6.6758E-5 84.735 0.1438 0.72657
205.23 8.2017E-5 83.626 0.14386 0.66407
210.07 4.5777E-5 86.422 0.1438 0.6875
215.02 8.9646E-5 83.102 0.14374 0.66407
220.8 7.4387E-5 84.188 0.14368 0.72657
225.5 7.6294E-5 84.086 0.14374 0.69532
230.33 6.485E-5 84.86 0.14368 0.80469
235.29 8.5831E-5 83.344 0.14374 0.85157
240.1 7.6294E-5 84.086 0.14374 0.75
244.97 1.9074E-5 88.586 0.14368 0.79688
249.86 -9.5368E-6 90.633 0.14368 0.71875
254.93 -2.6703E-5 92.04 0.14368 0.58594
259.85 -0.000103 97.743 0.14368 0.48438
265.19 -0.00013733 100.45 0.14368 0.47656
270.38 -0.0001812 103.51 0.14362 0.44531
275.55 -0.0001545 101.42 0.14368 0.28906
280.55 -0.00022316 106.48 0.14362 0.33594
285.57 -0.00027275 110.16 0.14362 0.22656
290.77 -0.00020027 105.15 0.14362 0.28906
295.75 -0.00022316 106.74 0.14356 0.23438
299.81 -0.00024987 108.55 0.14362 0.19531
304.92 -0.00026703 109.94 0.14368 0.070313
310 -0.00024414 108.47 0.14368 0.070313
315.24 -0.00025177 108.7 0.14368 0.062501
320.32 -0.00021744 106.04 0.14362 0.046875
325.41 -0.00022507 106.98 0.14362 -0.015625
330.43 -0.0002327 107.18 0.14368 -0.10938
335.31 -0.00019836 105.03 0.14374 0
340.56 -0.00016213 102.17 0.14368 0.070313
345.36 -0.00013161 99.938 0.14368 0.10156
350.51 -9.9183E-5 97.657 0.14374 0.19531
355.65 -6.1036E-5 94.719 0.14368 0.32813
360.33 -5.5313E-5 94.469 0.14368 0.53907
0.33 -3.2425E-5 92.563 0.14362 0.5
4.95 0 89.993 0.14368 0.61719
10.74 1.9074E-6 89.735 0.14362 0.67188
15.51 2.6703E-5 88.086 0.14368 0.6875
20.33 1.3352E-5 88.852 0.14368 0.64844
25.03 4.3869E-5 86.54 0.14368 0.66407
29.88 6.8665E-5 84.758 0.14368 0.6875
35.78 9.5368E-5 82.54 0.14368 0.71875
40.62 8.5831E-5 83.399 0.14374 0.71875
45.24 8.7738E-5 83.126 0.14374 0.85157
50.19 9.1553E-5 82.961 0.14374 0.9375
55.1 8.7738E-5 83.391 0.14374 0.74219
59.87 6.2943E-5 85.149 0.14374 0.85157
65.74 1.3352E-5 88.969 0.14374 0.82032
70.61 5.7221E-6 89.485 0.14374 0.74219
75.67 -5.7221E-5 94.586 0.1438 0.63282
80.63 -5.9128E-5 94.352 0.1438 0.48438
84.84 -9.9183E-5 97.407 0.14386 0.42188
90.17 -0.00012779 99.766 0.1438 0.42188
95.43 -0.0001564 101.85 0.1438 0.32813
100.55 -0.00014687 101.18 0.14386 0.3125
105.52 -0.00016976 102.74 0.14386 0.33594
110.74 -0.00019836 105.21 0.14374 0.22656
115.67 -0.00024987 108.58 0.14374 0.38281
120.83 -0.00021172 106.01 0.1438 0.22656
124.87 -0.00027847 110.62 0.1438 0.20313
129.94 -0.00025177 108.9 0.14374 0.17188
134.97 -0.00028038 110.85 0.1438 0.10156
140.15 -0.00021553 106.41 0.14374 0.17969
145.31 -0.00022698 107.18 0.14386 0.20313
150.33 -0.00025177 108.66 0.14386 0.039063
155.35 -0.00020409 105.54 0.14386 -0.015625
160.41 -0.00016594 102.55 0.14386 0.17188
165.43 -0.00013161 100.07 0.14386 0.20313
170.55 -0.00011444 98.68 0.14386 0.32813
175.58 -4.9591E-5 93.626 0.1438 0.53907
180.67 -4.0055E-5 92.954 0.14374 0.5625
185.75 -3.2425E-5 92.438 0.14374 0.66407
189.81 4.7684E-5 86.282 0.1438 0.57813
195.65 3.2425E-5 87.305 0.14386 0.57813
200.44 5.1499E-5 86.149 0.14386 0.61719
205.23 9.5368E-5 82.602 0.1438 0.69532
210.07 6.6758E-5 84.626 0.1438 0.55469
215.02 0.00011253 81.383 0.14374 0.71875
220.8 0.00010491 81.993 0.14374 0.72657
225.5 9.1553E-5 83.133 0.14374 0.71875
230.33 9.5368E-5 82.461 0.14368 0.70313
235.29 0.00010109 82.172 0.14368 0.79688
240.1 4.9591E-5 86.118 0.14368 0.78125
244.97 3.2425E-5 87.422 0.14368 0.74219
249.86 -1.1444E-5 90.766 0.14368 0.6875
254.93 -3.2425E-5 92.438 0.14368 0.64844
259.85 -8.5831E-5 96.516 0.14368 0.67188
265.19 -4.9591E-5 93.586 0.14356 0.64844
270.38 -0.00013352 100.1 0.14362 0.51563
275.55 -0.00017166 102.67 0.14368 0.42188
280.55 -0.00017929 103.54 0.14374 0.36719
285.57 -0.00016594 102.44 0.14368 0.44531
290.77 -0.00022698 106.98 0.14368 0.25781
295.75 -0.00021172 106.11 0.14368 0.30469
299.81 -0.00025177 108.66 0.14368 0.20313
304.92 -0.00025177 108.73 0.14368 0.14844
310 -0.00026703 109.92 0.14368 0.20313
315.24 -0.00026703 109.77 0.14368 0.11719
320.32 -0.00023079 107.49 0.14368 0.10156
325.41 -0.00027847 110.73 0.14368 0.070313
330.43 -0.00020981 105.65 0.14374 -0.093751
335.31 -0.00020981 105.5 0.14374 0.070313
340.56 -0.00017357 103.09 0.14374 0.10156
345.36 -0.00012016 99.165 0.14368 0.23438
350.51 -0.00011635 98.649 0.14368 0.33594
355.65 -8.3924E-5 96.391 0.14368 0.36719
360.33 -3.0518E-5 92.18 0.14368 0.63282
0.33 -3.624E-5 92.68 0.14362 0.60938
4.95 3.8147E-6 89.61 0.14368 0.6875
10.74 -3.8147E-6 90.118 0.14368 0.64844
15.51 3.624E-5 87.204 0.14374 0.64844
20.33 5.9128E-5 85.305 0.1438 0.69532
25.03 0.00010491 82.063 0.1438 0.74219
29.88 8.2017E-5 83.649 0.14386 0.66407
35.78 0.00011444 81.157 0.14386 0.52344
40.62 9.5368E-5 82.696 0.14386 0.6875
45.24 9.1553E-5 82.876 0.14386 0.60938
50.19 6.8665E-5 84.79 0.1438 0.76563
55.1 7.8202E-5 83.782 0.14374 0.85157
59.87 7.8202E-5 84.165 0.14374 0.875
65.74 6.2943E-5 85.047 0.14374 0.85157
70.61 -2.6703E-5 92.024 0.1438 0.74219
75.67 -2.0981E-5 91.508 0.14386 0.60938
80.63 -4.0055E-5 93.055 0.1438 0.5625
84.84 -0.00012016 99.165 0.14386 0.52344
90.17 -0.00014687 101.01 0.14386 0.44531
95.43 -0.00013352 100.17 0.14386 0.32813
100.55 -0.00016403 102.56 0.14386 0.38281
105.52 -0.00023461 107.42 0.1438 0.39063
110.74 -0.00021744 106.3 0.14386 0.3125
115.67 -0.00024414 108.23 0.14374 0.25781
120.83 -0.00022698 107.2 0.14386 0.28906
124.87 -0.00022507 106.86 0.14386 0.25
129.94 -0.00024987 108.47 0.14386 0.22656
134.97 -0.00023461 107.65 0.14386 0.17969
140.15 -0.00022888 107.21 0.14398 0
145.31 -0.00021172 106.15 0.14386 0.11719
150.33 -0.00018692 103.88 0.14392 0.0078126
155.35 -0.00019264 104.52 0.14386 0
160.41 -0.00016403 102.36 0.14392 0.11719
165.43 -0.00014687 100.98 0.14386 0.3125
170.55 -0.00012016 99.063 0.14386 0.48438
