##Alpha(207mT) X DEG X DEG
0.33 8.0109E-5 63.43 0.14374 0.64844
4.95 -1.1444E-5 92.883 0.14374 0.79688
10.74 1.1444E-5 86.071 0.14392 0.61719
15.51 -2.4796E-5 98.438 0.14386 0.74219
20.33 -0.00010491 122.16 0.14374 0.71875
25.03 -8.3924E-5 117.5 0.14374 0.78125
29.88 -0.00010491 122.85 0.14368 0.6875
35.78 -0.00015068 132.5 0.14374 0.78125
40.62 -0.0001297 129.02 0.14374 0.82032
45.24 -0.00016022 134.7 0.14374 0.88282
50.19 -0.00013352 130.04 0.14368 0.85938
55.1 -0.00011444 126.46 0.14368 0.91407
59.87 -7.8202E-5 115.59 0.14374 0.88282
65.74 -7.0572E-5 114.01 0.14368 0.89844
70.61 -1.9074E-5 95.407 0.1438 0.75
75.67 3.8147E-6 88.204 0.14386 0.71875
80.63 7.0572E-5 66.297 0.14386 0.71875
84.84 0.00013924 49.391 0.14386 0.66407
90.17 0.00015068 47.11 0.14386 0.6875
95.43 0.00021744 36.305 0.14386 0.63282
100.55 0.00027466 30.703 0.14386 0.52344
105.52 0.00027657 30.149 0.14392 0.4375
110.74 0.00028992 29.352 0.14392 0.5625
115.67 0.00029946 28.203 0.14398 0.36719
120.83 0.00033379 26.336 0.14392 0.38281
124.87 0.00033951 25.195 0.14392 0.32813
129.94 0.0003891 22.899 0.14392 0.19531
134.97 0.00033951 25.883 0.14392 0.23438
140.15 0.0003624 23.758 0.14392 0.19531
145.31 0.00029183 28.719 0.14386 0.27344
150.33 0.00032616 26.68 0.14392 0.14844
155.35 0.00029373 29.711 0.14398 0.14844
160.41 0.00024796 34.571 0.14386 0.3125
165.43 0.00020981 38.157 0.14386 0.36719
170.55 0.00018692 40.641 0.14386 0.44531
175.58 0.00011253 54.961 0.1438 0.61719
180.67 7.6294E-5 64.876 0.14374 0.63282
185.75 1.9074E-5 83.524 0.14368 0.85938
189.81 1.1444E-5 86.626 0.14374 0.66407
195.65 -6.2943E-5 110.36 0.14374 0.78125
200.44 -9.3461E-5 120.06 0.14374 0.82032
205.23 -8.0109E-5 116.08 0.14368 0.78125
210.07 -0.00011063 124.78 0.14362 1.0313
215.02 -0.00013352 130.59 0.14374 0.95313
220.8 -0.00014496 132.15 0.14374 0.96875
225.5 -9.9183E-5 121.13 0.14386 0.92969
230.33 -9.7275E-5 121.95 0.14374 0.99219
235.29 -7.8202E-5 115.84 0.1438 0.95313
240.1 -5.9128E-5 109.5 0.14368 0.96875
244.97 -3.0518E-5 100.51 0.14374 0.69532
