,phih,0,45
0,0.5,-0.05373751164158037,0.12469098287385075
1,10.275,-0.16406969918371858,0.1150058868901923
2,20.385,-0.2367480521332237,0.08895637468834791
3,29.975,-0.27350718948869673,0.05933310968953945
4,40.71,-0.28726008023022287,0.024222225626018654
5,50.26,-0.27724196961243,-0.01214157841133937
6,59.985,-0.24380788432340555,-0.0451191635725743
7,70.235,-0.17876687926159623,-0.08608420302272254
8,80.24,-0.06327984822014726,-0.12066451858456848
9,90.275,0.08896246529644738,-0.13008021086105204
10,100.55,0.1913997558684062,-0.10855248668825601
11,110.755,0.2437257256886662,-0.08159924976308618
12,120.32,0.2695264059906098,-0.05040238089955823
13,129.97,0.271767531131728,-0.021076736912997444
14,140.235,0.25773083549119785,0.012679625151795269
15,150.38,0.22051952424763266,0.04424502975458784
16,160.485,0.16414597419305624,0.07739715368657829
17,170.53,0.07064089618727688,0.10919014035524423
