,phih,0,45,90,135
0,0.33,-0.03303947283049688,0.12959429167507758,0.06172721566098286,-0.09968647231247346
1,10.74,-0.14412729270574484,0.1290096441188197,0.1862841643105721,-0.08304602567954765
2,20.33,-0.21701355265051722,0.11249543879797959,0.25408289709797005,-0.056756192140646436
3,29.88,-0.24975908040120579,0.08024562680951834,0.2949584458986797,-0.031925902465687495
4,40.62,-0.2616341537807022,0.05415109426854531,0.313540549485968,0.00958822958921188
5,50.19,-0.25013757424783395,0.022050547110939095,0.3111134632972836,0.0527771585213236
6,59.87,-0.2150617971419952,-0.004137482806079139,0.27680849875803354,0.08085766694203285
7,70.61,-0.15225478222765393,-0.049048992426489635,0.20240341401779263,0.11958253830331575
8,80.63,-0.038210253674248504,-0.08577101454238444,0.07673051513271997,0.13455805168754648
9,90.17,0.09994229033927558,-0.10162582767843432,-0.07349362971472559,0.13002312903996444
10,100.55,0.1988306819147798,-0.09047445886005849,-0.184783414651611,0.09723057305538263
11,110.74,0.2485494842921764,-0.07016024712292321,-0.23916124743749034,0.06706780066150732
12,120.83,0.27093263399562806,-0.05359883797134481,-0.2738032858079884,0.028970671893099
13,129.94,0.2665450073128709,-0.0253546650104938,-0.2837574857662544,-0.0020617751670637995
14,140.15,0.25046239877991644,0.0004817410937010807,-0.27879594446731737,-0.041903504578970144
15,150.33,0.21135214532513816,0.023551509094654158,-0.24265798187326587,-0.07015801120478983
16,160.41,0.14921712193197667,0.06229161044131764,-0.1822984011445658,-0.09261708002734353
17,170.55,0.0580832803750571,0.09439057403486367,-0.08726801559073814,-0.11628969628882997
18,180.67,-0.0780636532456409,0.11078595876442728,0.05218363605628072,-0.11735267366465563
19,189.81,-0.1795459060652369,0.0955498020701499,0.15740333958546118,-0.10750083226248243
20,200.44,-0.2593643970656259,0.06224880287708987,0.2278543979703504,-0.08077410668369195
21,210.07,-0.29608388767613,0.043283701824130265,0.26674297658234075,-0.04756300002624683
22,220.8,-0.309010486994395,0.004933175528738122,0.28505878987186245,-0.023661415048685887
23,230.33,-0.2996426114141993,-0.026140688671821392,0.27313117740869947,0.017137897350757256
24,240.1,-0.26633322866154446,-0.057729904859799376,0.24325583110628907,0.050694472933854054
25,249.86,-0.20229723930549437,-0.10196851016018912,0.17805332312695957,0.0754031330918469
26,259.85,-0.08872144530922321,-0.13826832323904076,0.05935897299315137,0.10274443416360458
27,270.38,0.07977404319788642,-0.13814930316583374,-0.10011786056107509,0.11149703138230876
28,280.55,0.18737023658663582,-0.11241863694525973,-0.20177610244802446,0.08684455493862585
29,290.77,0.24464952969179748,-0.09118579002278195,-0.2518679252664514,0.06574239057542562
30,299.81,0.2726086795057667,-0.058570483611670394,-0.2788515617372522,0.03051266703946973
31,310.0,0.2704363608116075,-0.030116548496024506,-0.29136112702514516,-0.004381840265854149
32,320.32,0.25980598508629427,0.0004070308087414222,-0.27475775982881495,-0.03566200193799902
33,330.43,0.2240804222681785,0.029971225086206924,-0.23619704718709622,-0.06854622052979935
34,340.56,0.16918742344286777,0.07488989241327727,-0.17340737494221278,-0.0842671786556222
35,350.51,0.0784730905400352,0.104388048772451,-0.06633544291136802,-0.09707847222888677
