,phih,0,45
0,0.0,-0.04689519250596144,0.12356773470788361
1,3.673469387755102,-0.09331518656786086,0.1231692547361172
2,7.346938775510204,-0.13533298506095615,0.11934413322540988
3,11.020408163265307,-0.1714249859385713,0.112843662398472
4,14.693877551020408,-0.2014223601461272,0.1044512392032314
5,18.367346938775512,-0.22582660703712804,0.09477153358972387
6,22.040816326530614,-0.24531102336257443,0.08421320328186178
7,25.714285714285715,-0.2604971859904125,0.07303758854831935
8,29.387755102040817,-0.27188888710035514,0.061406520616229275
9,33.06122448979592,-0.2798621603289385,0.04942156206634009
10,36.734693877551024,-0.2846826307390568,0.037141915779475926
11,40.40816326530612,-0.2865162104761876,0.024601294779618737
12,44.08163265306123,-0.28543966212314387,0.011817814812395196
13,47.755102040816325,-0.28144493188349484,-0.0012025177766981005
14,51.42857142857143,-0.2744348520289399,-0.014461546763527289
15,55.10204081632653,-0.26421393847865726,-0.027961021140925024
16,58.775510204081634,-0.25046524864819963,-0.04170133106640574
17,62.44897959183674,-0.2327209161297787,-0.05566671068174767
18,66.12244897959184,-0.21031423082105655,-0.06980771736226597
19,69.79591836734694,-0.18233317148041991,-0.0839961529791734
20,73.46938775510205,-0.1476173549087854,-0.09793554669206388
21,77.14285714285714,-0.10498112798662207,-0.11098706737241519
22,80.81632653061224,-0.05412131878958321,-0.12192853790192003
23,84.48979591836735,0.002455493217913822,-0.12899595161395344
24,88.16326530612245,0.058621960479025584,-0.1308944932288941
25,91.83673469387756,0.1082986972023344,-0.12797009305528576
26,95.51020408163265,0.1491560732310759,-0.12165169014494613
27,99.18367346938776,0.18174634967896064,-0.113266000652873
28,102.85714285714286,0.20746388196781837,-0.10366719223074515
29,106.53061224489797,0.2276112474522064,-0.09334379672396272
30,110.20408163265306,0.24319419232208367,-0.08256884024727672
31,113.87755102040816,0.25494511889775046,-0.07149640338650774
32,117.55102040816327,0.2633869994043726,-0.06021404769032379
33,121.22448979591837,0.2688864493213854,-0.04877373877118884
34,124.89795918367348,0.27169546475756934,-0.03720458061497486
35,128.57142857142858,0.2719762613005256,-0.025522764274810067
36,132.24489795918367,0.26981831325102607,-0.01373891936167151
37,135.91836734693877,0.265248404500606,-0.0018590681165640013
38,139.59183673469389,0.2582341800545866,0.01011199963209021
39,143.26530612244898,0.24868461688259202,0.02216645687588589
40,146.9387755102041,0.23644477556650118,0.03429147715534493
41,150.6122448979592,0.22128686818711427,0.046463830075406436
42,154.28571428571428,0.20290257340378737,0.058638425798454075
43,157.9591836734694,0.1808873370153288,0.07073719023788143
44,161.6326530612245,0.15474343833889626,0.08262014121683993
45,165.3061224489796,0.123912323527306,0.09404360644542904
46,168.9795918367347,0.08790172482276587,0.10459543408776542
47,172.6530612244898,0.04660734451561398,0.11362451679918813
48,176.3265306122449,0.0008919186023942233,0.12024445623571685
49,180.0,-0.0468951925059615,0.12356773470788361
