Time X DEG X Y
344 0.00042367 61.641 0.14325 -0.0018921
346 0.00041223 62.547 0.14325 -0.0018921
348.001 0.00041557 61.852 0.14325 -0.0018921
350.001 0.00043011 61.086 0.14328 -0.0018616
352 0.0004232 61.797 0.14325 -0.0018921
354 0.00042105 61.641 0.14328 -0.0018616
356.001 0.00042486 61.664 0.14328 -0.0018616
358.001 0.00042987 61 0.14325 -0.0018921
360 0.00043559 61.071 0.14325 -0.0018921
362 0.00044346 60.336 0.14325 -0.0018921
364.001 0.00043106 60.578 0.14322 -0.0019226
366.001 0.00042534 60.914 0.14322 -0.0018921
368 0.00042534 61.305 0.14322 -0.0018921
370 0.00043726 60.633 0.14325 -0.0018921
372.001 0.00042057 61.657 0.14322 -0.0019226
374.001 0.0004158 61.742 0.14319 -0.0019226
376 0.00043368 60.594 0.14319 -0.0019226
378 0.00043535 60.305 0.14322 -0.0019226
380.001 0.00043774 60.735 0.14322 -0.0018921
382.001 0.00043202 60.657 0.14322 -0.0019226
384 0.00042916 61.203 0.14322 -0.0019226
386 0.00043154 61.18 0.14322 -0.0018921
388.001 0.00043464 60.586 0.14322 -0.0018921
390 0.00044418 60.219 0.14322 -0.0018921
392 0.00042916 60.336 0.14319 -0.0018921
394 0.00044227 60.063 0.14325 -0.0018921
396.001 0.00044561 59.742 0.14325 -0.0018921
398 0.00045228 59.75 0.14328 -0.0018921
400 0.00045681 59.586 0.14328 -0.0018921
402.001 0.00045562 59.789 0.14331 -0.0018616
404.001 0.00045705 59.649 0.14331 -0.0018921
406 0.00045514 59.758 0.14331 -0.0018616
408 0.0004611 59.641 0.14331 -0.0018616
410.001 0.00044847 59.813 0.14331 -0.0018921
412.001 0.00046492 59.024 0.14331 -0.0018616
414 0.00047708 58.016 0.14331 -0.0018921
416 0.00047016 58.719 0.14331 -0.0018616
418.001 0.00046396 59.203 0.14331 -0.0018616
420.001 0.00046015 59.344 0.14331 -0.0018921
422 0.00047064 58.703 0.14331 -0.0018616
424 0.00045896 59.43 0.14331 -0.0018921
426.001 0.00046587 58.969 0.14331 -0.0018921
428.001 0.00047207 58.242 0.14331 -0.0018921
430 0.0004673 58.946 0.14328 -0.0018921
432 0.00047541 58.485 0.14328 -0.0018921
434.001 0.00046778 58.602 0.14325 -0.0019226
436.001 0.00047374 58.102 0.14325 -0.0019226
438 0.00047016 57.711 0.14322 -0.0019226
440 0.00046492 58.321 0.14322 -0.0019226
442.001 0.00047565 57.375 0.14325 -0.0019226
444.001 0.00048805 56.883 0.14325 -0.0019226
446 0.00047302 58.063 0.14325 -0.0019226
448 0.00048972 56.953 0.14325 -0.0018921
450.001 0.00047946 57.664 0.14325 -0.0018921
452.001 0.00048638 57.094 0.14325 -0.0019226
454 0.00050211 56.469 0.14331 -0.0018921
456 0.00050164 56.571 0.14331 -0.0018921
458.001 0.00050545 56.071 0.14331 -0.0018921
460.001 0.0004952 56.703 0.14334 -0.0018921
462 0.00049806 56.414 0.14331 -0.0018921
464 0.00051928 55.563 0.14334 -0.0018921
466.001 0.00050998 55.985 0.14334 -0.0018921
468 0.00051928 55.305 0.14334 -0.0018921
470 0.00050497 56.25 0.14334 -0.0018921
472 0.00051046 55.711 0.14331 -0.0018921
474.001 0.00049258 56.758 0.14331 -0.0018921
476 0.00050521 56.008 0.14331 -0.0018921
478 0.00048948 56.625 0.14331 -0.0018921
480.001 0.00050354 55.946 0.14331 -0.0018921
482.001 0.00050092 55.914 0.14331 -0.0018921
484 0.00050927 55.438 0.14331 -0.0018921
486 0.00051165 55.282 0.14325 -0.0019226
488.001 0.00051046 55.407 0.14328 -0.0018921
490.001 0.00051213 55.407 0.14331 -0.0018921
492 0.00051165 55.008 0.14328 -0.0019226
494 0.00051356 54.953 0.14328 -0.0018921
496.001 0.00051165 55.336 0.14328 -0.0018921
498.001 0.00051976 54.625 0.14331 -0.0018921
500 0.00051761 54.711 0.14325 -0.0019226
502 0.00051809 54.336 0.14331 -0.0019226
504.001 0.00053025 53.969 0.14331 -0.0018921
506.001 0.00052739 54.375 0.14331 -0.0018921
508 0.00052739 54.117 0.14331 -0.0018921
510 0.00054193 53.594 0.14331 -0.0018921
512.001 0.00055361 52.649 0.14334 -0.0018921
514.001 0.00054813 52.938 0.14334 -0.0018921
516 0.00054717 53.469 0.14334 -0.0018921
518 0.00055433 52.821 0.14334 -0.0018921
520.001 0.00055075 52.664 0.14334 -0.0018921
522.001 0.0005529 52.953 0.14334 -0.0018921
524 0.00055814 52.289 0.14334 -0.0017395
526 0.00055409 52.508 0.14334 -0.00177
528.001 0.0005622 51.891 0.14334 -0.00177
530.001 0.00056553 51.985 0.14334 -0.0018005
532 0.00056696 51.813 0.14334 -0.0018311
534 0.00056601 51.813 0.14337 -0.0018311
536.001 0.00056434 51.782 0.14334 -0.0018616
538.001 0.00058127 50.758 0.14337 -0.0018616
540 0.00057531 50.961 0.14337 -0.0018616
542 0.00057507 50.805 0.14337 -0.0018616
544.001 0.00058437 50.5 0.14337 -0.0018616
546.001 0.00057674 51.203 0.14337 -0.0018616
548 0.0005827 51.047 0.14337 -0.0018616
550 0.00058961 51.063 0.14337 -0.0018921
552.001 0.00057316 51.602 0.14337 -0.0018921
554 0.00058008 51.492 0.14337 -0.0018921
556 0.0005734 51.61 0.14337 -0.0018921
558.001 0.00059128 50.782 0.14337 -0.0018921
560.001 0.00057841 51.602 0.14337 -0.0019226
562 0.00058484 51.094 0.14337 -0.0019226
564 0.00058604 50.907 0.1434 -0.0018921
566.001 0.00057721 52.172 0.14337 -0.0019226
568.001 0.00058413 51.735 0.1434 -0.0019226
570 0.00059629 51.211 0.14337 -0.0019226
572 0.00058628 51.305 0.14337 -0.0019531
574.001 0.00057793 52.149 0.1434 -0.0019531
576.001 0.00057006 52.649 0.14337 -0.0019531
578 0.00057745 52.047 0.14337 -0.0019531
580 0.00057579 51.953 0.14337 -0.0019837
582.001 0.0005467 53.758 0.14337 -0.0019837
584.001 0.00056577 53.469 0.14337 -0.0019837
586 0.00054097 54.789 0.14337 -0.0019837
588 0.00055361 54.094 0.1434 -0.0019837
590.001 0.00055743 53.883 0.1434 -0.0019837
592.001 0.0005517 54.469 0.14337 -0.0019837
594 0.0005455 54.586 0.14337 -0.0020447
596 0.00054169 55.024 0.14337 -0.0020142
598.001 0.00056649 53.821 0.1434 -0.0020142
600.001 0.00054527 55.211 0.1434 -0.0020142
602 0.00055623 54.625 0.14337 -0.0019837
604 0.00055552 54.86 0.14337 -0.0020142
606.001 0.00054336 55.571 0.14337 -0.0020142
608.001 0.00053454 56.242 0.14337 -0.0020447
610 0.00054503 55.414 0.14337 -0.0020447
612 0.00054574 55.336 0.1434 -0.0020447
614.001 0.00053502 56.407 0.14337 -0.0020447
616.001 0.00052882 56.68 0.14337 -0.0020447
618 0.00054574 55.617 0.14337 -0.0020447
620 0.00054622 55.672 0.1434 -0.0020447
622.001 0.00054145 56.469 0.14337 -0.0020447
624.001 0.00052882 56.875 0.14337 -0.0020447
626 0.00052381 57.328 0.14337 -0.0020447
628 0.00053001 57.016 0.14337 -0.0020447
630.001 0.00054717 56.141 0.14337 -0.0020447
632 0.00052429 56.946 0.14334 -0.0020752
634 0.00052119 57.321 0.14334 -0.0020447
636.001 0.00052905 57.235 0.14337 -0.0020447
638.001 0.00053406 56.969 0.14334 -0.0020752
640 0.00050545 58.922 0.14334 -0.0020752
642 0.00052429 57.867 0.14334 -0.0020752
644.001 0.0005188 57.977 0.14337 -0.0020752
646.001 0.00049949 58.946 0.14334 -0.0020447
648 0.00052286 57.774 0.14334 -0.0020752
650 0.00053931 56.992 0.14337 -0.0020447
652.001 0.00053764 56.774 0.14334 -0.0020752
654.001 0.00053072 57.117 0.14334 -0.0020447
656 0.0005219 57.742 0.14334 -0.0020447
658 0.00051785 57.735 0.14334 -0.0020447
660.001 0.00052667 57.86 0.14337 -0.0020447
662.001 0.00050617 59.032 0.14337 -0.0020447
664 0.00049305 59.524 0.14334 -0.0020447
666 0.00052262 58.032 0.14334 -0.0020752
668.001 0.00050664 58.789 0.14334 -0.0020447
670.001 0.00052286 58.125 0.14334 -0.0020447
672 0.00051737 58.789 0.14334 -0.0020447
674 0.00051833 58.258 0.14334 -0.0020447
676.001 0.00050044 59.61 0.14337 -0.0020447
678.001 0.00050879 58.961 0.14334 -0.0020447
680 0.00050497 59.164 0.14337 -0.0020447
682 0.00049448 59.711 0.14337 -0.0020447
684.001 0.00049973 59.867 0.14337 -0.0020447
686.001 0.00050664 59.367 0.14337 -0.0020447
688 0.00051546 58.953 0.14337 -0.0020447
690 0.00051666 59.024 0.14337 -0.0020447
692.001 0.00047422 61.086 0.14337 -0.0020447
694.001 0.0004921 60.43 0.14337 -0.0020447
696 0.00049878 59.805 0.14337 -0.0020447
698 0.00049234 60.516 0.14337 -0.0020447
700.001 0.00048781 60.508 0.1434 -0.0020447
702.001 0.00047779 61.188 0.14337 -0.0020752
704 0.00048614 60.492 0.14334 -0.0020447
706 0.00048614 60.586 0.14337 -0.0020447
708.001 0.00049115 60.235 0.14337 -0.0020447
710 0.00047636 61.305 0.14337 -0.0020447
712 0.00047088 61.727 0.14337 -0.0020752
714 0.00046563 62.071 0.14337 -0.0020752
716.001 0.000458 62.594 0.14337 -0.0020447
718 0.00046087 62.532 0.14337 -0.0020447
720 0.00046015 62.219 0.14337 -0.0020752
722.001 0.00045204 62.977 0.14337 -0.0020752
724.001 0.00045705 62.594 0.14337 -0.0020752
726 0.00044775 63.43 0.14337 -0.0020447
728 0.00044465 63.297 0.14337 -0.0020752
730.001 0.00046468 62.235 0.14337 -0.0020447
732.001 0.00046253 62.446 0.14337 -0.0020752
734 0.00045872 62.524 0.14337 -0.0020447
736 0.00047398 61.516 0.14337 -0.0020447
738.001 0.00045729 62.836 0.14337 -0.0020447
740.001 0.00045443 63.024 0.14337 -0.0020447
742 0.00043988 63.688 0.14337 -0.0020447
744 0.0004611 62.492 0.14337 -0.0020447
746.001 0.00044871 63.321 0.14337 -0.0020447
748.001 0.00045109 63.063 0.14337 -0.0020447
750 0.00044203 63.563 0.14337 -0.0020447
752 0.00044537 63.211 0.14337 -0.0020142
754.001 0.00045347 62.477 0.14337 -0.0020142
756.001 0.00044799 63.172 0.14337 -0.0019837
758 0.00044894 62.867 0.14337 -0.0020142
760 0.00043845 63.946 0.14337 -0.0020142
762.001 0.00044894 63.047 0.14337 -0.0020142
764.001 0.00044346 63.305 0.14337 -0.0019837
766 0.00044942 63.141 0.14337 -0.0020142
768 0.00043774 63.805 0.14337 -0.0020142
770.001 0.00042844 64.305 0.14334 -0.0020142
772.001 0.00042296 64.461 0.14337 -0.0020142
774 0.00043607 63.828 0.14337 -0.0020142
776 0.00044418 63.242 0.14337 -0.0020142
778.001 0.00044871 63.352 0.14337 -0.0020142
780.001 0.00043082 63.907 0.14337 -0.0019837
782 0.00044346 63.727 0.14337 -0.0019837
784 0.00043416 64.11 0.14337 -0.0019837
786.001 0.00042462 64.469 0.14337 -0.0019837
788 0.00043345 64.126 0.1434 -0.0019837
790 0.00042105 64.641 0.1434 -0.0019837
792 0.00042081 64.696 0.14337 -0.0019837
794.001 0.00043416 63.907 0.14337 -0.0019531
796 0.00043798 63.617 0.14337 -0.0019837
798 0.00043631 63.735 0.14337 -0.0019837
800.001 0.00043679 64.047 0.1434 -0.0019837
802.001 0.00044728 63.328 0.1434 -0.0019531
804 0.00043273 63.805 0.14337 -0.0019837
806 0.00044632 63.492 0.1434 -0.0019837
808.001 0.00043821 64.055 0.1434 -0.0019531
810.001 0.0004313 64.547 0.1434 -0.0019837
812 0.0004468 63.602 0.1434 -0.0019837
814 0.0004375 64.001 0.1434 -0.0019531
816.001 0.00044465 63.492 0.1434 -0.0019837
818.001 0.00044227 63.891 0.1434 -0.0019531
820 0.00043082 64.532 0.1434 -0.0019531
822 0.00042462 64.836 0.1434 -0.0019531
824.001 0.00044155 63.774 0.1434 -0.0019531
826.001 0.00044322 63.688 0.1434 -0.0019531
828 0.00044155 64.016 0.1434 -0.0019531
830 0.00043679 64.157 0.1434 -0.0019531
832.001 0.00043869 63.883 0.14343 -0.0019531
834.001 0.00044823 63.508 0.1434 -0.0019531
836 0.00043583 64.149 0.1434 -0.0019531
838 0.00043631 64.305 0.1434 -0.0019531
840.001 0.00043416 64.196 0.1434 -0.0019226
842.001 0.00042796 64.516 0.1434 -0.0019531
844 0.00043464 63.969 0.1434 -0.0019531
846 0.00043726 64.407 0.1434 -0.0019531
848.001 0.00043821 64.196 0.1434 -0.0019531
850.001 0.00042606 64.555 0.1434 -0.0019531
852 0.00042939 64.649 0.1434 -0.0019531
854 0.00042153 65.008 0.1434 -0.0019531
856.001 0.00041628 65.102 0.1434 -0.0019226
858.001 0.00043035 64.586 0.1434 -0.0019226
860 0.00042105 64.961 0.1434 -0.0019226
862 0.00042224 65.008 0.1434 -0.0019226
864.001 0.00041843 65.071 0.1434 -0.0019226
866 0.00043178 64.305 0.1434 -0.0019226
868 0.0004282 64.438 0.1434 -0.0019226
870 0.00043273 64.336 0.1434 -0.0019226
872.001 0.00041247 65.29 0.1434 -0.0019226
874 0.00041461 65.188 0.1434 -0.0019226
876 0.00042987 64.383 0.1434 -0.0019226
878.001 0.00043488 64.102 0.1434 -0.0019226
880.001 0.00042629 64.501 0.1434 -0.0019226
882 0.00043607 64.196 0.1434 -0.0019226
884 0.000422 64.946 0.14337 -0.0019226
886.001 0.00043321 64.227 0.14337 -0.0019226
888.001 0.0004375 63.883 0.14337 -0.0019226
890 0.00041938 65.055 0.1434 -0.0019226
892 0.00040817 65.493 0.14337 -0.0019226
894.001 0.00041843 65.102 0.14337 -0.0019226
896.001 0.00042129 65.094 0.1434 -0.0018921
898 0.00043106 64.329 0.14337 -0.0019226
900 0.0004313 64.383 0.14337 -0.0019226
902.001 0.0004282 64.594 0.14337 -0.0018921
904.001 0.00043965 64.157 0.1434 -0.0018921
906 0.00044489 63.719 0.14337 -0.0018921
908 0.00044608 63.61 0.1434 -0.0018921
910.001 0.00044012 64.118 0.14337 -0.0018921
912.001 0.00042701 64.563 0.14337 -0.0019226
914 0.00043679 64.008 0.14337 -0.0018921
916 0.00044513 63.789 0.14337 -0.0018921
918.001 0.00043631 64.297 0.14337 -0.0018921
920.001 0.00043416 64.352 0.14337 -0.0018921
922 0.0004313 64.336 0.14337 -0.0018921
924 0.0004313 64.508 0.14337 -0.0018921
926.001 0.00042606 64.602 0.14337 -0.0018921
928.001 0.00043178 64.266 0.14337 -0.0018921
930 0.00043178 64.383 0.14337 -0.0018921
932 0.00043178 64.446 0.14337 -0.0018921
934.001 0.0004406 63.727 0.14337 -0.0018921
936.001 0.00043226 64.032 0.14337 -0.0018921
938 0.0004251 64.516 0.14334 -0.0018921
940 0.00042296 64.641 0.14334 -0.0018921
942.001 0.00041795 64.727 0.14334 -0.0018921
944 0.00043297 63.961 0.14334 -0.0018921
946 0.00043512 64.172 0.14334 -0.0018921
948 0.0004251 64.602 0.14334 -0.0018921
950.001 0.00043416 64.297 0.14334 -0.0018616
952 0.00043059 64.297 0.14334 -0.0018921
954 0.00042606 64.594 0.14334 -0.0018921
956.001 0.0004282 64.704 0.14334 -0.0018921
958.001 0.00043273 64.305 0.14337 -0.0018921
960 0.00042725 64.618 0.14334 -0.0018921
962 0.00043392 64.188 0.14334 -0.0018921
964.001 0.0004201 64.883 0.14334 -0.0018921
966.001 0.00044012 63.664 0.14334 -0.0018921
968 0.00043679 63.821 0.14337 -0.0018921
970 0.00043702 63.828 0.14337 -0.0018921
972.001 0.00043607 63.992 0.14334 -0.0018616
974.001 0.0004437 63.789 0.14337 -0.0018616
976 0.00042629 64.391 0.14337 -0.0018921
978 0.00044179 63.836 0.14334 -0.0018921
980.001 0.0004344 64.063 0.14334 -0.0018921
982.001 0.00043488 64.149 0.14334 -0.0018921
984 0.00043726 63.867 0.14337 -0.0018616
986 0.00043035 64.36 0.14337 -0.0018921
988.001 0.00042892 64.219 0.14334 -0.0018921
990.001 0.0004344 64.344 0.14334 -0.0018921
992 0.0004375 64.047 0.14334 -0.0018921
994 0.00042749 64.461 0.14334 -0.0018921
996.001 0.0004251 64.852 0.14337 -0.0018921
998.001 0.00043226 64.329 0.14334 -0.0018921
1000 0.00043273 64.126 0.14337 -0.0018616
1002 0.00042987 64.352 0.14337 -0.0018921
1004.001 0.00044036 63.782 0.14337 -0.0018616
1006.001 0.00042296 64.641 0.14337 -0.0018921
1008 0.0004437 63.992 0.14337 -0.0018616
1010 0.00042701 64.516 0.14337 -0.0018921
1012.001 0.00043583 64.008 0.14337 -0.0018921
1014.001 0.00043893 63.774 0.14334 -0.0018921
1016 0.00043559 64.086 0.14337 -0.0018616
1018 0.00043297 64.063 0.14334 -0.0018616
1020.001 0.00043965 63.649 0.14337 -0.0018616
1022.001 0.00043965 64.001 0.14334 -0.0018616
1024 0.00044489 63.375 0.14334 -0.0018921
1026 0.00044418 63.532 0.14334 -0.0018921
1028.001 0.00043416 64.008 0.14337 -0.0018616
1030 0.00043416 64.297 0.14337 -0.0018616
1032 0.00043583 63.922 0.14334 -0.0018616
1034.001 0.00044179 63.657 0.14334 -0.0018616
1036.001 0.0004344 64.243 0.14337 -0.0018616
1038 0.00044561 63.383 0.14334 -0.0018616
1040 0.00043965 63.571 0.14334 -0.0018616
1042.001 0.00043583 64.102 0.14334 -0.0018616
1044.001 0.00042773 64.399 0.14337 -0.0018616
1046 0.00040508 64.758 0.14322 -0.0018616
1048 0.00043655 63.867 0.14334 -0.0018921
1050.001 0.00043249 64.204 0.14337 -0.0018616
1052.001 0.00043702 63.891 0.14337 -0.0018616
1054 0.00044465 63.297 0.14334 -0.0018616
1056 0.00043702 63.867 0.14337 -0.0018616
1058.001 0.0004468 63.453 0.14334 -0.0018616
1060.001 0.00044871 63.25 0.14337 -0.0018616
1062 0.00044227 63.61 0.14337 -0.0018616
1064 0.00044084 63.578 0.14334 -0.0018616
1066.001 0.00043869 63.602 0.14334 -0.0018921
1068.001 0.00043965 63.5 0.14334 -0.0018921
1070 0.00043798 63.789 0.14334 -0.0018616
1072 0.00044251 63.617 0.14334 -0.0018616
1074.001 0.00043512 64.102 0.14334 -0.0018616
1076.001 0.00043869 63.672 0.14334 -0.0018616
1078 0.00043178 63.938 0.14334 -0.0018616
1080 0.00043988 63.633 0.14334 -0.0018921
1082.001 0.00042629 64.383 0.14334 -0.0018921
1084.001 0.00043607 63.977 0.14331 -0.0018921
1086 0.00043702 63.735 0.14331 -0.0018921
1088 0.00042939 64.11 0.14331 -0.0018921
1090.001 0.00042844 63.961 0.14331 -0.0018921
1092.001 0.00043059 64.008 0.14334 -0.0018616
1094 0.00043082 63.899 0.14334 -0.0018921
1096 0.00044227 63.539 0.14334 -0.0018616
1098.001 0.00044632 63.016 0.14334 -0.0018921
1100.001 0.00044632 63.196 0.14334 -0.0018921
1102 0.0004406 63.711 0.14334 -0.0018616
1104 0.00044751 63.141 0.14331 -0.0018921
1106.001 0.00044298 63.336 0.14331 -0.0018921
1108 0.00044918 63.125 0.14331 -0.0018616
1110 0.00044942 62.852 0.14334 -0.0018921
1112.001 0.00045085 62.61 0.14331 -0.0018616
