Time X DEG X Y
0 8.7619E-6 89.329 0.14359 -0.00177
1.0089999 5.0664E-6 89.618 0.14362 -0.00177
1.9999998 1.7047E-5 88.665 0.14362 -0.00177
3.0000001 1.7405E-5 88.61 0.14359 -0.00177
4.0009998 1.1534E-5 89.141 0.14362 -0.00177
4.9999999 2.4796E-5 88.04 0.14362 -0.00177
6.0009997 8.9109E-6 89.235 0.14362 -0.00177
6.9999998 1.7047E-5 88.657 0.14362 -0.00177
8 2.2888E-5 88.211 0.14362 -0.0018005
9.0009998 2.3067E-5 88.172 0.14362 -0.00177
9.9999998 1.657E-5 88.797 0.14362 -0.00177
11 1.4901E-5 88.852 0.14362 -0.0018005
12.001 2.3425E-5 88.196 0.14362 -0.00177
13 2.0176E-5 88.422 0.14362 -0.00177
14.001 2.3306E-5 88.141 0.14362 -0.00177
15 2.5481E-5 87.993 0.14362 -0.00177
16 1.9759E-5 88.43 0.14365 -0.00177
17.001 3.2932E-5 87.477 0.14365 -0.00177
18 2.3246E-5 88.18 0.14362 -0.00177
19 3.2664E-5 87.446 0.14362 -0.00177
20.001 2.0534E-5 88.321 0.14362 -0.00177
21 2.861E-5 87.782 0.14362 -0.00177
22.001 7.54E-6 89.391 0.14362 -0.00177
23 1.4663E-5 88.868 0.14362 -0.00177
24 2.1815E-5 88.251 0.14362 -0.00177
25.001 2.414E-5 88.133 0.14368 -0.00177
26 2.3812E-5 88.172 0.14368 -0.0017395
27 2.1219E-5 88.383 0.14368 -0.0017395
28.001 2.9236E-5 87.751 0.14368 -0.0017395
29 3.3707E-5 87.391 0.14368 -0.0017395
30.001 3.2813E-5 87.485 0.14368 -0.0017395
31 4.1098E-5 86.829 0.14368 -0.0017395
32 3.7879E-5 87.016 0.14371 -0.0017395
33.001 3.8624E-5 86.985 0.14368 -0.0017395
34 4.9085E-5 86.251 0.14368 -0.0017395
35 4.5061E-5 86.547 0.14371 -0.0017395
36.001 3.5316E-5 87.321 0.14371 -0.0017395
37 4.9979E-5 86.141 0.14371 -0.0017395
38 4.8012E-5 86.266 0.14368 -0.0017395
39 4.2498E-5 86.704 0.14371 -0.0017395
40 4.7267E-5 86.352 0.14371 -0.0017395
41.001 3.0995E-5 87.633 0.14371 -0.0017395
42 3.7968E-5 87.032 0.14371 -0.0017395
43 3.5793E-5 87.243 0.14371 -0.0017395
44.001 4.4644E-5 86.508 0.14371 -0.0017395
45 3.5316E-5 87.227 0.14371 -0.0017395
46 4.1664E-5 86.68 0.14371 -0.0017395
47.001 2.864E-5 87.813 0.14368 -0.0017395
48 3.928E-5 86.907 0.14362 -0.00177
49.001 3.165E-5 87.524 0.14368 -0.0017395
50 4.3571E-5 86.524 0.14368 -0.0017395
51 5.3168E-5 85.797 0.14368 -0.0017395
52.001 4.6194E-5 86.313 0.14368 -0.00177
53 3.3081E-5 87.36 0.14362 -0.00177
54 3.9995E-5 86.883 0.14362 -0.0017395
55.001 3.3558E-5 87.297 0.14365 -0.0017395
56 5.9337E-5 85.141 0.14365 -0.0017395
57.001 5.1409E-5 85.836 0.14365 -0.0017395
58 5.9992E-5 85.149 0.14365 -0.0017395
59 6.2854E-5 84.993 0.14368 -0.0017395
60.001 6.9589E-5 84.352 0.14368 -0.0017395
61 7.2778E-5 84.094 0.14368 -0.0017395
62 6.6191E-5 84.727 0.14368 -0.0017395
63.001 6.2526E-5 84.969 0.14365 -0.0017395
64 5.4926E-5 85.649 0.14365 -0.0017395
65.001 4.6343E-5 86.235 0.14362 -0.0017395
66 6.1989E-5 84.993 0.14362 -0.0017395
67 6.0797E-5 85.094 0.14362 -0.0017395
68.001 6.7354E-5 84.454 0.14362 -0.00177
69 5.9396E-5 85.258 0.14362 -0.0017395
70 6.0708E-5 85.11 0.14362 -0.0017395
71.001 5.6714E-5 85.352 0.14362 -0.0017395
72 5.6953E-5 85.36 0.14362 -0.00177
73.001 7.236E-5 84.165 0.14362 -0.00177
74 6.9142E-5 84.383 0.14362 -0.00177
75 6.5983E-5 84.571 0.14362 -0.00177
76.001 7.1943E-5 84.141 0.14362 -0.00177
77 7.1526E-5 84.063 0.14362 -0.00177
78 6.9619E-5 84.297 0.14362 -0.00177
79.001 7.1258E-5 84.18 0.14362 -0.00177
80 7.3821E-5 83.93 0.14359 -0.00177
81 7.0423E-5 84.133 0.14359 -0.00177
82.001 8.5176E-5 83.047 0.14359 -0.00177
