Time X DEG X Y
0 -0.00028074 164.31 0.63471 -0.025025
1.0089999 -0.00027645 160.91 0.63471 -0.025086
1.9999998 -0.00041652 160.31 0.63471 -0.025025
3.0000001 -0.00041443 158.97 0.63471 -0.025086
4.0009998 -0.00026983 159.49 0.63471 -0.025086
4.9999999 -0.00041539 160.52 0.63471 -0.025025
6.0009997 -0.00030941 157.31 0.63471 -0.025086
6.9999998 -0.00045997 161.95 0.63471 -0.025086
8 -0.0005138 161.64 0.63471 -0.025086
9.0009998 -0.00035298 162.49 0.63465 -0.025086
9.9999998 -0.00031895 160.68 0.63465 -0.025025
11 -0.00028163 161.77 0.63465 -0.025086
12.001 -0.00047547 163.83 0.63465 -0.025025
13 -0.00035191 160.16 0.63471 -0.025086
14.001 -0.0003348 164 0.63465 -0.025025
15 -0.00038558 163.7 0.63465 -0.025086
16 -0.0005011 162.58 0.63465 -0.025025
17.001 -0.00044978 164.69 0.63465 -0.025025
18 -0.00040358 163.79 0.63459 -0.025025
19 -0.00022101 169.99 0.63452 -0.025025
20.001 -0.00038648 166.6 0.63459 -0.025025
21 -0.00022548 171.65 0.63452 -0.025025
22.001 -0.00022459 172.07 0.63452 -0.025025
23 -6.491E-5 -167.24 0.63452 -0.025025
24 -0.00017536 174.72 0.63452 -0.025025
25.001 -0.00030101 164.39 0.63452 -0.025025
26 -0.0001995 169.4 0.63446 -0.024964
27 -6.6579E-5 171.15 0.63446 -0.025025
28.001 -3.016E-5 -142.37 0.63446 -0.025025
29 -7.5579E-5 176.36 0.63446 -0.025025
30.001 -0.00013197 170.66 0.63446 -0.025025
31 -0.0001806 163.34 0.63452 -0.025025
32 -0.00038767 162.93 0.63452 -0.025025
33.001 -0.00024671 162.02 0.63452 -0.025025
34 -0.00026697 167.66 0.63452 -0.024964
35 -0.00035227 167.11 0.63452 -0.025025
36.001 -0.0003888 164.88 0.63452 -0.024964
37 -0.00037003 164.63 0.63452 -0.025025
38 -0.00038201 165.55 0.63452 -0.024964
39 -0.00044525 165.74 0.63452 -0.025025
40 -0.00051505 166.19 0.63452 -0.024903
41.001 -0.000525 164.77 0.63452 -0.025025
42 -0.00046081 164.38 0.63452 -0.024964
43 -0.00044018 163.19 0.63452 -0.025025
44.001 -0.00048924 166.14 0.63452 -0.024964
45 -0.00031901 165.66 0.63446 -0.025025
46 -0.00030804 167.99 0.63446 -0.025025
