Alpha(210mT) X DEG X DEG
270 -0.00064469 110.77 0.91993 1.6719
264.98 -0.00049591 105.52 0.9198 1.6641
260.11 0.00011253 86.047 0.91956 1.6563
255.18 0.00035286 78.633 0.91938 1.6641
250.27 0.00084877 64.696 0.91931 1.6563
245.33 0.0010548 60.477 0.9195 1.6484
240.37 0.0014687 50.93 0.91956 1.6484
235.27 0.0017643 46.289 0.91938 1.6484
230.29 0.0020905 41.11 0.91938 1.6484
225.27 0.0024567 36.719 0.91938 1.6484
220.35 0.0028877 32.266 0.91925 1.6484
215.31 0.0032139 30.43 0.91925 1.6484
210.4 0.0036736 26.969 0.91925 1.6484
205.5 0.0041428 24.203 0.91925 1.6484
200.43 0.0044518 22.711 0.91925 1.6484
195.44 0.0049324 20.813 0.91931 1.6484
190.25 0.0053769 19.563 0.91919 1.6484
185.25 0.0058174 17.367 0.91907 1.6484
179.86 0.0064164 16.36 0.91913 1.6563
174.8 0.0066643 15.406 0.91962 1.6484
169.87 0.0061608 17.375 0.92005 1.6563
164.84 0.0056553 17.985 0.92005 1.6563
159.94 0.0053349 18.563 0.92005 1.6563
154.84 0.0048867 19.422 0.91962 1.6719
149.99 0.0045605 21.688 0.91956 1.6641
144.98 0.0042324 22.813 0.91968 1.6563
140.01 0.003973 23.688 0.91968 1.6641
135.23 0.0034523 27.492 0.91974 1.6641
130.09 0.0030766 29.672 0.9198 1.6641
124.98 0.0026589 33.477 0.91956 1.6719
120.06 0.0022602 37.844 0.91987 1.6719
115.31 0.0017738 44.289 0.91974 1.6563
110.14 0.0013332 52.75 0.91987 1.6641
105.31 0.0008049 65.626 0.91968 1.6641
100.09 0.00036621 78.219 0.91987 1.6484
95.07 -0.00027847 98.915 0.91987 1.6563
89.89 -0.0007267 112.65 0.91968 1.6484
84.77 -0.00077057 113.68 0.91901 1.6719
79.63 -0.00021744 97.321 0.91895 1.6641
74.74 4.1962E-5 88.501 0.91883 1.6563
69.79 0.00045014 75.782 0.91883 1.6484
64.89 0.00080681 65.969 0.91871 1.6484
59.93 0.00107 59.274 0.91871 1.6484
54.95 0.0013332 53.727 0.91883 1.6484
50 0.0020237 41.883 0.91864 1.6484
45.1 0.0023232 38.157 0.91852 1.6484
40.09 0.0026856 34.492 0.91858 1.6484
35.09 0.0030747 30.914 0.91846 1.6484
30.23 0.0033894 29.008 0.91846 1.6484
25.26 0.0040112 24.813 0.91852 1.6484
20.3 0.0043354 22.93 0.91846 1.6484
15.37 0.0045662 22.586 0.91834 1.6484
10.13 0.0050431 20.266 0.91852 1.6484
5.16 0.005703 17.625 0.9184 1.6563
-0.02 0.0061531 16.758 0.91846 1.6563
-5.02 0.0063286 16.617 0.91895 1.6563
-9.97 0.0057164 17.68 0.91925 1.6563
-15.05 0.0052948 19.32 0.9195 1.6484
-19.94 0.0050621 19.758 0.9195 1.6484
-24.77 0.0046997 20.688 0.91913 1.6641
-29.82 0.0042878 23.227 0.91931 1.6563
-34.69 0.0040532 24.328 0.9195 1.6484
-39.65 0.0038796 25.281 0.91938 1.6484
-44.54 0.0034771 27.063 0.91925 1.6563
-49.55 0.0030651 30.82 0.91944 1.6484
-54.52 0.0029297 31.25 0.91931 1.6641
-60.43 0.0023003 37.719 0.91944 1.6563
-65.36 0.001688 46.867 0.9195 1.6563
-70.36 0.0012131 55.664 0.91938 1.6563
-75.42 0.00069237 68.86 0.91944 1.6563
-80.46 0.00025177 81.844 0.9195 1.6563
-85.42 -8.9646E-5 92.938 0.91925 1.6641
-90 -0.00065613 109.79 0.91925 1.6641
