Time X DEG X Y
0 -0.013085 173.11 0.59351 -0.0012207
1.9999998 -0.013139 173.38 0.59345 -0.0012817
4.0000003 -0.013058 173.36 0.59345 -0.0012817
6.0000001 -0.013119 173.36 0.59345 -0.0012207
8 -0.0059252 -139.04 0.58808 -0.0012207
9.9999998 -0.01312 173.26 0.59339 -0.0012207
12 -0.0132 173.27 0.59339 -0.0012817
14 -0.013205 173.27 0.59339 -0.0012207
16 -0.013207 173.32 0.59339 -0.0012817
18 -0.01314 173.35 0.59345 -0.0012207
20 -0.013178 173.26 0.59339 -0.0012207
22 -0.0057831 -138.09 0.58808 -0.0012817
24 -0.013211 173.38 0.59339 -0.0012817
26 -0.013201 173.3 0.59339 -0.0012207
28 -0.013192 173.44 0.59339 -0.0012207
30 -0.013232 173.44 0.59339 -0.0012817
32 -0.013196 173.42 0.59339 -0.0012207
34 -0.013177 173.38 0.59339 -0.0012207
36 -0.013145 173.48 0.59333 -0.0011597
38 -0.013238 173.3 0.59333 -0.0012207
40 -0.0069332 -147.22 0.58826 -0.0012207
42 -0.013076 173.53 0.59333 -0.0012207
44 -0.013127 173.45 0.59333 -0.0012207
46 -0.008936 -162.84 0.58899 -0.0012817
48 -0.013247 173.56 0.59333 -0.0012207
50 -0.013193 173.49 0.59333 -0.0012207
52 -0.013235 173.43 0.59333 -0.0012817
54 -0.013247 173.42 0.59333 -0.0012207
56 -0.013183 173.45 0.59333 -0.0012817
58 -0.013255 173.46 0.59327 -0.0012207
60 -0.013307 173.56 0.59327 -0.0012817
62 -0.013313 173.63 0.59327 -0.0012817
64 -0.013332 173.61 0.59327 -0.0012817
66 -0.013295 173.58 0.59327 -0.0012817
68 -0.013309 173.53 0.59327 -0.0012207
70 -0.013266 173.63 0.59327 -0.0012817
72 -0.013282 173.51 0.59327 -0.0011597
74 -0.013238 173.69 0.59327 -0.0012207
76 -0.013241 173.77 0.59327 -0.0012817
78 -0.013293 173.56 0.59327 -0.0012817
80 -0.013315 173.59 0.5932 -0.0012817
82 -0.013348 173.55 0.5932 -0.0012817
84 -0.013291 173.53 0.5932 -0.0012817
86 -0.0059681 -139.35 0.58826 -0.0012817
88 -0.013302 173.53 0.5932 -0.0012817
90 -0.013245 173.57 0.5932 -0.0012817
92 -0.013308 173.77 0.59314 -0.0012817
94 -0.013306 173.65 0.5932 -0.0013428
96 -0.01334 173.54 0.5932 -0.0012817
98 -0.013357 173.63 0.59314 -0.0012817
100 -0.013396 173.63 0.5932 -0.0012817
102 -0.013357 173.59 0.59314 -0.0013428
104 -0.013417 173.59 0.5932 -0.0013428
106 -0.013486 173.63 0.5932 -0.0012817
108 -0.013478 173.77 0.5932 -0.0012817
110 -0.013363 173.83 0.59314 -0.0013428
112 -0.01341 173.81 0.59314 -0.0013428
114 -0.013496 173.68 0.59314 -0.0014038
116 -0.012753 175.81 0.59296 -0.0014038
118 -0.013448 173.54 0.5932 -0.0012817
120 -0.013543 173.56 0.59314 -0.0013428
122 -0.013527 173.53 0.59314 -0.0012817
124 -0.013518 173.51 0.59314 -0.0014038
126 -0.013588 173.48 0.59314 -0.0013428
128 -0.013577 173.41 0.59314 -0.0014038
130 -0.013581 173.41 0.5932 -0.0012817
132 -0.013598 173.55 0.59314 -0.0013428
134 -0.013697 173.53 0.5932 -0.0013428
136 -0.013632 173.46 0.59314 -0.0013428
138 -0.01362 173.45 0.5932 -0.0012817
140 -0.013654 173.43 0.59314 -0.0012207
142 -0.013612 173.5 0.59314 -0.0013428
144 -0.01364 173.52 0.5932 -0.0013428
146 -0.013723 173.45 0.5932 -0.0013428
148 -0.013664 173.48 0.59314 -0.0012817
150 -0.013623 173.56 0.59314 -0.0012207
