Time X DEG X Y
0 0.00019455 -87.711 0.59638 -0.0019531
1.9999998 0.00023413 -87.243 0.59613 -0.0019531
4.0000003 0.00037194 -85.594 0.59577 -0.0018921
6.0000001 0.00044823 -84.751 0.59546 -0.0018311
8 0.00052977 -83.86 0.59516 -0.0018311
9.9999998 0.00057841 -83.297 0.59491 -0.00177
12 0.00065136 -82.477 0.59461 -0.00177
14 0.00063992 -82.688 0.59436 -0.00177
16 0.00065518 -82.571 0.59406 -0.00177
18 0.00072384 -81.797 0.59369 -0.00177
20 0.00064087 -82.758 0.59345 -0.00177
22 0.0006466 -82.688 0.59314 -0.00177
24 0.00060177 -83.219 0.59284 -0.00177
26 0.00059796 -83.29 0.59259 -0.00177
28 0.00058842 -83.399 0.59229 -0.00177
30 0.0006361 -82.907 0.59198 -0.00177
32 0.00056458 -83.727 0.59174 -0.001709
34 0.00060654 -83.227 0.5915 -0.001709
36 0.00061608 -83.204 0.59125 -0.001709
38 0.00048065 -84.758 0.59101 -0.001648
40 0.0004406 -85.251 0.59076 -0.001648
42 0.00032044 -86.555 0.59058 -0.001648
44 0.0003109 -86.68 0.59034 -0.001648
46 0.00020981 -87.727 0.59009 -0.0015869
48 0.00018501 -88.001 0.58991 -0.0015869
50 -5.3406E-5 -90.586 0.58966 -0.0015259
52 -0.00015259 -91.594 0.58942 -0.0015869
54 -0.00030136 -93.071 0.58924 -0.0015259
56 -0.00037003 -93.876 0.58905 -0.0015259
58 -0.00048828 -95.102 0.58887 -0.0015259
60 -0.0007 -97.188 0.58869 -0.0015259
62 -0.00088501 -98.985 0.58857 -0.0015259
64 -0.0010109 -100.26 0.58844 -0.0015259
66 -0.0013218 -103.16 0.58826 -0.0015259
68 -0.0016308 -105.95 0.58814 -0.0015259
70 -0.0018997 -108.4 0.58808 -0.0015259
72 -0.0022106 -110.96 0.58796 -0.0014649
74 -0.0024319 -112.72 0.58783 -0.0014038
76 -0.0025921 -113.81 0.58771 -0.0014649
78 -0.0029354 -116.56 0.58765 -0.0014649
80 -0.0032024 -118.1 0.58753 -0.0014649
82 -0.0034237 -119.55 0.58747 -0.0014038
84 -0.003582 -120.49 0.58741 -0.0014038
86 -0.003458 -119.4 0.58728 -0.0013428
88 -0.0037251 -121.28 0.58722 -0.0013428
90 -0.0038891 -122.27 0.58716 -0.0013428
92 -0.0041409 -123.52 0.5871 -0.0013428
94 -0.0043698 -124.6 0.58698 -0.0013428
96 -0.0045796 -125.57 0.58698 -0.0012817
98 -0.0049477 -127.61 0.58692 -0.0012817
100 -0.005312 -129.34 0.58686 -0.0012817
102 -0.0053883 -129.4 0.5868 -0.0012817
104 -0.0054551 -129.34 0.58674 -0.0012817
106 -0.0060501 -131.99 0.58661 -0.0012817
108 -0.0063744 -133.27 0.58655 -0.0012817
110 -0.0065079 -133.5 0.58649 -0.0012207
112 -0.0068264 -134.52 0.58637 -0.0012817
114 -0.0068608 -134.34 0.58631 -0.0012817
116 -0.006876 -134.14 0.58631 -0.0012207
118 -0.0070229 -134.72 0.58625 -0.0012207
120 -0.0073815 -135.79 0.58606 -0.0012207
122 -0.0074387 -135.79 0.586 -0.0012207
124 -0.0075989 -136.02 0.58594 -0.0012207
126 -0.0076733 -135.95 0.58588 -0.0011597
128 -0.0079632 -136.77 0.58576 -0.0011597
130 -0.0082341 -137.37 0.58564 -0.0011597
132 -0.0084916 -138.09 0.58551 -0.0011597
134 -0.0085812 -138.06 0.58539 -0.0010376
136 -0.0088254 -138.67 0.58521 -0.0010986
138 -0.0092107 -139.66 0.58503 -0.0010986
140 -0.0095082 -140.16 0.58478 -0.0010986
142 -0.0097066 -140.38 0.5846 -0.0011597
144 -0.0097676 -140.24 0.58448 -0.0010376
146 -0.0098363 -140.25 0.58429 -0.0010986
148 -0.0098115 -139.9 0.58417 -0.0010376
150 -0.0099125 -139.9 0.58399 -0.0010986
152 -0.0099412 -139.76 0.58387 -0.0010986
154 -0.0099641 -139.49 0.58381 -0.0010986
156 -0.010023 -139.45 0.58368 -0.0010376
158 -0.010166 -139.64 0.5835 -0.0010986
160 -0.010281 -139.66 0.58326 -0.0010986
162 -0.010445 -139.83 0.58313 -0.0010376
164 -0.010439 -139.62 0.58301 -0.0010376
166 -0.010265 -139.07 0.58295 -0.0010986
168 -0.010628 -139.72 0.58264 -0.0010376
170 -0.01071 -139.72 0.58246 -0.0010376
172 -0.010742 -139.71 0.58228 -0.0010986
174 -0.01087 -139.87 0.58203 -0.00097657
176 -0.010912 -139.85 0.58179 -0.0010376
178 -0.010763 -139.38 0.58179 -0.00097657
180 -0.010698 -139 0.58179 -0.00097657
182 -0.010675 -138.81 0.58173 -0.00097657
184 -0.010767 -138.94 0.58167 -0.00091553
186 -0.010843 -138.94 0.58155 -0.00097657
188 -0.010849 -138.84 0.58142 -0.00091553
190 -0.010857 -138.69 0.5813 -0.00091553
192 -0.010965 -138.81 0.58106 -0.00091553
194 -0.010891 -138.55 0.58106 -0.00091553
196 -0.010817 -138.24 0.581 -0.00091553
198 -0.010752 -137.93 0.58094 -0.00091553
200 -0.010647 -137.66 0.58112 -0.00091553
202 -0.01059 -137.47 0.58124 -0.00091553
204 -0.010513 -137.16 0.5813 -0.00091553
206 -0.010548 -137.22 0.58124 -0.00091553
208 -0.010613 -137.35 0.58124 -0.00091553
210 -0.010615 -137.29 0.58118 -0.00091553
212 -0.010677 -137.44 0.58124 -0.00091553
214 -0.01071 -137.62 0.58124 -0.00091553
216 -0.019449 -177.38 0.59552 -0.00030518
218 -0.02027 -177.6 0.59534 -0.00030518
220 -0.021088 -177.78 0.59516 -0.00024414
222 -0.021767 -177.84 0.59491 -0.00024414
224 -0.02252 -177.99 0.59473 -0.00024414
226 -0.023277 -178.12 0.59455 -0.00024414
228 -0.024002 -178.13 0.5943 -0.00018311
230 -0.024748 -178.2 0.59412 -0.00018311
232 -0.025282 -178.18 0.59381 -0.00018311
234 -0.025826 -178.18 0.59351 -0.00012207
236 -0.026423 -178.32 0.59327 -0.00012207
238 -0.026938 -178.36 0.59308 -0.00012207
240 -0.027422 -178.43 0.5929 -0.00012207
242 -0.027977 -178.54 0.59272 -6.1036E-5
244 -0.028444 -178.66 0.59253 -0.00012207
