Alpha(210mT) X DEG X DEG
270 -0.0008421 106.63 0.93122 -0.039063
264.98 -0.0010767 110.88 0.93128 -0.039063
260.11 -0.0013256 115.3 0.93122 -0.046875
255.18 -0.0017757 122.27 0.93128 -0.039063
250.27 -0.0019341 124.35 0.93128 -0.039063
245.33 -0.0021792 128.09 0.93128 -0.039063
240.37 -0.0025253 132.63 0.93134 -0.039063
235.27 -0.0026493 133.81 0.93134 -0.039063
230.29 -0.0030642 137.52 0.9314 -0.039063
225.27 -0.0033674 140.26 0.93128 -0.039063
220.35 -0.0035687 141.39 0.93122 -0.046875
215.31 -0.0037146 143.05 0.9311 -0.039063
210.4 -0.0039797 144.97 0.9311 -0.039063
205.5 -0.0042763 146.88 0.9311 -0.039063
200.43 -0.0044966 147.31 0.93091 -0.039063
195.44 -0.0047636 149.22 0.93097 -0.039063
190.25 -0.0050373 150.55 0.93079 -0.046875
185.25 -0.005002 150.48 0.93073 -0.039063
179.86 -0.0048895 149.77 0.93073 -0.046875
174.8 -0.0044928 147.4 0.93049 -0.046875
169.87 -0.0040541 145.14 0.93055 -0.039063
164.84 -0.0037079 142.27 0.93049 -0.03125
159.94 -0.0033274 139.34 0.93036 -0.03125
154.84 -0.0028115 134.31 0.93049 -0.039063
149.99 -0.002368 129.39 0.93055 -0.03125
144.98 -0.0021687 127.37 0.93042 -0.046875
140.01 -0.0018873 123.47 0.93055 -0.039063
135.23 -0.0016079 119.93 0.93055 -0.046875
130.09 -0.0013142 114.93 0.93061 -0.039063
124.98 -0.0010462 110.1 0.93061 -0.039063
120.06 -0.0007782 105.51 0.93061 -0.03125
115.31 -0.00054074 100.7 0.93079 -0.039063
110.14 -0.00043202 98.751 0.93061 -0.039063
105.31 -0.00040627 97.899 0.93097 -0.039063
100.09 -0.0003376 96.626 0.93091 -0.039063
95.07 -0.00044823 99.001 0.93091 -0.039063
89.89 -0.00049115 99.868 0.93091 -0.039063
84.77 -0.00079346 105.49 0.9311 -0.039063
79.63 -0.0010004 109.34 0.9311 -0.046875
74.74 -0.0012732 113.6 0.93116 -0.039063
69.79 -0.0018187 122.51 0.93116 -0.039063
64.89 -0.0022202 128.2 0.9311 -0.046875
59.93 -0.0026617 132.78 0.9311 -0.046875
54.95 -0.0030918 136.33 0.93128 -0.046875
50 -0.003356 138.87 0.93128 -0.039063
45.1 -0.0037699 142.27 0.93128 -0.03125
40.09 -0.0040942 144.18 0.93128 -0.039063
35.09 -0.0043907 146.13 0.93122 -0.046875
30.23 -0.0046282 147.96 0.9311 -0.046875
25.26 -0.0049811 149.27 0.93134 -0.039063
20.3 -0.0051594 150.07 0.93128 -0.039063
15.37 -0.0053892 151.02 0.93128 -0.03125
10.13 -0.0054789 151.91 0.93116 -0.039063
5.16 -0.0054684 151.37 0.93103 -0.046875
-0.02 -0.0053587 151.27 0.93091 -0.046875
-5.02 -0.0050631 150.21 0.93091 -0.039063
-9.97 -0.0046034 147.93 0.93085 -0.039063
-15.05 -0.0041161 144.91 0.93085 -0.039063
-19.94 -0.0037041 141.72 0.93091 -0.039063
-24.77 -0.0032311 138.24 0.93085 -0.039063
-29.82 -0.0028677 134.34 0.93091 -0.039063
-34.69 -0.0025482 131.55 0.93079 -0.039063
-39.65 -0.0023928 129.55 0.93091 -0.039063
