Ieff(90deg) X DEG X DEG
-9.17 -0.0002532 -122.68 0.77173 1.2344
-8.55 -7.9155E-5 -101.63 0.77185 1.2344
-7.93 -0.00012922 -110 0.77185 1.2344
-7.36 7.0096E-5 -77.672 0.77216 1.2266
-6.76 -5.2452E-5 -99.852 0.77228 1.2344
-6.76 -0.00031805 -130.29 0.77216 1.2344
-6.2 -4.5777E-5 -96.055 0.77191 1.2344
-5.6 0.00020027 -61.313 0.77277 1.2344
-5.07 0.00017786 -63.946 0.77259 1.2344
-4.5 0.00021839 -57.625 0.77259 1.2344
-3.96 0.00035381 -43.68 0.77216 1.2422
-3.4 0.00029898 -46.86 0.77259 1.2344
-2.86 0.00070334 -24.438 0.77277 1.2422
-2.29 0.0010052 -17.414 0.77338 1.2422
-2.02 0.001205 -14.984 0.77332 1.25
-1.47 0.001298 -13.07 0.77301 1.25
-0.93 0.0015526 -10.649 0.77301 1.25
-0.52 0.0015988 -10.641 0.77283 1.25
-0.02 0.0021706 -8.0235 0.77326 1.25
0.52 0.0022178 -7.211 0.77356 1.25
1 0.0025005 -5.7735 0.77265 1.2656
1.49 0.0017414 -9.3829 0.77191 1.2578
2.01 0.0015793 -11.078 0.77167 1.25
2.56 0.001143 -14.563 0.77191 1.2422
2.97 0.0012646 -13.766 0.77198 1.25
3.68 0.00083018 -21.328 0.77191 1.25
4.22 0.00060988 -29.164 0.77222 1.25
4.78 0.00052691 -33.414 0.77289 1.2422
4.78 0.00056553 -29.445 0.77216 1.25
5.32 0.00067091 -27.945 0.77234 1.25
5.86 0.00044441 -38.61 0.77295 1.2422
6.45 0.00035381 -44.789 0.77216 1.2578
7.07 0.00023222 -55.907 0.77234 1.2422
7.61 -6.7234E-5 -100.95 0.77216 1.25
8.21 -7.0096E-5 -101.19 0.77265 1.2422
8.21 -0.00011778 -110.63 0.77289 1.25
8.83 3.9578E-5 -83.594 0.77277 1.2344
