I2(45deg) X DEG X DEG
1.9 0.00063086 -2.4063 0.79602 1.375
1.8 0.00056744 -2.6641 0.79566 1.3906
1.7 0.00062371 -3.1875 0.7959 1.3828
1.6 0.00073958 -2.8828 0.79578 1.3828
1.5 0.00057745 -2.2031 0.79578 1.3828
1.4 0.00075341 -0.4375 0.79578 1.3828
1.3 0.00098086 -1.0469 0.79554 1.3828
1.2 0.00088024 -1.0156 0.79535 1.375
1.1 0.00083113 -0.46875 0.79529 1.3828
1 0.00090981 -0.57032 0.79529 1.3828
0.9 0.0010729 -1.0156 0.79487 1.375
0.8 0.00081253 -1.1641 0.79499 1.3828
0.7 0.00073195 -2.5625 0.79493 1.3828
0.6 0.0006814 -2.0469 0.79493 1.375
0.5 0.00058413 -1.9766 0.79505 1.375
0.4 0.00055266 -1.7344 0.79493 1.3828
0.3 0.00065566 -3.2656 0.79499 1.3828
0.2 0.00062275 -1.1875 0.79505 1.375
0.1 0.000628 -2.7266 0.79493 1.375
1.110223E-16 0.00075913 -2.6641 0.79523 1.375
-0.1 0.0008111 -0.80469 0.79535 1.3672
-0.2 0.00086785 -1.0938 0.79529 1.375
-0.3 0.00089455 -1.2734 0.79523 1.375
-0.4 0.0010033 -0.90625 0.79499 1.3672
-0.5 0.00093174 -0.53907 0.79517 1.3672
-0.6 0.00083781 0.22656 0.7948 1.375
-0.7 0.00094271 -0.16406 0.79468 1.3828
-0.8 0.00081397 -1.6875 0.79529 1.375
-0.9 0.00069428 0.023438 0.79499 1.3828
-1 0.00072194 -1.3516 0.79529 1.375
-1.1 0.00092459 -0.4375 0.79487 1.3828
-1.2 0.00085926 -0.85938 0.79456 1.3828
-1.3 0.00062561 -0.82813 0.7945 1.3672
-1.4 0.0009451 -1.8672 0.79444 1.375
-1.5 0.00075293 -1.0469 0.79487 1.375
-1.6 0.00087786 -1.6094 0.79456 1.375
-1.7 0.0006423 -1.2344 0.79438 1.3828
-1.8 0.00085497 -0.89063 0.7945 1.375
-1.9 0.0007453 -0.054688 0.79438 1.3828
-2 0.00069952 1.7813 0.79438 1.3828
