Ieff(0deg) X DEG X DEG
9.2 0.00018692 82.586 0.82312 1.3203
8.55 0.0003233 78.032 0.8238 1.3125
7.95 0.00023222 80.516 0.82343 1.3203
7.36 0.0001359 84.711 0.82361 1.3125
6.74 -0.00017405 97.266 0.82337 1.3203
6.74 -0.00038338 104.85 0.82306 1.3203
6.14 -0.00030089 101.63 0.82294 1.3125
5.55 -0.0007329 117.12 0.82282 1.3125
5.04 -0.00067902 115.3 0.82306 1.3125
4.5 -0.0010772 125.95 0.8227 1.3281
3.93 -0.0012617 130.25 0.82276 1.3281
3.4 -0.001224 129.95 0.82264 1.3281
2.84 -0.00050402 109.75 0.82331 1.3125
2.29 -0.001256 130.77 0.82306 1.3281
1.95 -0.0011702 129.08 0.82306 1.3359
1.54 -0.001009 124.84 0.82312 1.3281
0.99 -0.00090695 121.98 0.82337 1.3281
0.47 -0.0010095 125.25 0.82343 1.3359
-0.03 -0.0010071 125.28 0.82343 1.3359
-0.55 -0.00083447 119.02 0.82312 1.3438
-1.02 0.0048375 17.68 0.82367 1.3438
-1.53 0.0057431 15.539 0.82373 1.3359
-2.05 0.0053449 16.672 0.82392 1.3281
-2.46 0.0051532 16.86 0.82428 1.3281
-3.03 0.0048709 17.945 0.8241 1.3359
-3.71 0.0050755 16.672 0.82428 1.3281
-4.27 0.0048833 17.945 0.82398 1.3281
-4.27 0.0046687 18.36 0.8238 1.3438
-4.81 0.0043345 19.703 0.82392 1.3359
-5.35 8.8215E-5 87.586 0.82398 1.3359
-5.94 -0.00060082 112.14 0.82398 1.3281
-6.54 -0.00098754 125.93 0.82422 1.3281
-7.13 -0.00076342 118.46 0.82416 1.3281
-7.72 -0.00072909 115.48 0.8238 1.3359
-7.72 -0.00095129 122.28 0.82361 1.3359
-8.29 -0.00049925 109.43 0.8238 1.3281
-8.94 -0.00046921 108.47 0.82386 1.3359
