I2(45deg) X DEG X DEG
-2 -0.00029612 100.73 0.81952 1.4141
-1.9 -0.00040674 104.45 0.81916 1.4219
-1.8 -0.00034237 101.27 0.81879 1.4219
-1.7 -0.00040388 103.95 0.81879 1.4219
-1.6 -0.00031042 100.85 0.81842 1.4219
-1.5 -0.00024843 98.555 0.81824 1.4219
-1.4 -0.00035572 102.05 0.81812 1.4219
-1.3 -0.00026274 99.071 0.81855 1.4219
-1.2 -0.00030184 100.61 0.81818 1.4219
-1.1 -0.00048638 106.49 0.81806 1.4219
-1 -0.00070429 113.16 0.81812 1.4141
-0.9 -0.00049687 107.74 0.818 1.4141
-0.8 -0.00074768 114.19 0.81781 1.4141
-0.7 -0.00049878 106.81 0.81745 1.4141
-0.6 -0.00055647 109.13 0.81733 1.4141
-0.5 -0.00052071 107.7 0.8172 1.4141
-0.4 -0.00034046 101.45 0.81696 1.4141
-0.3 -0.00029802 100.71 0.81702 1.4063
-0.2 -0.00020504 97.61 0.81684 1.4063
-0.1 -0.00027371 99.422 0.81684 1.4063
1.110223E-16 -0.00020695 96.891 0.81665 1.4141
0.1 -8.9169E-5 93.086 0.81665 1.4219
0.2 -3.624E-5 91.508 0.81702 1.4063
0.3 2.0981E-5 89.024 0.81684 1.4063
0.4 -4.1008E-5 91.329 0.81671 1.4141
0.5 8.9646E-5 87.641 0.81671 1.4063
0.6 6.2943E-5 87.415 0.81659 1.4063
0.7 0.00035811 77.157 0.81665 1.4141
0.8 0.0014806 46.977 0.81684 1.4063
0.9 0.00029707 79.594 0.8169 1.3984
1 4.1485E-5 88.305 0.8169 1.3984
1.1 9.5368E-6 89.852 0.81629 1.4063
1.2 0.00010634 86.547 0.81653 1.4141
1.3 0.00014687 84.735 0.81647 1.4063
1.4 7.9632E-5 86.93 0.81623 1.4141
1.5 0.00024176 82.071 0.81653 1.4219
1.6 0.00029564 79.188 0.81629 1.4141
1.7 0.00013161 85.071 0.81623 1.4141
1.8 0.00012541 85.876 0.81629 1.4141
1.9 0.00024271 81.79 0.81611 1.4141
