Ieff(90deg) X DEG X DEG
9.14 -0.00035381 98.79 0.77222 1.2188
8.49 -0.00046301 101.28 0.77179 1.2266
7.9 -0.00067854 106.31 0.77222 1.2188
7.3 -0.00054121 102.81 0.77167 1.2266
6.74 -0.00035811 98.555 0.77216 1.2266
6.74 -0.00040913 99.899 0.77253 1.2188
6.14 -0.00028467 96.735 0.7724 1.2188
5.49 -0.00013208 93.422 0.77216 1.2188
5.04 -4.2439E-5 90.782 0.77149 1.2188
4.64 -0.00026942 96.196 0.77137 1.2188
3.93 -0.00021649 95.469 0.77106 1.2266
3.93 2.4319E-5 89.54 0.77143 1.2266
3.06 0.00012684 86.782 0.77137 1.2266
2.25 6.1989E-5 88.586 0.77106 1.2266
1.9 0.0002389 84.165 0.77131 1.2188
1.7 0.0001607 85.915 0.77118 1.2109
1.01 0.00020075 85.133 0.77045 1.2188
0.51 0.00038719 80.743 0.77051 1.2188
0 0.00026036 83.79 0.77014 1.2266
-0.49 0.00031805 82.563 0.77051 1.2188
-0.99 0.00047827 78.665 0.77039 1.2188
-1.47 -0.0048151 155.17 0.77094 1.2188
-2.04 -0.0048204 155.02 0.77082 1.2188
-2.57 -0.0045557 153.99 0.77118 1.2266
-2.86 -0.0043869 152.87 0.77076 1.2188
-3.68 -0.0036473 147.59 0.77057 1.2266
-4.24 -0.002595 139.49 0.77143 1.2109
-4.24 -0.0026064 138.08 0.77149 1.2188
-4.78 -0.0013933 121.28 0.77137 1.2266
-5.32 -0.00096703 112.52 0.77131 1.2188
-5.88 -0.00045586 101.04 0.77106 1.2188
-6.48 -0.00035477 98.618 0.77112 1.2266
-7.07 -0.00096703 112.95 0.77131 1.2266
-7.64 -0.0009718 113.64 0.771 1.2344
-8.23 -0.001318 118.17 0.77124 1.2266
-8.23 -0.0014095 121.43 0.77106 1.2266
-8.86 -0.0014305 121.66 0.77076 1.2344
