Ieff(90deg) X DEG X DEG
9.14 0.0001235 -69.954 0.77503 1.2578
8.49 0.00010491 -71.407 0.77497 1.2656
7.9 0.00027514 -51 0.77527 1.2656
7.3 0.00044251 -36.93 0.77533 1.2578
6.74 0.00048018 -33.172 0.77546 1.2656
6.74 0.00068665 -27.735 0.77546 1.2656
6.14 0.00062609 -27.039 0.77539 1.2578
5.49 0.0005374 -30.031 0.77491 1.2656
5.04 0.00062418 -26.36 0.77552 1.25
4.64 0.00085593 -20.977 0.77619 1.2656
3.93 0.00097657 -17.399 0.77564 1.2656
3.93 0.00087786 -19.828 0.77533 1.2656
3.06 0.0012403 -13.914 0.77558 1.2656
2.25 0.0011683 -12.602 0.77521 1.2656
1.9 0.0015659 -11.07 0.77533 1.2656
1.7 0.002058 -8.7188 0.77521 1.2656
1.01 0.0019112 -8.9688 0.77613 1.2656
0.51 0.0020819 -7.2266 0.77491 1.2734
0 0.0023794 -7.2422 0.77497 1.2734
-0.49 0.0026279 -6.0078 0.77521 1.2656
-0.99 0.0028358 -5.5625 0.77539 1.2656
-1.47 0.0021992 -7.5313 0.77417 1.2656
-2.04 0.0019569 -8.7891 0.77393 1.2656
-2.57 0.0015888 -11.492 0.77399 1.2656
-2.86 0.0014892 -12.508 0.77417 1.2578
-3.68 0.0011148 -16.43 0.77405 1.2656
-4.24 0.00081492 -20.508 0.7743 1.2656
-4.24 0.00083447 -21.906 0.77405 1.2656
-4.78 0.00076914 -23.43 0.77454 1.2656
-5.32 0.00086594 -21.258 0.77509 1.25
-5.88 0.00033045 -45.383 0.77497 1.2578
-6.48 0.00028753 -50.532 0.77509 1.2578
-7.07 -1.0014E-5 -90.532 0.77527 1.2578
-7.64 -0.00029946 -129.7 0.77527 1.2578
-8.23 -0.0003233 -131.24 0.77527 1.2578
-8.23 -0.00020123 -117.77 0.77503 1.25
-8.86 -0.00044108 -140.19 0.7746 1.2656
