Time X DEG X DEG
0 -0.00032663 96.399 0.79291 1.5547
1.0100001 -0.000422 98.649 0.79328 1.5469
1.9999998 -0.00048113 99.758 0.79358 1.5234
3.0009996 0.00012541 88.024 0.79236 1.5547
4.0009998 -0.00036907 97.501 0.79352 1.5234
4.9999999 -0.00044537 98.688 0.79322 1.5469
6.0009997 -0.00023222 94.704 0.79242 1.5547
6.9999998 8.3924E-5 88.68 0.79291 1.5391
8 6.5804E-5 89.141 0.79267 1.5469
9.0009998 2.3842E-6 90.086 0.79322 1.5469
9.9999998 -7.6294E-5 91.672 0.7934 1.5469
11 0.00043392 82.047 0.79273 1.5469
12.001 0.00032187 83.961 0.79358 1.5391
13 0.00040054 82.54 0.79316 1.5547
14.001 0.00027228 84.993 0.79322 1.5469
15 0.00064326 77.915 0.79352 1.5391
16 0.00052119 80.243 0.79279 1.5703
17.001 0.00063086 77.688 0.79364 1.5313
18 0.00059653 78.657 0.7934 1.5391
19 0.00097418 72.157 0.79248 1.5625
20.001 0.0008297 75.321 0.79255 1.5703
21 0.00090456 73.805 0.79267 1.5703
22.001 0.00089217 73.305 0.79242 1.5781
23 0.00074435 75.594 0.79358 1.5469
24 0.00081301 75.055 0.7931 1.5469
25.001 0.00083828 73.868 0.79291 1.5469
26 0.0011568 67.868 0.79261 1.5547
27 0.00097037 71.883 0.79279 1.5547
28.001 0.00072241 76.555 0.79328 1.5469
29 0.0016704 59.024 0.79163 1.5859
30.001 0.0012355 61.258 0.79725 1.4688
31 0.0029278 28.86 0.80109 1.4219
32 0.0027499 30.57 0.80091 1.4219
33.001 0.002604 32.5 0.80072 1.4297
34 0.0028458 31.07 0.80085 1.4219
35 0.0029297 28.438 0.80085 1.4219
36.001 0.0032482 26.485 0.80139 1.4141
37 0.0018344 50.305 0.79786 1.4688
38.001 0.0013824 65.297 0.792 1.5859
39 0.0011177 70.282 0.79297 1.5469
40 0.00099469 71.29 0.7934 1.5469
41.001 0.0014024 64.868 0.79279 1.5625
