Time X DEG X DEG
0 0.00020743 67.477 0.79145 1.6094
1.0050005 0.00028014 59.039 0.79132 1.6094
2.0000005 0.00025106 60.477 0.79157 1.6172
3.0000001 0.00023937 59.016 0.79175 1.6094
4.0000003 0.00023389 60.266 0.792 1.6094
4.9999999 0.00029564 54.75 0.79206 1.6094
6.0000001 0.00030279 56.797 0.79163 1.6172
7.0000004 0.0003736 49.399 0.79157 1.6172
8 0.00044847 48.617 0.79157 1.6172
9.0000002 0.00037742 51.735 0.79077 1.6484
10 0.00059939 35.032 0.79218 1.5938
11 0.00066376 33.203 0.79169 1.6094
12 0.0006938 34.782 0.79206 1.6094
13.000001 0.00058222 42.43 0.79071 1.6484
14 0.00078083 28.235 0.79206 1.6016
15 0.00057483 40.625 0.79047 1.6484
16 0.00066543 35.875 0.79169 1.6094
17 0.0006876 34.266 0.79139 1.625
18 0.0007391 36.899 0.7912 1.6328
19 0.00080657 32.399 0.79139 1.6172
20 0.00070858 34.453 0.79065 1.6484
21.000001 0.000942 28.594 0.79114 1.625
22 0.0010238 25.891 0.79139 1.625
23 0.00085306 35.227 0.79065 1.6406
24 0.00085688 29.992 0.79126 1.625
25 0.00077081 30.93 0.79059 1.6328
26 0.00075603 35.352 0.79157 1.6328
27 0.00070358 37.907 0.79163 1.625
28 0.00076509 30.024 0.79212 1.6016
29 0.00076342 30.078 0.79114 1.6484
30 0.00063277 39.508 0.79157 1.625
31 0.00054479 44.805 0.79132 1.6484
32 0.00063658 37.078 0.79157 1.6172
33 0.00070858 36.86 0.79206 1.625
34 0.00073696 34.219 0.79181 1.625
35 0.00062061 40.157 0.79108 1.6484
36 0.00071264 34.719 0.79169 1.6328
37 0.00085259 27.688 0.79218 1.625
38 0.00070811 33.602 0.7909 1.6484
39 0.00074077 32.782 0.7923 1.6172
40 0.00092364 23.656 0.79279 1.6016
41 0.00051213 40.391 0.78998 1.6641
42 0.0011456 12.375 0.79554 1.5391
43 0.0019772 2.0547 0.79902 1.4844
44 0.0021927 1.8203 0.79975 1.4688
45 0.0022955 0.875 0.79969 1.4766
46 0.0022865 1.5078 0.7992 1.4844
47 0.0023489 1.5156 0.79969 1.4688
48.000001 0.0025451 1.4297 0.80005 1.4609
49 0.0017688 8.6641 0.79676 1.5234
50 0.0010581 24.203 0.79193 1.6016
51 0.001071 26.211 0.79163 1.6016
52 0.0011644 23.813 0.79248 1.6016
53 0.0010924 24.242 0.7923 1.6016
