Alpha(207mT) X DEG X DEG
0.33 -0.00036621 91.126 0.23029 0.99219
10.74 -0.0003891 91.282 0.2301 1.0781
20.33 -0.00013733 90.422 0.23004 1.1172
29.88 -0.00019836 90.61 0.2301 1.1719
40.62 0.00012207 89.579 0.23004 1.2031
50.19 0 89.993 0.2301 1.4141
59.87 -0.00010681 90.305 0.23023 1.2734
70.61 -0.0010071 93.399 0.22998 1.0859
80.63 -0.0010452 93.516 0.2301 1.0078
90.17 -0.0016098 95.352 0.2301 0.75
100.55 -0.0018768 96.282 0.23029 0.67188
110.74 -0.0025025 98.313 0.23029 0.60157
120.83 -0.0026627 98.961 0.23029 0.45313
129.94 -0.002388 98.024 0.23029 0.32813
140.15 -0.0024567 98.313 0.23029 0.16406
150.33 -0.002327 97.79 0.23053 0
160.41 -0.0016022 95.43 0.23041 0.36719
170.55 -0.0012741 94.118 0.23035 0.60938
180.67 -0.00062561 92.024 0.2301 0.97657
189.81 -3.0518E-5 90.102 0.2301 1.0781
200.44 2.2888E-5 89.883 0.23029 0.99219
210.07 0.00032807 88.985 0.23029 1.1406
220.8 0.0004654 88.516 0.2301 1.2969
230.33 0.00093842 87.008 0.23017 1.2734
240.1 0.00089264 87.188 0.23023 1.1641
249.86 0.00066376 87.915 0.23017 1.2344
259.85 0.00022888 89.258 0.23029 1.0391
270.38 -0.00019074 90.563 0.23035 0.80469
280.55 -0.00054932 91.704 0.23047 0.5625
290.77 -0.00070954 92.313 0.23047 0.5625
299.81 -0.0013962 94.454 0.23059 0.47656
310 -0.0009842 93.165 0.23059 0.28125
320.32 -0.0015717 94.977 0.23065 0.17188
330.43 -0.0015259 94.891 0.23071 0.039063
340.56 -0.00093842 92.969 0.23047 0.375
350.51 -0.00066376 92.079 0.23071 0.625
360.33 -0.00035858 91.126 0.23047 0.9375
0.33 -0.00048065 91.532 0.23029 0.96875
10.74 -2.2888E-5 90.032 0.23047 1.0078
20.33 -0.00028229 90.876 0.23035 0.95313
29.88 -0.00031281 90.977 0.23029 1.0547
40.62 -4.5777E-5 90.141 0.23023 1.2109
50.19 -0.00030518 91.047 0.23004 1.375
59.87 -0.00041962 91.321 0.22998 1.4297
70.61 -0.00090027 93.008 0.2301 1.1484
80.63 -0.0012207 94.016 0.23035 1.0156
90.17 -0.001915 96.36 0.23041 0.70313
100.55 -0.0018768 96.368 0.23041 0.63282
110.74 -0.0022736 97.711 0.23053 0.52344
120.83 -0.0025177 98.532 0.23059 0.375
129.94 -0.0026169 98.774 0.23065 0.30469
140.15 -0.002594 98.797 0.23065 0.10938
150.33 -0.0023499 97.977 0.23053 0.015625
160.41 -0.0016327 95.407 0.23059 0.32031
170.55 -0.0011292 93.821 0.23047 0.72657
180.67 -0.00071717 92.313 0.23053 1
189.81 -0.00023651 90.805 0.23041 1.0781
200.44 0.00015259 89.524 0.23029 1.125
210.07 9.9183E-5 89.672 0.23035 1.1328
220.8 0.00045777 88.54 0.23035 1.1641
230.33 0.00080872 87.438 0.23035 1.3281
240.1 0.00071717 87.743 0.23035 1.3203
249.86 0.0006485 87.946 0.23059 1.1563
259.85 6.1036E-5 89.805 0.23047 0.9375
270.38 -0.00019074 90.563 0.23065 0.82032
280.55 -0.00032044 91.016 0.23071 0.61719
290.77 -0.0008545 92.79 0.23071 0.5625
299.81 -0.00103 93.297 0.23071 0.46875
310 -0.00092316 92.938 0.2309 0.32031
320.32 -0.0010834 93.469 0.23096 0.21094
330.43 -0.0017548 95.696 0.23096 0.054688
340.56 -0.0012131 93.891 0.23084 0.39063
350.51 -0.00089264 92.852 0.2309 0.60938
360.33 -0.00051117 91.641 0.23065 0.9375
0.33 -0.00070954 92.243 0.23065 0.90625
10.74 -0.00038147 91.227 0.23071 1.0313
20.33 -0.00022888 90.711 0.23059 1.0156
29.88 6.1036E-5 89.844 0.23047 1.0547
40.62 -6.8665E-5 90.188 0.23041 1.1563
50.19 -0.00036621 91.18 0.23041 1.2578
59.87 -0.00074006 92.493 0.23047 1.2344
70.61 -0.00094605 93.157 0.23047 0.99219
80.63 -0.0014801 94.899 0.23047 0.89844
90.17 -0.0019989 96.743 0.23047 0.86719
100.55 -0.0020142 96.719 0.23053 0.625
110.74 -0.002388 98.126 0.23078 0.51563
120.83 -0.0025253 98.532 0.23071 0.375
129.94 -0.0025787 98.719 0.23071 0.36719
140.15 -0.0026703 99.008 0.23078 0.21094
150.33 -0.0022812 97.68 0.2309 0.085938
160.41 -0.0020066 96.711 0.23084 0.21875
170.55 -0.0014801 94.899 0.23071 0.58594
180.67 -0.00074768 92.415 0.23065 0.84375
189.81 -0.00042725 91.391 0.23053 1.0078
200.44 0.00024414 89.258 0.23053 1.1094
210.07 0.00024414 89.211 0.23071 0.95313
220.8 0.00061035 88.032 0.23065 1.1953
230.33 0.00083161 87.344 0.23059 1.2813
240.1 0.00057221 88.172 0.23084 1.2109
249.86 0.00038147 88.758 0.23078 1.0547
259.85 9.1553E-5 89.672 0.23084 0.95313
270.38 -0.00030518 90.946 0.23084 0.71094
280.55 -0.00040436 91.305 0.23084 0.69532
290.77 -0.00070191 92.258 0.23102 0.46094
299.81 -0.00090027 92.868 0.23096 0.375
310 -0.00092316 92.93 0.23102 0.32031
320.32 -0.0013733 94.43 0.23102 0.17969
330.43 -0.0014191 94.571 0.23108 0.039063
340.56 -0.0011902 93.797 0.23096 0.24219
350.51 -0.00058747 91.922 0.23078 0.57813
360.33 -0.00064087 92.047 0.23084 0.85157
