#Alpha(207mT) X DEG X DEG
0.33 0.00010109 -89.407 0.13062 0.20313
10.74 0.00014687 -89.165 0.13043 0.1875
20.33 0.00045872 -87.36 0.13056 0.28906
29.88 0.00076008 -85.594 0.13062 0.35938
40.62 0.0011273 -83.524 0.13049 0.4375
50.19 0.0014763 -81.665 0.13056 0.49219
59.87 0.0017166 -80.243 0.13056 0.4375
70.61 0.0020886 -78.258 0.13062 0.46094
80.63 0.0021296 -78.032 0.13068 0.35938
90.17 0.0021439 -77.969 0.13074 0.32031
100.55 0.0021172 -78.149 0.13098 0.28906
110.74 0.0017853 -79.985 0.13104 0.27344
120.83 0.0015812 -81.149 0.13086 0.17188
129.94 0.0013914 -82.211 0.13104 0.22656
140.15 0.00098992 -84.407 0.1311 0.14063
150.33 0.00069237 -86.094 0.13098 0.15625
160.41 0.00041485 -87.657 0.13092 0.085938
170.55 0.00028992 -88.336 0.13092 0.22656
180.67 4.7684E-5 -89.719 0.13068 0.22656
189.81 0.00011063 -89.36 0.13056 0.22656
200.44 0.00036526 -87.876 0.13056 0.28906
210.07 0.00057412 -86.68 0.13056 0.25781
220.8 0.0008564 -85.063 0.13037 0.25781
230.33 0.0011864 -83.211 0.13037 0.21875
240.1 0.001482 -81.54 0.13043 0.27344
249.86 0.0016117 -80.876 0.13049 0.20313
259.85 0.0017519 -80.071 0.13037 0.054688
270.38 0.0016708 -80.516 0.13049 0.0078126
280.55 0.0016594 -80.633 0.13056 0
290.77 0.001442 -81.852 0.13056 -0.078126
299.81 0.0011702 -83.321 0.13056 0
310 0.00096989 -84.508 0.13074 -0.093751
320.32 0.00060749 -86.555 0.13068 -0.19531
330.43 0.00047398 -87.336 0.1308 -0.16406
340.56 0.00016594 -89.055 0.13074 -0.015625
350.51 7.9155E-5 -89.532 0.13068 0.039063
360.33 8.1063E-5 -89.555 0.13049 0.15625
0.33 8.5831E-5 -89.501 0.13056 0.14063
10.74 0.00020027 -88.868 0.13043 0.22656
20.33 0.0005169 -87.016 0.13049 0.39063
29.88 0.00079537 -85.438 0.13049 0.40625
40.62 0.001132 -83.532 0.13043 0.30469
50.19 0.0015326 -81.305 0.13062 0.40625
59.87 0.0017757 -79.922 0.13062 0.42188
70.61 0.0020504 -78.469 0.13068 0.39063
80.63 0.0021506 -77.883 0.13074 0.33594
90.17 0.0021591 -77.954 0.13086 0.28906
