##Alpha(207mT) X DEG X DEG
0.33 0.00040054 87.922 0.51691 -5.2813
4.95 0.00035858 88.126 0.51679 -5.3438
10.74 0.00027085 88.586 0.51697 -5.25
15.51 0.00018692 89.055 0.51722 -5.1485
20.33 0.00016785 89.102 0.51728 -5.1172
25.03 3.8147E-5 89.751 0.51728 -5.1719
29.88 -5.3406E-5 90.297 0.51734 -5.1641
35.78 -6.485E-5 90.336 0.51734 -5.1094
40.62 -0.00023651 91.157 0.51746 -4.9141
45.24 -0.00039292 91.977 0.5174 -4.961
50.19 -0.00045777 92.376 0.51746 -4.8907
55.1 -0.00063706 93.266 0.51734 -5.0078
59.87 -0.00070191 93.579 0.51746 -4.8907
65.74 -0.00076676 93.907 0.51734 -5.086
70.61 -0.00083924 94.29 0.51734 -5.0703
75.67 -0.0008545 94.352 0.51709 -5.2266
80.63 -0.00091935 94.719 0.51697 -5.25
84.84 -0.00089646 94.571 0.51697 -5.2813
90.17 -0.00094223 94.805 0.51667 -5.4453
95.43 -0.00095368 94.891 0.51648 -5.5078
100.55 -0.00095368 94.899 0.51648 -5.4688
105.52 -0.00084687 94.36 0.5163 -5.6407
110.74 -0.00078583 94.055 0.51593 -5.8594
115.67 -0.00070954 93.649 0.516 -5.8594
120.83 -0.0006218 93.227 0.51593 -5.9063
124.87 -0.00058365 93.04 0.51581 -5.8672
129.94 -0.00047684 92.477 0.51581 -5.8985
134.97 -0.00043869 92.297 0.51563 -6.0547
140.15 -0.00024033 91.274 0.51551 -6.1875
145.31 -0.00010681 90.54 0.51557 -6.2344
150.33 -0.00012589 90.626 0.51557 -6.1094
155.35 6.8665E-5 89.649 0.51569 -6.0625
160.41 0.00010681 89.399 0.516 -5.8985
165.43 5.3406E-5 89.665 0.51624 -5.6328
170.55 0.0001564 89.18 0.5163 -5.586
175.58 0.00018311 89.055 0.51667 -5.4766
180.67 0.00019455 88.954 0.51673 -5.336
185.75 0.0001297 89.305 0.51685 -5.2578
189.81 0.00017548 89.118 0.51697 -5.1719
195.65 0.00020218 88.946 0.51703 -5.1719
200.44 0.00014114 89.211 0.51716 -5.1563
205.23 7.6294E-5 89.586 0.51728 -5.0703
210.07 -3.8147E-5 90.196 0.51722 -4.9922
215.02 -8.0109E-5 90.383 0.5174 -5.0235
220.8 -0.00019074 90.946 0.51728 -5.0547
225.5 -0.00026703 91.36 0.51728 -4.9922
230.33 -0.0003624 91.829 0.51746 -4.9297
235.29 -0.00046921 92.36 0.51722 -4.9922
240.1 -0.00070954 93.586 0.51734 -4.8907
244.97 -0.00065613 93.336 0.51697 -5.0782
249.86 -0.00068665 93.446 0.51722 -5.0703
254.93 -0.0007515 93.813 0.51703 -5.1563
259.85 -0.00085068 94.344 0.51685 -5.2735
265.19 -0.00074006 93.766 0.51661 -5.4453
270.38 -0.00075913 93.829 0.51648 -5.5391
275.55 -0.00074006 93.774 0.5163 -5.625
280.55 -0.00067521 93.477 0.51618 -5.711
285.57 -0.00065995 93.344 0.516 -5.75
290.77 -0.00064087 93.266 0.51581 -5.8516
295.75 -0.00056839 92.946 0.51569 -5.9297
299.81 -0.00049973 92.547 0.51575 -5.8828
304.92 -0.00040436 92.063 0.51557 -5.9766
310 -0.00029373 91.508 0.51557 -6.0703
315.24 -0.00013352 90.704 0.51557 -6.086
320.32 -7.248E-5 90.344 0.51532 -6.2344
325.41 -2.6703E-5 90.11 0.51539 -6.1953
330.43 5.3406E-5 89.719 0.51539 -6.1953
335.31 0.00016403 89.126 0.51551 -6.1563
340.56 0.00017548 89.055 0.51563 -6.0235
345.36 0.00020981 88.907 0.51606 -5.7578
350.51 0.00023651 88.774 0.5163 -5.6407
355.65 0.00033188 88.251 0.5163 -5.5547
360.33 0.00023651 88.743 0.51648 -5.4766
0.33 0.00028229 88.508 0.51667 -5.2969
