##Alpha(207mT) X DEG X DEG
0.33 -0.00015259 90.821 0.51362 -4.9844
4.95 -0.00040436 92.204 0.51374 -4.8672
10.74 -0.00058747 93.243 0.51374 -4.8516
15.51 -0.0007515 94.133 0.5138 -4.7657
20.33 -0.00089264 94.821 0.51386 -4.8594
25.03 -0.0010567 95.735 0.51398 -4.7578
29.88 -0.0011368 96.219 0.51392 -4.7032
35.78 -0.0012169 96.633 0.51392 -4.6953
40.62 -0.0012665 96.891 0.5138 -4.711
45.24 -0.0012817 97.008 0.51398 -4.6094
50.19 -0.0012245 96.657 0.51416 -4.5313
55.1 -0.0011177 96.063 0.51416 -4.4141
59.87 -0.00103 95.633 0.5141 -4.6407
65.74 -0.00076676 94.219 0.51404 -4.6563
70.61 -0.00047684 92.602 0.51386 -4.8828
75.67 -0.00027466 91.477 0.51386 -4.8672
80.63 -6.8665E-5 90.383 0.51374 -4.9844
84.84 0.00019836 88.891 0.51368 -5.1094
90.17 0.00042343 87.571 0.51362 -5.0938
95.43 0.00059891 86.594 0.51343 -5.2735
100.55 0.00086594 85.11 0.51343 -5.3125
105.52 0.0010567 83.938 0.51325 -5.4766
110.74 0.0011063 83.657 0.51325 -5.3516
115.67 0.0012474 82.93 0.51319 -5.4141
120.83 0.0013085 82.555 0.51313 -5.4844
124.87 0.0013466 82.243 0.513 -5.5782
129.94 0.0013809 82.118 0.51306 -5.6641
134.97 0.0013695 82.204 0.51294 -5.7188
140.15 0.0012817 82.618 0.51294 -5.7032
145.31 0.0011139 83.61 0.51294 -5.5938
150.33 0.00103 84.102 0.51288 -5.711
155.35 0.00091172 84.774 0.51294 -5.7266
160.41 0.00073243 85.829 0.51319 -5.5157
165.43 0.00049973 87.196 0.51337 -5.3438
170.55 0.00024414 88.618 0.51331 -5.3047
175.58 0.00012207 89.29 0.51374 -5.0782
180.67 -0.00022507 91.211 0.5138 -4.8672
185.75 -0.0003891 92.165 0.51386 -4.9141
189.81 -0.00058365 93.219 0.51392 -4.7891
195.65 -0.00080872 94.391 0.51398 -4.7891
200.44 -0.0010071 95.485 0.51404 -4.6719
205.23 -0.001133 96.235 0.5138 -4.8047
210.07 -0.0011902 96.493 0.51386 -4.8125
215.02 -0.001358 97.422 0.51392 -4.7188
220.8 -0.0012894 96.985 0.51398 -4.6641
225.5 -0.0012169 96.579 0.51398 -4.6328
230.33 -0.0011978 96.454 0.51404 -4.586
235.29 -0.0011559 96.235 0.5141 -4.5157
240.1 -0.00096894 95.274 0.5138 -4.6641
244.97 -0.00078965 94.258 0.51386 -4.6328
249.86 -0.00056458 93.063 0.5138 -4.7266
254.93 -0.00034332 91.891 0.51374 -4.8125
259.85 -3.4332E-5 90.172 0.51368 -4.8672
265.19 0.0001297 89.235 0.51355 -4.9063
270.38 0.00030518 88.297 0.51337 -5.0391
275.55 0.00063324 86.469 0.51331 -5.2657
280.55 0.0008049 85.446 0.51306 -5.375
285.57 0.00092698 84.766 0.51306 -5.3672
290.77 0.0011025 83.852 0.513 -5.4532
295.75 0.0012016 83.235 0.51288 -5.4844
299.81 0.0012512 82.907 0.51288 -5.6094
304.92 0.0011787 83.336 0.5127 -5.625
310 0.0013123 82.633 0.5127 -5.6797
315.24 0.0012093 83.11 0.51252 -5.7266
320.32 0.0011864 83.29 0.5127 -5.7032
325.41 0.0011025 83.79 0.51264 -5.8282
330.43 0.0010109 84.243 0.51264 -5.836
335.31 0.00081253 85.383 0.51276 -5.6719
340.56 0.00053788 86.954 0.51294 -5.5078
345.36 0.00046158 87.454 0.51313 -5.375
350.51 0.00021362 88.758 0.51319 -5.2266
355.65 -0.000103 90.532 0.51337 -5.0391
360.33 -0.00026703 91.485 0.51349 -5.0078
0.33 -0.00022888 91.258 0.51368 -4.9297
4.95 -0.00048828 92.696 0.51374 -4.8203
10.74 -0.00082779 94.501 0.51374 -4.836
15.51 -0.00094605 95.165 0.51368 -4.836
20.33 -0.0011025 96.032 0.51386 -4.6953
25.03 -0.0012703 96.899 0.51398 -4.6094
29.88 -0.0013542 97.376 0.51386 -4.625
35.78 -0.0014267 97.719 0.51398 -4.5782
40.62 -0.0013962 97.547 0.51404 -4.5782
45.24 -0.0014038 97.602 0.51398 -4.6641
50.19 -0.0013313 97.219 0.5141 -4.5703
55.1 -0.0012703 96.922 0.51404 -4.5313
