##Alpha(50mT) X DEG X DEG
0.2 1.5259E-5 89.946 0.54956 0.6875
5.01 0 90.001 0.54956 0.85157
9.78 9.9183E-5 89.758 0.54938 0.75
14.66 0 89.985 0.54956 0.72657
20.55 -4.9591E-5 90.141 0.5495 0.67969
25.1 -4.9591E-5 90.11 0.54944 0.92969
29.95 -0.00014877 90.344 0.54944 0.95313
34.87 -0.00021362 90.501 0.5495 0.79688
40.29 -0.00022888 90.547 0.5495 0.72657
45.28 -0.00027847 90.649 0.54944 0.82032
49.72 -0.00037003 90.86 0.54938 0.85938
55.38 -0.00045395 91.086 0.54938 0.79688
60.13 -0.00045777 91.086 0.54956 0.77344
64.95 -0.00039292 90.93 0.54956 0.57813
70.47 -0.00053788 91.274 0.54963 0.66407
75.53 -0.00050354 91.196 0.54956 0.69532
80.51 -0.00067902 91.61 0.54963 0.73438
85.78 -0.00064469 91.524 0.54969 0.71875
89.74 -0.00075913 91.805 0.54963 0.67969
95.07 -0.00067902 91.618 0.54981 0.53907
100.31 -0.00066758 91.586 0.54975 0.61719
105.56 -0.00072098 91.727 0.54975 0.73438
109.76 -0.00077439 91.852 0.54963 1
115.28 -0.00068283 91.61 0.54987 0.875
120.24 -0.00057221 91.336 0.54975 0.67188
125.66 -0.00058747 91.407 0.54956 0.76563
130.64 -0.00053025 91.251 0.54963 0.8125
134.96 -0.00041962 90.985 0.54975 0.60938
139.98 -0.00037766 90.907 0.54963 0.82813
145.04 -0.00026703 90.633 0.54975 0.6875
150.13 -0.00026703 90.633 0.54963 0.61719
155.11 -0.00025559 90.602 0.5495 0.76563
160.13 -0.00021362 90.524 0.54969 0.80469
165.31 -0.000103 90.235 0.54981 0.75782
170.46 -8.0109E-5 90.188 0.54981 0.74219
175.41 -7.6294E-5 90.188 0.54975 0.74219
180.5 -1.5259E-5 90.024 0.54969 0.96875
185.59 -3.8147E-5 90.063 0.54981 0.63282
189.73 -0.00011444 90.258 0.54981 0.80469
195.59 -6.485E-5 90.149 0.54993 0.91407
200.58 -9.9183E-5 90.211 0.54981 0.86719
204.76 -0.00012207 90.282 0.54987 0.89844
