Ieff(90deg) X DEG X DEG
-9.26 0.00033188 -41.852 0.42432 0.023438
-8.6 0.0002327 -48.219 0.42432 0.023438
-7.98 -5.2929E-5 -99.711 0.42432 0.023438
-7.39 -0.00018787 -119.87 0.42438 0.023438
-6.82 -0.00043869 -142.23 0.42438 0.023438
-6.23 -0.00051546 -152.67 0.42438 0.023438
-6.23 -0.0003643 -151.82 0.42438 0.023438
-5.63 -0.00069809 -160.02 0.42438 0.023438
-5.06 -0.00095511 -163 0.42444 0.023438
-4.53 -0.0010004 -165.27 0.42438 0.03125
-3.96 -0.0012417 -165.66 0.42438 0.023438
-3.4 -0.0013399 -172.93 0.42438 0.023438
-2.84 -0.0015564 -174.45 0.42438 0.023438
-2.28 -0.0018435 -173.75 0.42438 0.03125
-2.01 -0.0019684 -174.52 0.42438 0.023438
-1.46 -0.0022097 -174.33 0.42432 0.023438
-1.05 -0.0022698 -175.89 0.42426 0.023438
-0.5 -0.0025072 -175.51 0.42426 0.023438
0 -0.0027742 -175.86 0.4242 0.023438
0.52 -0.0031071 -177.49 0.4242 0.015625
0.99 -0.0034647 -177.45 0.4242 0.015625
1.49 -0.0024877 -173.88 0.42273 0.023438
2.02 -0.0021262 -173.58 0.42273 0.015625
2.56 -0.0019384 -174.66 0.42279 0.015625
2.97 -0.0015874 -172.12 0.42267 0.0078126
3.68 -0.0012841 -171.13 0.42273 0.023438
4.22 -0.0011992 -171.96 0.42346 0.015625
4.78 -0.001132 -171.17 0.42383 0.023438
4.78 -0.001123 -169.35 0.42383 0.023438
5.32 -0.0010729 -172.95 0.42389 0.023438
5.89 -0.00094796 -166.47 0.42389 0.023438
6.48 -0.00081301 -161.63 0.42383 0.023438
7.07 -0.00063181 -164.48 0.42383 0.015625
7.67 -0.00061465 -157.2 0.42389 0.023438
8.26 -0.00035811 -145.56 0.42377 0.023438
8.26 -0.00019407 -133.64 0.42377 0.023438
8.88 -0.00014448 -129.84 0.42377 0.023438
