Ieff(90deg) X DEG X DEG
-9.26 0.00061226 -16.719 0.42615 0.015625
-8.6 0.00049067 -20.61 0.42615 0.0078126
-7.98 0.00023651 -39.641 0.42615 0.0078126
-7.39 8.7262E-5 -65.415 0.42615 0.0078126
-6.82 -0.00026989 -147.49 0.42621 0.0078126
-6.23 -0.0002923 -146.07 0.42615 0.015625
-6.23 -0.00047922 -148.69 0.42615 0.0078126
-5.63 -0.0005436 -158.77 0.42615 0.0078126
-5.06 -0.00079918 -169.63 0.42615 0
-4.53 -0.00088168 -165.38 0.42603 0
-3.96 -0.0011859 -169.8 0.42603 0
-3.4 -0.0014973 -172.89 0.42609 0
-2.84 -0.0015059 -174.63 0.42597 0
-2.28 -0.0017934 -172.48 0.4259 0
-2.01 -0.0018644 -174.85 0.4259 0
-1.46 -0.0020766 -174.08 0.42584 0
-1.05 -0.0022388 -174.89 0.42584 0
-0.5 -0.0024848 -175.09 0.42578 0
0 -0.002727 -176.23 0.42578 0
0.52 -0.0028501 -176.75 0.42566 0
0.99 -0.0031691 -176.54 0.42566 0
1.49 0.0011273 -8.4219 0.4245 0
2.02 0.0013976 -6.4453 0.4245 0
2.56 0.0017462 -4.0469 0.42444 0
2.97 0.0017872 -4.4532 0.4245 0
3.68 0.0019422 -6.3907 0.4245 -0.0078126
4.22 0.00042248 -20.524 0.42511 -0.0078126
4.78 -0.00060892 -165.63 0.42542 -0.015625
4.78 -0.00085783 -164.69 0.42542 -0.0078126
5.32 -0.00095272 -172.93 0.42554 -0.0078126
5.89 -0.00082779 -165.58 0.42548 -0.0078126
6.48 -0.0006857 -162.76 0.42548 -0.0078126
7.07 -0.00059271 -159.19 0.42554 -0.0078126
7.67 -0.00039292 -151.82 0.42548 -0.0078126
8.26 -4.9114E-5 -107.68 0.42542 -0.0078126
8.26 -0.00017643 -135.06 0.42542 -0.015625
8.88 4.6253E-5 -78.274 0.42529 -0.0078126
