Ieff(90deg) X DEG X DEG
-9.26 0.0006094 23.039 0.42829 0.054688
-8.6 0.00036669 36.172 0.42829 0.054688
-7.98 0.0003233 46.227 0.42823 0.054688
-7.39 6.0082E-5 79.891 0.42823 0.054688
-6.82 -0.00021792 126.4 0.42823 0.054688
-6.23 -0.00026369 125.62 0.42816 0.054688
-6.23 -0.00033903 146.15 0.4281 0.054688
-5.63 -0.00054789 156.18 0.4281 0.054688
-5.06 -0.00065136 154.69 0.42804 0.054688
-4.53 -0.00075341 158.43 0.42798 0.054688
-3.96 -0.00091505 161.4 0.42798 0.054688
-3.4 -0.00090885 162.16 0.42792 0.054688
-2.84 -0.0011644 166.32 0.42786 0.054688
-2.28 -0.0012836 166.47 0.42786 0.054688
-2.01 -0.0013118 166.9 0.4278 0.054688
-1.46 -0.0014053 167.37 0.42774 0.046875
-1.05 -0.0014553 167.95 0.42768 0.054688
-0.5 -0.0016537 170.95 0.42768 0.046875
0 -0.0017929 173.38 0.42761 0.046875
0.52 -0.0018086 170.81 0.42749 0.046875
0.99 -0.0020151 173.63 0.42743 0.046875
1.49 0.0043273 2.9766 0.42688 0.046875
2.02 0.0044132 2.3516 0.42688 0.046875
2.56 0.0045605 2.5703 0.42688 0.046875
2.97 0.0045882 2.2969 0.42688 0.046875
3.68 0.0045867 2.5859 0.427 0.046875
4.22 0.0016937 6.7188 0.42731 0.039063
4.78 -8.4401E-5 115.51 0.42749 0.039063
4.78 -0.00033951 154.2 0.42749 0.039063
5.32 -0.00070811 164.43 0.42755 0.039063
5.89 -0.00046253 148.03 0.42761 0.039063
6.48 -0.00040436 164.12 0.42749 0.039063
7.07 -0.0004282 -172.37 0.42743 0.039063
7.67 -0.00022173 -165.5 0.42743 0.039063
8.26 -3.2425E-5 -102.68 0.42737 0.039063
8.26 -9.06E-6 -104.03 0.42737 0.039063
8.88 0.00012159 -10.117 0.42737 0.039063
