Ieff(90deg) X DEG X DEG
-9.26 -0.00011778 -96.141 0.43787 0.17969
-8.6 4.4346E-5 -87.704 0.43781 0.17969
-7.98 -3.4332E-5 -91.688 0.43775 0.17969
-7.39 7.4387E-5 -86.18 0.43762 0.17969
-6.82 0.00021458 -79.032 0.43762 0.17969
-6.23 0.00020599 -79.571 0.43756 0.17969
-6.23 0.00023317 -77.79 0.43756 0.17969
-5.63 0.0002966 -75.954 0.43744 0.17969
-5.06 0.00043392 -68.157 0.43744 0.17969
-4.53 0.00058175 -61.539 0.43738 0.17969
-3.96 0.0007267 -56.399 0.43726 0.17969
-3.4 0.00089884 -50.664 0.4372 0.17969
-2.84 0.0010333 -46.625 0.43714 0.17969
-2.28 0.001205 -43.375 0.43701 0.17969
-2.01 0.0012722 -42.672 0.43701 0.17188
-1.46 0.0014835 -38.688 0.43689 0.17969
-1.05 0.0016532 -34.242 0.43689 0.16406
-0.5 0.0019026 -30.235 0.43689 0.16406
0 0.0021386 -26.86 0.43683 0.16406
0.52 0.0024338 -23.75 0.43683 0.15625
0.99 0.0027442 -20.992 0.43677 0.16406
1.49 0.0051923 -11.524 0.43805 0.15625
2.02 0.0049076 -13.539 0.43793 0.15625
2.56 0.0045643 -13.859 0.43793 0.14844
2.97 0.0044699 -13.281 0.43793 0.14844
3.68 0.004118 -15.203 0.43793 0.15625
4.22 0.0024705 -24.883 0.43726 0.14844
4.78 0.001401 -38.25 0.43683 0.14844
4.78 0.0012884 -39.758 0.43683 0.14844
5.32 0.00098945 -49.805 0.43671 0.14844
5.89 0.00085831 -52.008 0.43671 0.14844
6.48 0.00079489 -53.664 0.43671 0.14844
7.07 0.0006423 -59.203 0.43671 0.14844
7.67 0.00048018 -66.751 0.43665 0.14844
8.26 0.00041771 -69.43 0.43665 0.14844
8.26 0.00042677 -69.774 0.43665 0.14844
8.88 0.00031996 -74.266 0.43665 0.14844
