Ieff(90deg) X DEG X DEG
9.2 -0.00042534 -108.15 0.45221 0.1875
8.55 -0.00017405 -98.063 0.45227 0.19531
7.95 -0.00011635 -95.266 0.45227 0.20313
7.36 -1.2398E-5 -90.774 0.45227 0.19531
6.74 0.0001955 -80.461 0.45233 0.19531
6.74 0.00021076 -80.219 0.45227 0.1875
6.14 0.00020361 -80.805 0.45233 0.19531
5.55 0.00022078 -80.04 0.45233 0.1875
5.04 0.0002656 -77.985 0.45239 0.1875
4.5 0.00033379 -76.274 0.45233 0.19531
3.93 0.00038719 -73.626 0.45239 0.19531
3.4 0.00048113 -68.376 0.45239 0.1875
2.84 0.00049448 -68.985 0.45252 0.20313
2.29 0.00054264 -66.11 0.45252 0.19531
1.95 0.00060511 -64.626 0.45252 0.1875
1.54 0.00049448 -68.844 0.45246 0.17969
0.99 0.0006876 -60.102 0.45252 0.1875
0.47 0.00060702 -64.696 0.45252 0.1875
-0.03 0.00062228 -63.852 0.45252 0.1875
-0.55 0.00057459 -66.329 0.45258 0.1875
-1.02 0.00042534 -71.29 0.45264 0.17969
-1.53 -0.005899 -168.24 0.45239 0.17969
-2.05 -0.0058713 -168.04 0.45227 0.17969
-2.46 -0.0058537 -167.16 0.45221 0.17969
-3.03 -0.005745 -167.96 0.45215 0.17969
-3.71 -0.0054612 -166.55 0.45203 0.17969
-4.27 -0.0029063 -156.21 0.45197 0.17969
-4.27 -0.0017757 -144.34 0.45197 0.17969
-4.81 -1.4782E-5 -90.665 0.45197 0.17969
-5.35 0.0005107 -68.227 0.45191 0.17969
-5.94 0.00041247 -72.086 0.45184 0.17969
-6.54 0.00031567 -76.438 0.45178 0.17969
-7.13 0.00027418 -77.321 0.45172 0.1875
-7.72 0.00020647 -80.704 0.45166 0.1875
-7.72 0.00016594 -82.618 0.4516 0.1875
-8.29 8.5354E-5 -86.274 0.45154 0.1875
-8.94 -3.3379E-5 -91.438 0.45154 0.1875
