Ieff(90deg) X DEG X DEG
9.2 -0.00033045 -116.47 0.41834 0.125
8.55 -0.00029707 -114.59 0.41834 0.125
7.95 -0.00021601 -108.63 0.41834 0.125
7.36 -6.342E-5 -96.61 0.41846 0.11719
6.74 -3.8624E-5 -94.258 0.41846 0.11719
6.74 -1.1444E-5 -91.001 0.41846 0.11719
6.14 2.718E-5 -86.641 0.41852 0.11719
5.55 -4.1008E-5 -94.766 0.41852 0.11719
5.04 -5.0068E-5 -95.579 0.41852 0.11719
4.5 -1.1444E-5 -91.36 0.41858 0.11719
3.93 -7.7725E-5 -99.86 0.41858 0.10938
3.4 -0.00014114 -105.96 0.41858 0.10156
2.84 -0.00025463 -114.04 0.41858 0.10938
2.29 -0.00024462 -116.3 0.41858 0.10156
1.95 -0.00030327 -121.66 0.41858 0.10156
1.54 -0.00046873 -126.08 0.41858 0.10938
0.99 -0.00058508 -136.47 0.41864 0.10938
0.47 -0.00055266 -136.07 0.41864 0.10156
-0.03 -0.00075579 -146.63 0.41864 0.10156
-0.55 -0.0009408 -150.44 0.41864 0.10156
-1.02 -0.0012097 -157.79 0.4187 0.10156
-1.53 -0.0064693 -174.33 0.41767 0.10156
-2.05 -0.0063043 -173.99 0.4176 0.10156
-2.46 -0.0062013 -173.9 0.4176 0.10156
-3.03 -0.0058966 -174.17 0.41754 0.10156
-3.71 -0.0055561 -172.71 0.41742 0.10156
-4.27 -0.0031824 -167.62 0.41767 0.10156
-4.27 -0.0023494 -162.13 0.41779 0.10156
-4.81 -0.00061035 -131.6 0.41797 0.10156
-5.35 -0.00022698 -107.46 0.41797 0.10156
-5.94 -0.00014877 -102.53 0.41791 0.10156
-6.54 -0.00018024 -103.98 0.41785 0.10156
-7.13 -0.00013781 -100.86 0.41773 0.093751
-7.72 -0.00022507 -107.06 0.41773 0.10156
-7.72 -0.00016832 -102.35 0.41767 0.093751
-8.29 -0.00021029 -106.1 0.41767 0.093751
-8.94 -0.00017071 -102.64 0.41754 0.093751
