Ieff(90deg) X DEG X DEG
-9.26 0.00018358 -62.086 0.42261 0.085938
-8.6 7.1526E-5 -79.196 0.42267 0.093751
-7.98 5.3406E-5 -78.618 0.42273 0.10156
-7.39 -4.9591E-5 -98.688 0.42273 0.10156
-6.82 -5.9128E-5 -101.17 0.42267 0.093751
-6.23 -0.00010872 -110.92 0.42267 0.093751
-6.23 -0.0001607 -116.27 0.42273 0.093751
-5.63 -0.00024605 -128.35 0.42273 0.093751
-5.06 -0.00043106 -141.79 0.42279 0.10156
-4.53 -0.00043774 -142.88 0.42273 0.085938
-3.96 -0.00062275 -156.34 0.42279 0.093751
-3.4 -0.0007596 -160.49 0.42285 0.093751
-2.84 -0.00089026 -165.31 0.42291 0.093751
-2.28 -0.0010581 -164.74 0.42285 0.085938
-2.01 -0.0011077 -166.64 0.42285 0.10156
-1.46 -0.001358 -167.28 0.42291 0.10156
-1.05 -0.0015302 -170.67 0.42291 0.093751
-0.5 -0.001771 -170.72 0.42285 0.085938
0 -0.0019746 -172.1 0.42291 0.093751
0.52 -0.002192 -173.49 0.42291 0.093751
0.99 -0.0025735 -174.47 0.42285 0.093751
1.49 -0.0049763 -176.46 0.42157 0.093751
2.02 -0.0046196 -177.01 0.42151 0.093751
2.56 -0.0042987 -176.27 0.42139 0.093751
2.97 -0.0042372 -175.35 0.42139 0.093751
3.68 -0.0037837 -175.45 0.42133 0.093751
4.22 -0.0021081 -171.24 0.42194 0.10156
4.78 -0.0011477 -164.45 0.42224 0.10156
4.78 -0.00098086 -161.23 0.4223 0.10156
5.32 -0.00078535 -160.02 0.42243 0.10156
5.89 -0.00048161 -151.07 0.42237 0.10156
6.48 -0.00039435 -138.63 0.42224 0.10156
7.07 -0.00021172 -129.92 0.42218 0.10156
7.67 -0.0001874 -127.88 0.42218 0.10156
8.26 -0.00013828 -113.81 0.42218 0.10156
8.26 -5.9128E-5 -102.27 0.42206 0.10156
8.88 8.6308E-5 -58.305 0.422 0.10156
