Ieff(90deg) X DEG X DEG
-9.26 0.00011301 74.563 0.43384 0.10156
-8.6 -2.2412E-5 92.532 0.43378 0.10156
-7.98 7.2957E-5 82.071 0.43372 0.10156
-7.39 -9.5368E-5 101.18 0.4336 0.10156
-6.82 -0.00011301 102.69 0.43354 0.10156
-6.23 -4.2439E-5 95.001 0.43347 0.10156
-6.23 -0.00012875 105.11 0.43341 0.10156
-5.63 -0.00019932 111.92 0.43335 0.10156
-5.06 -6.4374E-5 98.454 0.43329 0.10156
-4.53 -0.0001483 107.82 0.43323 0.10156
-3.96 -2.861E-5 93.086 0.43317 0.10156
-3.4 -6.6758E-5 98.438 0.43311 0.10156
-2.84 3.8624E-5 85.008 0.43305 0.10156
-2.28 5.8174E-5 82.829 0.43292 0.10156
-2.01 0.00016642 73.024 0.43299 0.10156
-1.46 0.00029135 56.055 0.43286 0.10156
-1.05 0.00023747 63.461 0.4328 0.10156
-0.5 0.00050831 45.18 0.4328 0.10156
0 0.00063897 37.828 0.43274 0.10156
0.52 0.00081492 33.235 0.43268 0.10156
0.99 0.0010247 25.711 0.43256 0.10156
1.49 0.0060401 4.2969 0.43341 0.10156
2.02 0.0059295 4.336 0.43341 0.10938
2.56 0.0058398 4.7032 0.43347 0.10156
2.97 0.0055065 5.3203 0.43347 0.10938
3.68 0.0052262 5.3672 0.43347 0.10156
4.22 0.0023298 11.75 0.43317 0.10156
4.78 0.00065327 37.282 0.43286 0.10156
4.78 0.00034857 53.102 0.4328 0.10156
5.32 -1.4305E-6 90.196 0.43274 0.10938
5.89 -6.342E-5 96.711 0.4328 0.10938
6.48 -9.2984E-5 99.665 0.4328 0.10938
7.07 -0.00021792 114.11 0.4328 0.10938
7.67 -0.00029135 122 0.43274 0.10938
8.26 -0.00025892 115.02 0.4328 0.11719
8.26 -0.000278 120.17 0.43274 0.10938
8.88 -0.00022888 114.5 0.43274 0.11719
