Ieff(90deg) X DEG X DEG
9.2 0.00029755 -73.422 0.43646 0.15625
8.55 0.00037432 -69.524 0.4364 0.15625
7.95 0.00038147 -69.165 0.43634 0.16406
7.36 0.00044394 -66.735 0.43634 0.16406
6.74 0.00053359 -63.774 0.43628 0.15625
6.74 0.00052166 -61.555 0.43628 0.16406
6.14 0.00062418 -57.875 0.43628 0.16406
5.55 0.00070286 -55.977 0.43616 0.16406
5.04 0.00082493 -51.524 0.4361 0.16406
4.5 0.00098754 -44.664 0.43604 0.16406
3.93 0.0011301 -42.828 0.43604 0.16406
3.4 0.001224 -39.867 0.43598 0.16406
2.84 0.0014877 -32.407 0.43592 0.17969
2.29 0.0014882 -34.547 0.43573 0.16406
1.95 0.0016923 -30.727 0.43573 0.16406
1.54 0.0017819 -29.547 0.43567 0.17188
0.99 0.0020414 -27.453 0.43561 0.17188
0.47 0.002193 -25.664 0.43555 0.16406
-0.03 0.0023298 -24.172 0.43555 0.14844
-0.55 0.0025392 -22.555 0.43537 0.14844
-1.02 0.0028963 -19.375 0.43543 0.15625
-1.53 0.0052147 -11.125 0.43677 0.14844
-2.05 0.0048819 -12.18 0.43677 0.15625
-2.46 0.0046335 -12.484 0.43677 0.14844
-3.03 0.0043388 -14.719 0.43671 0.14844
-3.71 0.0039053 -14.18 0.43671 0.14844
-4.27 0.0024896 -22.711 0.43616 0.14844
-4.27 0.0019932 -27.985 0.43598 0.15625
-4.81 0.0010777 -42.43 0.43561 0.15625
-5.35 0.00074625 -53.399 0.43549 0.15625
-5.94 0.00065518 -55.758 0.43555 0.15625
-6.54 0.00058461 -61.805 0.43555 0.16406
-7.13 0.00055123 -61.961 0.43561 0.15625
-7.72 0.00033617 -71.43 0.43561 0.15625
-7.72 0.00035095 -70.758 0.43555 0.15625
-8.29 0.00036288 -70.016 0.43561 0.16406
-8.94 0.00022793 -78.618 0.43549 0.14844
