Ieff(90deg) X DEG X DEG
9.2 -0.00070715 -117.92 0.44788 0.23438
8.55 -0.00064373 -115.41 0.44782 0.23438
7.95 -0.00033999 -105.43 0.44788 0.25
7.36 -0.00030041 -102.5 0.44782 0.24219
6.74 -4.7684E-6 -90.18 0.44782 0.24219
6.74 -0.00010872 -94.813 0.44782 0.24219
6.14 0.00012589 -84.126 0.44782 0.24219
5.55 0.00033426 -75.032 0.44776 0.23438
5.04 0.00034762 -75.047 0.44782 0.24219
4.5 0.00048256 -69.743 0.44782 0.24219
3.93 0.00068903 -63.078 0.44782 0.23438
3.4 0.00077677 -60.407 0.44782 0.24219
2.84 0.00093127 -54.305 0.44782 0.25
2.29 0.0010409 -51.844 0.44782 0.23438
1.95 0.0010657 -51.336 0.44782 0.23438
1.54 0.0011249 -49.703 0.44782 0.24219
0.99 0.0013619 -42.782 0.44788 0.24219
0.47 0.0014324 -42.164 0.44788 0.25
-0.03 0.0015888 -38.172 0.448 0.24219
-0.55 0.0015988 -39.133 0.448 0.25781
-1.02 0.0016103 -37.657 0.44806 0.25
-1.53 -0.0045185 -164.02 0.44855 0.25
-2.05 -0.0046373 -164.59 0.44855 0.25
-2.46 -0.0046783 -164.57 0.44843 0.25
-3.03 -0.0047245 -164.82 0.44837 0.25
-3.71 -0.0046001 -164.79 0.44831 0.25781
-4.27 -0.0024624 -153.02 0.44794 0.25781
-4.27 -0.0013866 -137.06 0.44776 0.25781
-4.81 0.0001092 -84.961 0.44757 0.25781
-5.35 0.00050164 -68.719 0.44745 0.25781
-5.94 0.00037098 -73.477 0.44745 0.25781
-6.54 0.00029993 -76.626 0.44733 0.25781
-7.13 0.00013113 -83.868 0.44733 0.25781
-7.72 -0.00017834 -97.336 0.44727 0.25781
-7.72 -0.00012875 -95.352 0.44727 0.25781
-8.29 -0.00024557 -100.17 0.44721 0.25
-8.94 -0.00041247 -107.2 0.44721 0.25781
