Ieff(90deg) X DEG X DEG
9.2 -0.00076724 -117.32 0.44373 0.22656
8.55 -0.00050402 -109.99 0.44373 0.23438
7.95 -0.00033903 -103.62 0.44373 0.23438
7.36 -0.00015307 -95.86 0.44379 0.23438
6.74 5.9605E-5 -87.43 0.44385 0.22656
6.74 0.00012159 -84.946 0.44379 0.22656
6.14 0.00021029 -81.649 0.44367 0.22656
5.55 0.0003171 -78.305 0.44367 0.22656
5.04 0.00050402 -69.758 0.44379 0.22656
4.5 0.00062991 -66.954 0.44373 0.22656
3.93 0.00086356 -58.25 0.44385 0.22656
3.4 0.0010066 -55.883 0.44379 0.21875
2.84 0.0011873 -51.36 0.44385 0.21875
2.29 0.0013971 -46.578 0.44379 0.21875
1.95 0.0014596 -46.344 0.44379 0.21875
1.54 0.0015593 -45.86 0.44373 0.21875
0.99 0.0017839 -38.789 0.44385 0.21875
0.47 0.0019837 -37.313 0.44385 0.21875
-0.03 0.0021629 -35.797 0.44385 0.21875
-0.55 0.0023146 -33.586 0.44385 0.21875
-1.02 0.0024624 -33.391 0.44379 0.21094
-1.53 -0.0017405 -138.6 0.44489 0.20313
-2.05 -0.0020466 -143.71 0.44477 0.20313
-2.46 -0.0021734 -145.66 0.44477 0.21094
-3.03 -0.0024138 -147.5 0.4447 0.21094
-3.71 -0.0025134 -148.74 0.44464 0.20313
-4.27 -0.0012665 -129.44 0.44403 0.21094
-4.27 -0.00071145 -114.98 0.44385 0.21094
-4.81 0.00023317 -81.165 0.44354 0.21094
-5.35 0.00039959 -76.001 0.44336 0.21094
-5.94 0.00028229 -79.352 0.44336 0.20313
-6.54 -1.9074E-6 -90.126 0.44336 0.20313
-7.13 -0.00012589 -95.047 0.4433 0.20313
-7.72 -0.00029707 -101.21 0.44324 0.21094
-7.72 -0.00033617 -102.73 0.44324 0.21094
-8.29 -0.00048113 -106.61 0.44318 0.20313
-8.94 -0.00067854 -113.46 0.44318 0.20313
