Ieff(90deg) X DEG X DEG
9.2 0.00023174 -36.18 0.42346 0.023438
8.55 0.00012445 -56.102 0.42346 0.023438
7.95 -1.0014E-5 -92.18 0.42352 0.023438
7.36 -0.00016022 -149.57 0.42352 0.023438
6.74 -0.00038338 -162.6 0.42359 0.023438
6.74 -0.00026512 -155.85 0.42352 0.03125
6.14 -0.00064707 -156.92 0.42352 0.03125
5.55 -0.00065279 -171.03 0.42352 0.03125
5.04 -0.00082684 -173.1 0.42346 0.023438
4.5 -0.0011082 -171.58 0.42346 0.023438
3.93 -0.001245 -174.48 0.42346 0.023438
3.4 -0.001514 -172.56 0.42346 0.023438
2.84 -0.001667 -175.27 0.4234 0.03125
2.29 -0.0019426 -173.54 0.4234 0.03125
1.95 -0.0020943 -173.47 0.4234 0.03125
1.54 -0.0023108 -176.72 0.4234 0.023438
0.99 -0.0023365 -176.38 0.42328 0.023438
0.47 -0.0028243 -176.73 0.4234 0.023438
-0.03 -0.0030093 -176.89 0.42334 0.023438
-0.55 -0.0032044 -178.43 0.42334 0.023438
-1.02 -0.0036917 -176.72 0.42334 0.023438
-1.53 -0.0025649 -175.79 0.42194 0.023438
-2.05 -0.0023165 -175.79 0.42188 0.023438
-2.46 -0.0020948 -173.79 0.42188 0.023438
-3.03 -0.0017686 -172.52 0.42188 0.023438
-3.71 -0.0015288 -171.63 0.42194 0.023438
-4.27 -0.0013385 -171.47 0.42255 0.023438
-4.27 -0.0013356 -171.41 0.42267 0.023438
-4.81 -0.0013471 -170.07 0.42304 0.023438
-5.35 -0.0012708 -169.56 0.42316 0.023438
-5.94 -0.0012169 -170.34 0.42316 0.023438
-6.54 -0.0010147 -165.81 0.4231 0.023438
-7.13 -0.00082207 -163.84 0.42304 0.023438
-7.72 -0.00070811 -160.77 0.42304 0.03125
-7.72 -0.00073529 -158.05 0.42298 0.023438
-8.29 -0.00043679 -164.69 0.42298 0.023438
-8.94 -0.0003767 -150.7 0.42291 0.03125
