Ieff(90deg) X DEG X DEG
-9.26 -0.00020456 -115.52 0.42035 0.14844
-8.6 -0.00011301 -104.06 0.42041 0.14844
-7.98 -5.8174E-5 -97.235 0.42041 0.14844
-7.39 -1.9074E-6 -90.321 0.42041 0.14063
-6.82 4.7207E-5 -84.032 0.42041 0.13281
-6.23 3.2425E-5 -85.946 0.42047 0.14063
-6.23 -3.4809E-5 -94.391 0.42047 0.14063
-5.63 5.3406E-5 -83.126 0.42047 0.14063
-5.06 2.4319E-5 -86.266 0.42053 0.14063
-4.53 2.3842E-6 -89.391 0.42053 0.13281
-3.96 -7.3433E-5 -99.938 0.42059 0.13281
-3.4 -0.00013113 -108.8 0.42066 0.13281
-2.84 -0.0002327 -115.21 0.42059 0.13281
-2.28 -0.0002718 -119.94 0.42059 0.13281
-2.01 -0.00026226 -121.42 0.42066 0.13281
-1.46 -0.00033236 -131.05 0.42072 0.13281
-1.05 -0.00039387 -134.45 0.42072 0.13281
-0.5 -0.00062704 -143.83 0.42078 0.13281
0 -0.00071812 -150.66 0.42078 0.13281
0.52 -0.0008564 -157.43 0.42084 0.14063
0.99 -0.0011954 -159.08 0.42084 0.13281
1.49 -0.0063734 -175.72 0.41992 0.13281
2.02 -0.006166 -175.71 0.4198 0.13281
2.56 -0.0059567 -175.95 0.4198 0.13281
2.97 -0.0057407 -176.77 0.4198 0.13281
3.68 -0.005373 -176.75 0.41962 0.13281
4.22 -0.0025091 -172.97 0.42005 0.13281
4.78 -0.00082112 -155.84 0.42017 0.13281
4.78 -0.00060702 -148.3 0.42017 0.13281
5.32 -5.7698E-5 -99.633 0.42017 0.13281
5.89 2.5273E-5 -85.469 0.42011 0.125
6.48 1.2875E-5 -88.219 0.42005 0.13281
7.07 6.7234E-5 -79.907 0.42005 0.13281
7.67 -1.6689E-5 -92.165 0.41992 0.13281
8.26 7.2957E-5 -77.305 0.41986 0.13281
8.26 3.8147E-6 -89.579 0.41986 0.13281
8.88 8.6308E-5 -73.907 0.4198 0.13281
