Ieff(90deg) X DEG X DEG
9.2 0.00079203 3.9688 0.42725 0.03125
8.55 0.00064898 5.7969 0.42725 0.03125
7.95 0.0004282 7.8594 0.42725 0.039063
7.36 0.00039768 20.625 0.42713 0.039063
6.74 0.00017405 32 0.42719 0.039063
6.74 0.00018311 31.766 0.42713 0.039063
6.14 -6.6281E-5 128.95 0.42713 0.039063
5.55 -0.00017309 147.31 0.42707 0.039063
5.04 -0.00035811 177.02 0.42707 0.039063
4.5 -0.00051642 173.63 0.427 0.039063
3.93 -0.00059891 171.6 0.42694 0.03125
3.4 -0.00092364 -176.17 0.42694 0.03125
2.84 -0.00087834 179.17 0.42688 0.03125
2.29 -0.0010943 -179.48 0.42676 0.03125
1.95 -0.0011873 176.95 0.42682 0.023438
1.54 -0.0012407 -179.86 0.4267 0.023438
0.99 -0.00138 -179.11 0.42664 0.023438
0.47 -0.0015102 -179.81 0.42658 0.023438
-0.03 -0.0016031 178.31 0.42658 0.023438
-0.55 -0.0017695 -178.93 0.42639 0.023438
-1.02 -0.001667 177.09 0.42633 0.023438
-1.53 0.00453 -0.53125 0.42584 0.03125
-2.05 0.0047302 -0.375 0.4259 0.03125
-2.46 0.0047808 -0.21094 0.4259 0.03125
-3.03 0.0049553 -0.03125 0.4259 0.023438
-3.71 0.0047555 -0.64844 0.42597 0.023438
-4.27 0.0025859 -1.3516 0.42627 0.03125
-4.27 0.0014195 -1.9453 0.42639 0.023438
-4.81 2.6226E-5 32 0.42658 0.023438
-5.35 -0.00042677 -178.92 0.42664 0.023438
-5.94 -0.00027466 174.38 0.42664 0.023438
-6.54 -1.4305E-6 86.985 0.42664 0.023438
-7.13 9.9659E-5 0.5625 0.42664 0.023438
-7.72 0.00022221 -25.656 0.42658 0.023438
-7.72 0.00021124 3.875 0.42664 0.023438
-8.29 0.0002389 -16.664 0.42664 0.023438
-8.94 0.00047779 -7.3282 0.42664 0.023438
