Ieff(90deg) X DEG X DEG
9.2 -3.0518E-5 -90.954 0.44074 0.20313
8.55 0.00020361 -83.626 0.44074 0.21094
7.95 0.00018501 -84.251 0.44055 0.20313
7.36 0.00029183 -81.032 0.44049 0.20313
6.74 0.00047159 -75.891 0.44049 0.20313
6.74 0.00049639 -74.922 0.44049 0.19531
6.14 0.00063229 -71.016 0.44037 0.19531
5.55 0.0008111 -66.071 0.44037 0.19531
5.04 0.00091362 -63.899 0.44031 0.19531
4.5 0.0011115 -59.68 0.44031 0.20313
3.93 0.0012879 -55.602 0.44031 0.19531
3.4 0.0014801 -53.383 0.44025 0.19531
2.84 0.0017376 -47.617 0.44019 0.19531
2.29 0.0019436 -44.149 0.44007 0.19531
1.95 0.0020776 -41.539 0.44013 0.20313
1.54 0.0021992 -42.141 0.44 0.1875
0.99 0.0024896 -36.219 0.44007 0.1875
0.47 0.0028334 -32.782 0.44007 0.19531
-0.03 0.0029311 -32.899 0.44007 0.1875
-0.55 0.0032687 -30.469 0.44007 0.20313
-1.02 0.0035258 -27.735 0.44007 0.20313
-1.53 0.0023389 -38.219 0.44153 0.20313
-2.05 0.0021062 -40.953 0.44153 0.20313
-2.46 0.0018306 -45.375 0.44147 0.19531
-3.03 0.0015235 -51.274 0.44135 0.1875
-3.71 0.0012999 -55.953 0.44129 0.19531
-4.27 0.0011249 -59.086 0.44068 0.19531
-4.27 0.0012069 -57.844 0.44037 0.20313
-4.81 0.0012922 -54.789 0.44 0.19531
-5.35 0.0012651 -56.008 0.43988 0.19531
-5.94 0.0011177 -58.719 0.43988 0.19531
-6.54 0.00096751 -61.797 0.43982 0.1875
-7.13 0.00069428 -69.735 0.43976 0.19531
-7.72 0.00055743 -73.219 0.43982 0.19531
-7.72 0.00060225 -71.797 0.43982 0.19531
-8.29 0.00044728 -76.61 0.43976 0.20313
-8.94 0.00028277 -81.415 0.43976 0.20313
