Ieff(90deg) X DEG X DEG
9.2 0.00014925 -51.539 0.42169 0.10938
8.55 5.7221E-5 -78.516 0.42169 0.10156
7.95 8.6308E-5 -69.126 0.42163 0.10156
7.36 -9.1076E-5 -107.56 0.42169 0.10156
6.74 -0.0001812 -122.02 0.42169 0.10156
6.74 -0.00011826 -113.79 0.42163 0.10156
6.14 -0.00019932 -129.63 0.42169 0.10938
5.55 -0.00037813 -144.34 0.42169 0.10938
5.04 -0.0004921 -152.41 0.42176 0.10938
4.5 -0.00062418 -157.12 0.42169 0.10938
3.93 -0.00085068 -162.03 0.42182 0.10938
3.4 -0.00088024 -165.83 0.42182 0.11719
2.84 -0.0010514 -168.02 0.42176 0.10938
2.29 -0.0012651 -167.52 0.42176 0.11719
1.95 -0.00139 -167.66 0.42182 0.11719
1.54 -0.0015235 -170.38 0.42182 0.11719
0.99 -0.0016604 -171.23 0.42176 0.11719
0.47 -0.0018382 -172.27 0.42176 0.11719
-0.03 -0.002141 -173.36 0.42176 0.11719
-0.55 -0.0023813 -174.06 0.42176 0.11719
-1.02 -0.0026832 -174.34 0.42169 0.11719
-1.53 -0.005004 -177.71 0.42047 0.11719
-2.05 -0.0046096 -177.06 0.42035 0.11719
-2.46 -0.0046006 -176.93 0.42035 0.11719
-3.03 -0.0041652 -177.27 0.42029 0.11719
-3.71 -0.003881 -175.77 0.42029 0.11719
-4.27 -0.0023613 -173.66 0.42078 0.11719
-4.27 -0.0018411 -170.75 0.4209 0.10938
-4.81 -0.00097514 -163.37 0.42127 0.11719
-5.35 -0.00069571 -156.48 0.42127 0.11719
-5.94 -0.00068951 -154.07 0.42133 0.11719
-6.54 -0.00040007 -147.2 0.42121 0.11719
-7.13 -0.00031901 -135.03 0.42114 0.11719
-7.72 -0.00027943 -130.24 0.42108 0.11719
-7.72 -0.00024128 -132.59 0.42108 0.11719
-8.29 -0.00021458 -125.04 0.42102 0.11719
-8.94 -0.00011873 -108.42 0.4209 0.11719
