Ieff(90deg) X DEG X DEG
-9.26 -0.00067425 -116.2 0.44477 0.25
-8.6 -0.00053597 -110.88 0.4447 0.24219
-7.98 -0.00033808 -103.64 0.44464 0.24219
-7.39 -0.00012207 -94.868 0.44464 0.24219
-6.82 -3.3379E-6 -90.196 0.44464 0.24219
-6.23 0.00017452 -82.688 0.44458 0.24219
-6.23 0.00021267 -81.219 0.44458 0.24219
-5.63 0.00041962 -73.243 0.44458 0.25
-5.06 0.00058604 -68.18 0.44452 0.25
-4.53 0.00081158 -58.453 0.44458 0.25
-3.96 0.00094414 -56.532 0.44452 0.25
-3.4 0.0012231 -47.946 0.44458 0.24219
-2.84 0.0013394 -46.446 0.44452 0.25
-2.28 0.001555 -42.414 0.44446 0.24219
-2.01 0.0017276 -38.43 0.44452 0.24219
-1.46 0.0018783 -37.211 0.44452 0.25
-1.05 0.0019269 -36.125 0.44446 0.25
-0.5 0.002244 -32.742 0.44458 0.24219
0 0.0024419 -28.633 0.44458 0.24219
0.52 0.0026002 -28.164 0.44458 0.25
0.99 0.0027108 -27.024 0.44464 0.25
1.49 -0.0012512 -129.74 0.44568 0.25
2.02 -0.0014658 -135.87 0.44562 0.24219
2.56 -0.0016727 -139.91 0.44556 0.24219
2.97 -0.0018468 -141.54 0.4455 0.24219
3.68 -0.0020066 -144.38 0.44544 0.24219
4.22 -0.00049067 -108.84 0.44483 0.24219
4.78 0.00048113 -72.047 0.4444 0.24219
4.78 0.000628 -66.493 0.4444 0.24219
5.32 0.00081969 -60.391 0.44422 0.25
5.89 0.0006361 -66.321 0.44416 0.24219
6.48 0.00054741 -69.508 0.44409 0.24219
7.07 0.0003562 -76.149 0.44403 0.24219
7.67 7.6294E-5 -87.04 0.44403 0.24219
8.26 -5.7698E-5 -92.258 0.44409 0.24219
8.26 -1.0014E-5 -90.383 0.44403 0.23438
8.88 -0.00018501 -97.219 0.44403 0.23438
