Ieff(90deg) X DEG X DEG
-9.26 -0.00039292 -110.01 0.45416 0.20313
-8.6 -0.00022888 -100.98 0.4541 0.20313
-7.98 -0.00013208 -96.61 0.4541 0.1875
-7.39 9.9659E-5 -84.813 0.4541 0.19531
-6.82 0.00013828 -83.219 0.45416 0.20313
-6.23 0.0003686 -70.594 0.45416 0.20313
-6.23 0.00026894 -76.782 0.45416 0.20313
-5.63 0.00039578 -71.485 0.45416 0.20313
-5.06 0.00044728 -69.141 0.45416 0.20313
-4.53 0.00057745 -63.391 0.45416 0.20313
-3.96 0.00063134 -60.875 0.45423 0.19531
-3.4 0.00073386 -58.766 0.45416 0.19531
-2.84 0.00079918 -55.477 0.45423 0.1875
-2.28 0.00077296 -58.492 0.45423 0.17969
-2.01 0.0007062 -60.399 0.45423 0.1875
-1.46 0.00074292 -58.821 0.45423 0.1875
-1.05 0.00075102 -59.032 0.45423 0.17969
-0.5 0.00084401 -52.805 0.45435 0.17969
0 0.00071145 -62.133 0.45423 0.1875
0.52 0.0007453 -57.938 0.45435 0.1875
0.99 0.00057888 -65.008 0.45441 0.19531
1.49 -0.0058098 -167.98 0.4541 0.1875
2.02 -0.0056663 -169.01 0.4541 0.20313
2.56 -0.005642 -168.08 0.45398 0.1875
2.97 -0.0055862 -168.09 0.45392 0.1875
3.68 -0.005384 -167.8 0.4538 0.1875
4.22 -0.0023909 -154.54 0.4538 0.1875
4.78 -0.00044966 -109.68 0.45374 0.1875
4.78 -0.00026655 -101.27 0.45368 0.19531
5.32 0.0003562 -74.305 0.45368 0.20313
5.89 0.00029898 -76.704 0.45362 0.19531
6.48 0.00024987 -78.211 0.45349 0.1875
7.07 0.00021744 -79.704 0.45349 0.20313
7.67 0.00013208 -83.805 0.45343 0.19531
8.26 8.5831E-5 -85.805 0.45337 0.19531
8.26 0.00010061 -84.782 0.45337 0.1875
8.88 4.53E-5 -87.735 0.45325 0.1875
