Ieff(90deg) X DEG X DEG
-9.26 0.00055552 57.969 0.43073 0.093751
-8.6 0.00017738 76.305 0.43067 0.093751
-7.98 0.00013065 80.985 0.43067 0.093751
-7.39 -5.7221E-6 90.172 0.43061 0.093751
-6.82 -0.00014877 101.05 0.43054 0.085938
-6.23 -0.00026942 107.81 0.43054 0.093751
-6.23 -0.0002408 107.85 0.43048 0.085938
-5.63 -0.00031042 112.77 0.43036 0.093751
-5.06 -0.00049878 123.42 0.4303 0.085938
-4.53 -0.00056506 126.86 0.43024 0.085938
-3.96 -0.00068903 132.27 0.43024 0.085938
-3.4 -0.00052262 123.94 0.43018 0.093751
-2.84 -0.00053549 124.13 0.43006 0.085938
-2.28 -0.00067711 132.68 0.43 0.085938
-2.01 -0.00068188 132 0.42993 0.085938
-1.46 -0.00058937 130.36 0.42981 0.078126
-1.05 -0.00065184 129.6 0.42981 0.078126
-0.5 -0.00067807 132.81 0.42969 0.078126
0 -0.00062752 128.34 0.42963 0.070313
0.52 -0.00059939 129.08 0.42951 0.078126
0.99 -0.00051976 126.18 0.42945 0.078126
1.49 0.0060139 6.7266 0.42963 0.085938
2.02 0.0059982 6.1875 0.42963 0.078126
2.56 0.0060082 5.8516 0.42963 0.078126
2.97 0.0059739 6.0625 0.42969 0.085938
3.68 0.0056453 5.8438 0.42975 0.070313
4.22 0.0024305 16.422 0.42981 0.070313
4.78 0.00034428 65.063 0.42975 0.078126
4.78 5.1499E-5 85.774 0.42975 0.078126
5.32 -0.000525 127 0.42975 0.070313
5.89 -0.00036812 117.65 0.42975 0.078126
6.48 -0.00036001 116.67 0.42975 0.078126
7.07 -0.00030661 114.87 0.42975 0.078126
7.67 -0.00025368 109.99 0.42981 0.078126
8.26 -8.7262E-5 96.883 0.42975 0.070313
8.26 -5.0068E-5 94.204 0.42975 0.078126
8.88 -3.2425E-5 92.477 0.42981 0.078126
