Ieff(90deg) X DEG X DEG
9.2 0.00069857 -15.492 0.42505 0
8.55 0.00041628 -18.805 0.42505 0
7.95 4.8161E-5 -70.446 0.42517 0
7.36 -9.6322E-5 -124.38 0.42511 0
6.74 -0.00032139 -152.42 0.42511 0
6.74 -0.0002594 -148.15 0.42505 0
6.14 -0.00049401 -162.7 0.42505 0
5.55 -0.00075579 -166.7 0.42505 0
5.04 -0.00080109 -165.98 0.42493 0
4.5 -0.001071 -169.8 0.42493 0
3.93 -0.0013027 -173.24 0.42487 0
3.4 -0.0015373 -172.7 0.42487 0
2.84 -0.0016823 -173.61 0.42487 0
2.29 -0.0020104 -175.2 0.42487 0
1.95 -0.0020905 -175.27 0.42481 0
1.54 -0.0020223 -177.92 0.42475 0
0.99 -0.0024991 -177.84 0.42481 0
0.47 -0.0026169 -176.52 0.42469 0
-0.03 -0.0029288 -176.91 0.42469 0
-0.55 -0.0031381 -177.01 0.42456 0
-1.02 -0.0034251 -176.83 0.4245 0
-1.53 0.0008688 -9.2344 0.42346 0.0078126
-2.05 0.0011873 -8.9766 0.42346 0.0078126
-2.46 0.0012741 -10.609 0.42346 0.0078126
-3.03 0.0015359 -5.3828 0.42352 0.015625
-3.71 0.00171 -7.2735 0.42352 0.0078126
-4.27 0.00046921 -20.313 0.42407 0.0078126
-4.27 -0.00029898 -144.02 0.42432 0.015625
-4.81 -0.001081 -170.12 0.42456 0.0078126
-5.35 -0.0013266 -169.16 0.42469 0.0078126
-5.94 -0.0010018 -170.2 0.42462 0.0078126
-6.54 -0.000875 -170.29 0.42469 0.015625
-7.13 -0.00081158 -167.94 0.42475 0.0078126
-7.72 -0.00059748 -165.15 0.42469 0.015625
-7.72 -0.00047016 -158.93 0.42456 0.023438
-8.29 -0.00033903 -160.27 0.42456 0.023438
-8.94 -0.00024462 -145.3 0.42456 0.023438
