Ieff(90deg) X DEG X DEG
-9.26 -0.00035143 -100.7 0.44183 0.21094
-8.6 -0.00024939 -97.618 0.44183 0.21094
-7.98 -0.00012541 -93.844 0.44177 0.21094
-7.39 7.0096E-5 -87.954 0.44165 0.21094
-6.82 0.00022984 -83.024 0.44159 0.21094
-6.23 0.00035763 -79.313 0.44159 0.21094
-6.23 0.00029993 -81.344 0.44159 0.20313
-5.63 0.00052643 -74.852 0.44153 0.20313
-5.06 0.00069046 -69.813 0.44159 0.20313
-4.53 0.00090695 -64.165 0.44153 0.20313
-3.96 0.0010924 -60.149 0.44147 0.21094
-3.4 0.001257 -56.071 0.44147 0.20313
-2.84 0.0014281 -53.407 0.44135 0.20313
-2.28 0.0017238 -47.844 0.44141 0.21094
-2.01 0.0018358 -45.891 0.44135 0.20313
-1.46 0.0019889 -44.649 0.44135 0.21875
-1.05 0.0021682 -41.563 0.44122 0.21875
-0.5 0.002511 -37.696 0.44122 0.21094
0 0.002655 -35.453 0.44116 0.20313
0.52 0.002965 -32.172 0.44116 0.20313
0.99 0.0032463 -29.61 0.44116 0.20313
1.49 0.0023136 -39.047 0.44251 0.20313
2.02 0.0019446 -45.461 0.44251 0.20313
2.56 0.0017514 -48.258 0.44245 0.20313
2.97 0.0015302 -52.61 0.44245 0.20313
3.68 0.0011845 -60.164 0.44226 0.20313
4.22 0.0010691 -61.946 0.44159 0.20313
4.78 0.0010753 -62.258 0.44116 0.20313
4.78 0.0011349 -60.414 0.4411 0.20313
5.32 0.0010805 -60.844 0.44104 0.20313
5.89 0.00097848 -64.133 0.44098 0.20313
6.48 0.00078059 -68.711 0.44098 0.20313
7.07 0.00055981 -74.813 0.44092 0.20313
7.67 0.00042486 -78.188 0.44092 0.20313
8.26 0.00034762 -79.602 0.44098 0.20313
8.26 0.00030804 -81.227 0.44086 0.21094
8.88 0.00020409 -84.032 0.44086 0.21094
