Alpha(210mT) X DEG X DEG
270 0.00051117 52.063 0.93665 0.14063
264.98 0.00090313 35.774 0.93665 0.14063
260.11 0.0012846 27.328 0.93665 0.14063
255.18 0.001688 20.313 0.93659 0.14844
250.27 0.0020952 17.281 0.93647 0.14063
245.33 0.0025053 14.555 0.93659 0.14844
240.37 0.0029297 11.789 0.93659 0.14844
235.27 0.0033283 10.695 0.93665 0.14844
230.29 0.0037441 9.5626 0.93665 0.14844
225.27 0.0040312 8.8282 0.93671 0.14844
220.35 0.0042639 8.1954 0.93683 0.14844
215.31 0.0043517 7.6485 0.93689 0.14844
210.4 0.0045204 7.461 0.93695 0.14844
205.5 0.0046702 7.5938 0.93702 0.14844
200.43 0.0048247 6.5938 0.93708 0.14844
195.44 0.0048514 6.3282 0.93708 0.14844
190.25 0.0049172 6.461 0.93726 0.14063
185.25 0.0049067 6.8047 0.93744 0.14844
179.86 0.0046101 7.0547 0.93756 0.14063
174.8 0.004117 7.3907 0.93775 0.14844
169.87 0.0036736 8.3048 0.93769 0.14844
164.84 0.0032644 9.2032 0.93781 0.14063
159.94 0.0029745 10.492 0.93775 0.14063
154.84 0.0026264 11.477 0.93769 0.14063
149.99 0.0023117 11.641 0.93769 0.14063
144.98 0.0020647 13.547 0.93763 0.14063
140.01 0.0018778 15.352 0.93756 0.14063
135.23 0.0018377 14.695 0.93756 0.14063
130.09 0.0018158 13.891 0.9375 0.14063
124.98 0.0018063 17.008 0.93744 0.14063
120.06 0.0018187 15.836 0.93738 0.14844
115.31 0.0018177 15.281 0.93732 0.14063
110.14 0.0017719 14.953 0.93732 0.14844
105.31 0.0019551 13.867 0.93726 0.14844
100.09 0.002142 13.156 0.9372 0.14844
95.07 0.0024767 12.711 0.9372 0.14844
89.89 0.0030709 9.6798 0.93708 0.14844
84.77 0.0035391 9.0704 0.93708 0.14844
79.63 0.004057 7.1172 0.93695 0.14844
74.74 0.0045386 6.8985 0.93689 0.14844
69.79 0.0050078 5.8047 0.93689 0.15625
64.89 0.0053473 4.9375 0.93689 0.14844
59.93 0.0056553 4.8828 0.93695 0.15625
54.95 0.0059309 4.8516 0.93695 0.14844
50 0.0062065 3.7813 0.93695 0.15625
45.1 0.0066071 4.2657 0.93708 0.14844
40.09 0.0068713 4.086 0.93708 0.15625
35.09 0.0070057 3.6484 0.93726 0.15625
30.23 0.0070792 3.9922 0.93726 0.15625
25.26 0.0072604 3.7578 0.93732 0.15625
20.3 0.0074549 4.0547 0.93744 0.14844
15.37 0.0075836 3.4375 0.93756 0.15625
10.13 0.007515 3.5703 0.93769 0.14844
5.16 0.0072613 3.8203 0.93775 0.16406
-0.02 0.006959 3.3203 0.93781 0.15625
-5.02 0.0064488 3.8984 0.93805 0.15625
-9.97 0.005949 4.1641 0.93805 0.15625
-15.05 0.0055142 4.3907 0.93811 0.15625
-19.94 0.005066 4.1172 0.93811 0.15625
-24.77 0.0048218 4.4063 0.93811 0.15625
-29.82 0.004591 4.875 0.93817 0.15625
-34.69 0.0044632 4.3438 0.93799 0.15625
-39.65 0.0042477 4.3438 0.93793 0.14844
-44.54 0.0040961 5.3203 0.93793 0.14844
-49.55 0.0040064 5.711 0.93781 0.14844
-54.52 0.0040255 4.8985 0.93781 0.14844
-60.43 0.0041771 5.4766 0.93763 0.14844
-65.36 0.0042944 5.6797 0.93769 0.14844
-70.36 0.0043669 5.211 0.9375 0.14844
-75.42 0.0044814 4.5469 0.93738 0.15625
-80.46 0.0047074 5.2188 0.93732 0.14844
-85.42 0.0049134 4.4766 0.93714 0.14844
-90 0.0051346 4.4141 0.93708 0.14844
270 0.0052586 4.2735 0.93714 0.14844
264.98 0.0057936 3.2266 0.93683 0.14844
260.11 0.0063172 3.6953 0.93683 0.14844
255.18 0.0068264 2.7813 0.93677 0.14844
250.27 0.0073023 2.6328 0.93683 0.14844
245.33 0.0077257 3.1094 0.93671 0.14844
240.37 0.0080472 2.2188 0.93689 0.14844
235.27 0.0083047 2.2344 0.93689 0.14844
230.29 0.0085269 2.4219 0.93702 0.14844
225.27 0.0086937 2.3594 0.93702 0.14844
220.35 0.0089083 2.4609 0.9372 0.14844
215.31 0.0090085 2.5 0.9372 0.14844
210.4 0.0091696 2.3594 0.93726 0.14844
205.5 0.0093651 2.3359 0.93726 0.14844
200.43 0.0095654 1.9766 0.93726 0.14844
195.44 0.0096312 2.0859 0.93738 0.14844
190.25 0.0096636 2.0625 0.93763 0.14844
185.25 0.0093537 2.0781 0.93756 0.14844
179.86 0.0090104 1.6484 0.93769 0.14844
174.8 0.0083466 1.5547 0.93769 0.14844
169.87 0.0078583 1.7969 0.93793 0.14844
164.84 0.0074225 1.8047 0.93775 0.14844
159.94 0.0070515 2.1328 0.93787 0.14844
154.84 0.0067034 2.2422 0.93781 0.14844
149.99 0.0064831 2.3672 0.93775 0.14844
144.98 0.0061446 2.25 0.93763 0.14844
140.01 0.0059691 2.5625 0.93769 0.14844
135.23 0.005805 2.1484 0.93763 0.14063
130.09 0.0057097 1.9688 0.93769 0.14844
124.98 0.0056277 1.8828 0.93744 0.14844
120.06 0.0056038 2.1875 0.93744 0.14844
115.31 0.0055724 2.1719 0.93726 0.14844
110.14 0.0056439 2.4844 0.9372 0.14844
