I1(135deg) AUX DEG X DEG
9.9 1.5356 -142.63 0 0
9.8 1.5259 -143.37 0 0
9.7 1.52 -144.21 0 0
9.6 1.5127 -144.97 0 0
9.5 1.5039 -145.76 0 0
9.4 1.4976 -146.56 0 0
9.3 1.4883 -147.34 0 0
9.2 1.4805 -148.1 0 0
9.1 1.4727 -148.88 0 0
9 1.4648 -149.67 0 0
8.9 1.4575 -150.46 0 0
8.8 1.4483 -151.23 0 0
8.7 1.4302 -152 0 0
8.6 1.4268 -152.79 0 0
8.5 1.4165 -153.56 0 0
8.4 1.4072 -154.35 0 0
8.3 1.3965 -155.11 0 0
8.2 1.3858 -155.91 0 0
8.1 1.3706 -156.69 0 0
8 1.3599 -157.49 0 0
7.9 1.3491 -158.24 0 0
7.8 1.3389 -159.03 0 0
7.7 1.3262 -159.84 0 0
7.6 1.3154 -160.6 0 0
7.5 1.3003 -161.38 0 0
7.4 1.2837 -162.14 0 0
7.3 1.2739 -162.95 0 0
7.2 1.2617 -163.72 0 0
7.1 1.2456 -164.52 0 0
7 1.2329 -165.29 0 0
6.9 1.2183 -166.09 0 0
6.8 1.2056 -166.82 0 0
6.7 1.1919 -167.63 0 0
6.6 1.1807 -168.39 0 0
6.5 1.1641 -169.18 0 0
6.4 1.146 -169.99 0 0
6.3 1.1353 -170.75 0 0
6.2 1.1187 -171.55 0 0
6.1 1.1065 -172.33 0 0
6 1.0908 -173.07 0 0
5.9 1.0723 -173.9 0 0
5.8 1.0606 -174.68 0 0
5.7 1.0449 -175.47 0 0
5.6 1.0278 -176.25 0 0
5.5 1.0142 -176.99 0 0
5.4 0.9961 -177.77 0 0
5.3 0.98096 -178.56 0 0
5.2 0.96582 -179.34 0 0
5.1 0.9502 179.88 0 0
5 0.93457 179.09 0 0
4.9 0.91651 178.31 0 0
4.8 0.90284 177.49 0 0
4.7 0.88623 176.74 0 0
4.6 0.87061 175.96 0 0
4.5 0.85547 175.17 0 0
4.4 0.83741 174.39 0 0
4.3 0.82227 173.61 0 0
4.2 0.80078 172.81 0 0
4.1 0.78565 172.03 0 0
4 0.76856 171.24 0 0
3.9 0.74854 170.46 0 0
3.8 0.7378 169.69 0 0
3.7 0.71924 168.93 0 0
3.6 0.70118 168.13 0 0
3.5 0.68604 167.37 0 0
3.4 0.67237 166.58 0 0
3.3 0.65186 165.8 0 0
3.2 0.63428 165.02 0 0
3.1 0.61426 164.23 0 0
3 0.59864 163.46 0 0
2.9 0.58203 162.67 0 0
2.8 0.56495 161.9 0 0
2.7 0.54493 161.13 0 0
2.6 0.52881 160.32 0 0
2.5 0.51123 159.56 0 0
2.4 0.49024 158.8 0 0
2.3 0.47754 157.99 0 0
2.2 0.45654 157.22 0 0
2.1 0.43994 156.41 0 0
2 0.42627 155.66 0 0
1.9 0.40137 154.86 0 0
1.8 0.38623 154.07 0 0
1.7 0.36963 153.28 0 0
1.6 0.35401 152.51 0 0
1.5 0.33789 151.75 0 0
1.4 0.31738 150.95 0 0
1.3 0.29932 150.2 0 0
1.2 0.2793 149.41 0 0
1.1 0.2627 148.62 0 0
1 0.24316 147.86 0 0
0.9 0.22852 147.05 0 0
0.8 0.20557 146.26 0 0
0.7 0.1875 145.49 0 0
0.6 0.17188 144.7 0 0
0.5 0.15088 143.95 0 0
0.4 0.13428 143.17 0 0
0.3 0.11426 142.34 0 0
0.2 0.09961 141.59 0 0
0.1 0.079102 140.83 0 0
5.5511151E-16 0.062012 140.05 0 0
-0.1 0.042969 139.25 0 0
-0.2 0.022949 138.45 0 0
-0.3 0.0058594 137.7 0 0
-0.4 0.013672 136.9 0 0
-0.5 0.029297 136.13 0 0
-0.6 0.04834 135.35 0 0
-0.7 0.066895 134.58 0 0
-0.8 0.083985 133.81 0 0
-0.9 0.10352 133.01 0 0
-1 0.12061 132.2 0 0
-1.1 0.14014 131.45 0 0
-1.2 0.16016 130.64 0 0
-1.3 0.17822 129.87 0 0
-1.4 0.19727 129.11 0 0
-1.5 0.21533 128.29 0 0
-1.6 0.23633 127.53 0 0
-1.7 0.25049 126.77 0 0
-1.8 0.26856 125.98 0 0
-1.9 0.28662 125.18 0 0
-2 0.30371 124.45 0 0
-2.1 0.32227 123.65 0 0
-2.2 0.34033 122.86 0 0
-2.3 0.35889 122.07 0 0
-2.4 0.37744 121.31 0 0
-2.5 0.39404 120.51 0 0
-2.6 0.4126 119.73 0 0
-2.7 0.42774 118.94 0 0
-2.8 0.44287 118.2 0 0
-2.9 0.46289 117.39 0 0
-3 0.48145 116.61 0 0
-3.1 0.50098 115.84 0 0
-3.2 0.52051 115.06 0 0
-3.3 0.53663 114.27 0 0
-3.4 0.55127 113.47 0 0
-3.5 0.56934 112.7 0 0
-3.6 0.58496 111.94 0 0
-3.7 0.6001 111.14 0 0
-3.8 0.62061 110.37 0 0
-3.9 0.64161 109.57 0 0
