##Alpha(50mT) X DEG X DEG
0.2 -5.7221E-6 101.76 0.14258 0.64844
5.01 -6.6758E-5 154.13 0.14258 0.75782
9.78 -8.2017E-5 155.16 0.1427 0.67188
14.66 -8.8692E-5 160.78 0.14276 0.50782
20.55 -0.00010586 163.86 0.1427 0.57032
25.1 -0.00012875 168.28 0.14276 0.58594
29.95 -0.00013638 169.99 0.14276 0.51563
34.87 -0.00013161 169.41 0.1427 0.71875
40.29 -0.00011349 165.72 0.14276 0.61719
45.28 -0.0001154 164.63 0.14276 0.64844
49.72 -9.8229E-5 162.02 0.14282 0.58594
55.38 -0.000103 163.81 0.14264 0.75782
60.13 -4.673E-5 144.45 0.1427 0.64063
64.95 -4.673E-5 149.89 0.14258 0.59375
70.47 -9.5368E-6 105.94 0.1427 0.67188
75.53 2.6703E-5 48.282 0.14276 0.59375
80.51 3.9101E-5 37.328 0.1427 0.71875
85.78 8.1063E-5 25.985 0.14294 0.78125
89.74 0.00011063 10.969 0.14282 0.5625
95.07 0.00014782 11.844 0.14264 0.69532
100.31 0.0001564 9.9766 0.1427 0.57032
105.56 0.00016785 10.781 0.1427 0.57032
109.76 0.0001812 8.5001 0.14258 0.5625
115.28 0.00015926 8.9923 0.14258 0.5625
120.24 0.00017071 7.0938 0.14264 0.59375
125.66 0.00017738 8.0938 0.14258 0.5625
130.64 0.00014305 13.219 0.14258 0.74219
134.96 0.00014782 11.406 0.14276 0.53907
139.98 0.00013924 16.336 0.14264 0.70313
145.04 0.00012207 13.664 0.1427 0.58594
150.13 0.00010681 15.844 0.14264 0.53125
155.11 7.3433E-5 24.438 0.14264 0.58594
160.13 7.0572E-5 20.672 0.14252 0.53125
165.31 4.1962E-5 35.86 0.14258 0.53907
170.46 9.5368E-7 88.977 0.14264 0.69532
175.41 -4.1962E-5 141.88 0.14264 0.69532
180.5 -7.7248E-5 157.41 0.14264 0.74219
185.59 -0.00010967 163.03 0.1427 0.64844
189.73 -0.00014305 167.41 0.14276 0.64063
195.59 -0.00012875 163.81 0.14276 0.67969
200.58 -0.00015164 166.61 0.14264 0.64844
204.76 -0.00016117 167.59 0.14288 0.61719
210.64 -0.0001564 166.13 0.14288 0.59375
215.29 -0.00015259 165.9 0.14294 0.64063
220 -0.00015354 167.25 0.14282 0.59375
225.07 -0.0001297 166.72 0.14288 0.61719
230.76 -0.00010681 156.66 0.14288 0.64844
235.66 -9.2507E-5 151.94 0.14288 0.75782
240.44 -7.5341E-5 154.04 0.14282 0.57032
245.47 -5.1499E-5 146.13 0.14276 0.64063
250.29 -1.1444E-5 103.38 0.14282 0.61719
255.27 -4.7684E-6 94.391 0.14276 0.78907
260.31 4.1962E-5 38.321 0.14288 0.47656
265.31 7.9155E-5 24 0.14288 0.53907
270.42 0.00012112 18.524 0.14288 0.57032
275.43 0.0001545 19.899 0.14288 0.64844
280.53 0.00017452 13.93 0.14288 0.53907
285.7 0.00019264 14.813 0.14288 0.61719
289.81 0.00017643 15.594 0.14282 0.64844
295.59 0.00020218 13.227 0.14282 0.53907
299.91 0.00020981 12.656 0.14282 0.59375
304.84 0.00018692 12.359 0.14288 0.50782
309.79 0.00018215 11.508 0.14276 0.57032
315.08 0.00018311 13.836 0.14282 0.53125
320.33 0.00017262 16.289 0.14282 0.64063
325.3 0.00012112 18.055 0.14276 0.59375
330.31 0.00012875 16.727 0.14288 0.51563
335.64 0.00010395 19.742 0.14288 0.61719
340.66 7.0572E-5 29.227 0.14282 0.58594
345.61 5.7221E-5 35.477 0.14288 0.57032
350.69 2.6703E-5 62.492 0.14294 0.67969
354.75 -6.6758E-6 99.157 0.14294 0.70313
360.21 -5.2452E-5 146.99 0.14288 0.47656
0.2 -6.0082E-5 151.16 0.14294 0.58594
5.01 -7.1526E-5 150.89 0.14301 0.53125
9.78 -0.00011253 162.06 0.14282 0.59375
14.66 -0.00011826 158.48 0.14307 0.60938
20.55 -0.00015354 166.55 0.14307 0.64063
25.1 -0.00015545 164.63 0.14301 0.69532
29.95 -0.00015068 166.55 0.14288 0.64063
34.87 -0.00015545 168.44 0.14294 0.47656
40.29 -0.00013447 163.97 0.14288 0.67969
45.28 -0.00012493 164.53 0.14294 0.53125
49.72 -0.00012589 164.58 0.14301 0.59375
55.38 -0.00010681 162.1 0.14294 0.625
60.13 -7.8202E-5 152.66 0.14294 0.70313
64.95 -6.1989E-5 151.2 0.14301 0.48438
70.47 -3.5286E-5 128.99 0.14313 0.70313
75.53 -1.7166E-5 111.8 0.14301 0.72657
80.51 3.624E-5 53 0.14307 0.57032
85.78 7.0572E-5 34.297 0.14313 0.60938
89.74 7.1526E-5 24.008 0.14301 0.57032
95.07 0.00011921 16.07 0.14307 0.55469
100.31 0.00014877 16.344 0.14301 0.77344
105.56 0.00014973 16.672 0.14313 0.64844
109.76 0.00014591 12.609 0.14307 0.47656
115.28 0.00017071 17.219 0.14319 0.67188
120.24 0.0001545 13.227 0.14313 0.625
125.66 0.00014496 17.961 0.14307 0.74219
130.64 0.00015354 16.235 0.14301 0.71875
134.96 0.00014305 13.531 0.14313 0.59375
139.98 0.00012398 14.32 0.14301 0.58594
145.04 0.00010109 17.399 0.14288 0.59375
150.13 0.00011253 16.789 0.14301 0.53907
155.11 7.8202E-5 20.133 0.14301 0.53125
160.13 4.3869E-5 36.016 0.14307 0.48438
165.31 1.0491E-5 76.602 0.14294 0.74219
170.46 -2.861E-6 95.313 0.14301 0.53125
175.41 -5.6267E-5 147.26 0.14307 0.66407
180.5 -8.5831E-5 157.27 0.14301 0.64063
185.59 -0.00010491 160.03 0.14294 0.51563
189.73 -0.00013065 165.26 0.14307 0.59375
195.59 -0.00016403 168.73 0.14307 0.66407
200.58 -0.00016117 171.8 0.14301 0.38281
204.76 -0.00014782 166.2 0.14301 0.59375
210.64 -0.00015926 165.9 0.14294 0.64063
215.29 -0.00016594 163.66 0.14294 0.67969
220 -0.00014401 166.77 0.14313 0.46094
225.07 -0.00015545 167.49 0.14313 0.53125
230.76 -0.00013352 163.66 0.14294 0.69532
235.66 -0.00011349 157.45 0.14301 0.70313
240.44 -9.2507E-5 159.57 0.14301 0.58594
245.47 -6.1989E-5 145.3 0.14307 0.53907
250.29 -3.7194E-5 139.39 0.14294 0.48438
255.27 -6.6758E-6 97.016 0.14288 0.69532
260.31 4.8638E-5 38.188 0.14301 0.51563
265.31 7.4387E-5 30.508 0.14301 0.59375
270.42 0.00011349 20.031 0.14301 0.53907
275.43 0.00015926 17.281 0.14307 0.59375
280.53 0.00015259 12.68 0.14294 0.61719
285.7 0.00016976 16.32 0.14301 0.67969
289.81 0.0001812 12.641 0.14301 0.625
295.59 0.00017452 11.266 0.14301 0.625
299.91 0.00018406 11.422 0.14313 0.53907
304.84 0.0001936 13.938 0.14288 0.73438
309.79 0.00020027 14.078 0.14301 0.64063
315.08 0.00015545 11.727 0.14313 0.58594
320.33 0.0001545 13.211 0.14319 0.47656
325.3 0.00014782 14.156 0.14313 0.60938
330.31 0.00011826 17.656 0.14301 0.64844
335.64 0.00010395 21.86 0.14313 0.53907
340.66 8.2017E-5 25.625 0.14313 0.57032
345.61 6.3897E-5 24.125 0.14319 0.47656
350.69 1.7166E-5 61.227 0.14313 0.51563
354.75 -1.1444E-5 113.2 0.14319 0.45313
360.21 -4.5777E-5 142.59 0.14313 0.53907
0.2 -4.2916E-5 139.91 0.14294 0.5625
5.01 -8.0109E-5 162.59 0.14276 0.53125
9.78 -0.00014114 167.43 0.14294 0.61719
