Alpha(210mT) X DEG X DEG
270 3.3856E-5 87.422 0.95771 1.5313
264.98 -0.00097037 134.09 0.95826 1.5156
260.11 -0.00091839 132.97 0.95783 1.5234
255.18 -0.0008812 132.27 0.95783 1.5156
250.27 -0.00089264 131.65 0.95765 1.5078
245.33 -0.00052453 117.77 0.95771 1.5078
240.37 -0.00042773 113.63 0.95771 1.5078
235.27 -0.00040436 111.59 0.95752 1.5078
230.29 -0.00014353 98.532 0.95734 1.5156
225.27 0.00020361 78.532 0.9571 1.5156
220.35 0.00068713 55.469 0.95728 1.5078
215.31 0.00095511 46.203 0.95728 1.5
210.4 0.001277 38.477 0.95697 1.5078
205.5 0.001648 31.086 0.95673 1.5156
200.43 0.0020676 26.344 0.95649 1.5234
195.44 0.0023966 23.508 0.95649 1.5156
190.25 0.0028443 20.203 0.95642 1.5156
185.25 0.0032601 17.813 0.95612 1.5234
179.86 0.0041552 14.609 0.95588 1.5234
174.8 0.0054756 11.734 0.95612 1.5234
169.87 0.0053392 11.75 0.95588 1.5391
164.84 0.0050464 12.477 0.95642 1.5234
159.94 0.0044241 14.149 0.95649 1.5234
154.84 0.0043211 14.234 0.95636 1.5391
149.99 0.0038133 15.977 0.95673 1.5313
144.98 0.0033445 18.047 0.95685 1.5234
140.01 0.0031347 19.055 0.95685 1.5234
135.23 0.0028625 20.086 0.95697 1.5234
130.09 0.002758 20.985 0.95716 1.5234
124.98 0.0021992 26.063 0.95691 1.5234
120.06 0.0020309 27.297 0.95679 1.5234
115.31 0.0018706 28.211 0.95697 1.5234
110.14 0.00092316 48.844 0.95746 1.5156
105.31 0.00045347 66.454 0.95722 1.5234
100.09 -0.00015974 98.805 0.95752 1.5078
95.07 -0.00098277 134.35 0.95771 1.5156
89.89 -0.0020523 155.27 0.95765 1.5078
84.77 -0.0028987 161.84 0.95758 1.5
79.63 -0.0031271 163.13 0.9571 1.5
74.74 -0.0026474 160.02 0.95691 1.5
69.79 -0.0024634 158.91 0.95697 1.5
64.89 -0.0019603 153.74 0.95716 1.4922
59.93 -0.001967 153.28 0.95685 1.5
54.95 -0.0016174 148.42 0.95642 1.5078
50 -0.0012126 141.15 0.95667 1.5
45.1 -0.0010338 136.23 0.95661 1.5
40.09 -0.00096703 134.6 0.95636 1.5078
35.09 -0.00044394 114.42 0.95661 1.5
30.23 -8.1063E-6 89.961 0.95612 1.5078
25.26 0.0004077 67.672 0.95612 1.5078
20.3 0.00089121 48.969 0.95624 1.5078
15.37 0.0014224 35.539 0.95527 1.5234
