#Alpha(207mT) X DEG X DEG
0.33 2.6703E-5 -89.391 0.13764 3.6172
4.95 7.9155E-5 -88.18 0.13782 3.5938
10.74 8.1063E-5 -88.024 0.13764 3.7969
15.51 0.00010109 -87.61 0.1377 3.7188
20.33 0.00017071 -86.016 0.13782 3.5547
25.03 0.00022507 -84.68 0.13782 3.6719
29.88 0.00026798 -83.633 0.13782 3.6953
35.78 0.00036526 -81.485 0.13788 3.6641
40.62 0.00046158 -79.157 0.13788 3.6641
45.24 0.00053025 -77.477 0.13794 3.7422
50.19 0.00057793 -76.438 0.13794 3.7266
55.1 0.00068379 -74.071 0.13794 3.7266
59.87 0.00073243 -73.001 0.13794 3.7266
65.74 0.00080109 -71.501 0.138 3.6172
70.61 0.00083447 -70.876 0.138 3.6875
75.67 0.00090504 -69.282 0.13806 3.6406
80.63 0.00092316 -68.891 0.13794 3.6172
84.84 0.00091649 -69.149 0.13812 3.6172
90.17 0.00091172 -69.344 0.138 3.5625
95.43 0.00092411 -69.016 0.138 3.625
100.55 0.00090313 -69.516 0.13819 3.625
105.52 0.0008564 -70.618 0.13812 3.5156
110.74 0.00081444 -71.555 0.13806 3.625
115.67 0.00075913 -72.719 0.13788 3.6406
120.83 0.00069714 -74.008 0.13794 3.5391
124.87 0.0006466 -75.344 0.138 3.4922
129.94 0.00058556 -76.696 0.13794 3.4844
134.97 0.00049973 -78.508 0.13819 3.4375
140.15 0.00043392 -80.079 0.138 3.5938
145.31 0.00034142 -82.243 0.13812 3.3906
150.33 0.0002966 -83.188 0.13812 3.4063
155.35 0.00020599 -85.258 0.13794 3.4375
160.41 0.00012112 -87.251 0.13794 3.4531
165.43 9.4414E-5 -87.836 0.13794 3.5469
170.55 5.5313E-5 -88.672 0.13794 3.5469
175.58 2.2888E-5 -89.477 0.13788 3.6172
180.67 5.7221E-6 -89.915 0.13788 3.6094
185.75 4.5777E-5 -88.907 0.13788 3.6641
189.81 2.3842E-5 -89.383 0.13788 3.6875
195.65 7.7248E-5 -88.251 0.13812 3.625
