Alpha(207mT) X DEG X DEG
0.33 -0.00019836 90.579 0.33856 0.69532
10.74 -0.00055695 91.688 0.33856 0.90625
20.33 -0.00061799 91.86 0.33844 0.89844
29.88 -0.0012741 93.836 0.33838 0.95313
40.62 -0.0014649 94.508 0.33838 0.94532
50.19 -0.0014572 94.547 0.33826 1.125
59.87 -0.0012817 94.016 0.33838 1.2188
70.61 -0.0014191 94.415 0.33838 1.0078
80.63 -0.0013809 94.329 0.33832 0.83594
90.17 -0.0013275 94.251 0.33838 0.59375
100.55 -0.0013504 94.399 0.33838 0.34375
110.74 -0.0012894 94.196 0.3385 0.30469
120.83 -0.0012207 93.915 0.33838 0.20313
129.94 -0.0013123 94.297 0.33844 0.14844
140.15 -0.0014038 94.508 0.33844 -0.046875
150.33 -0.0014343 94.665 0.33838 -0.054688
160.41 -0.0011978 93.829 0.33844 0.10938
170.55 -0.00096131 93.047 0.33844 0.35938
180.67 -0.00071717 92.227 0.33838 0.60938
189.81 -0.00042725 91.344 0.33844 0.71875
200.44 -0.00028992 90.836 0.33832 0.96094
210.07 -0.00032807 90.938 0.3385 0.95313
220.8 0.00015259 89.579 0.33838 1.0313
230.33 0.00044251 88.696 0.33844 1.0859
240.1 0.00063324 88.141 0.33844 1.1797
249.86 0.00082398 87.524 0.3385 0.97657
259.85 0.00082398 87.571 0.33856 0.78125
270.38 0.00094605 87.149 0.33863 0.59375
280.55 0.0011597 86.493 0.33869 0.51563
290.77 0.0012207 86.313 0.33869 0.35938
299.81 0.00078583 87.657 0.33869 0.32031
310 0.00066376 87.961 0.33875 0.015625
320.32 0.00015259 89.516 0.33856 -0.13281
330.43 -8.3924E-5 90.258 0.33869 -0.078126
340.56 -7.6294E-5 90.219 0.33869 0.15625
350.51 -0.00012207 90.321 0.33869 0.33594
360.33 -0.00026703 90.79 0.33856 0.71094
0.33 -0.00016022 90.415 0.33856 0.77344
10.74 -6.1036E-5 90.219 0.33838 0.89844
20.33 -0.00070954 92.149 0.3385 0.9375
29.88 -0.0012207 93.758 0.3385 0.85157
40.62 -0.0014954 94.626 0.33838 0.99219
50.19 -0.0014115 94.352 0.33838 1.0859
59.87 -0.0014267 94.391 0.33838 1.1484
70.61 -0.001854 95.852 0.33838 0.89844
80.63 -0.0016022 95.016 0.33844 0.85938
90.17 -0.0014649 94.68 0.33832 0.60938
100.55 -0.0014725 94.743 0.33844 0.49219
110.74 -0.001236 94.016 0.33844 0.38281
120.83 -0.0015335 94.969 0.3385 0.20313
129.94 -0.0015793 95.141 0.33844 0.13281
140.15 -0.0014572 94.719 0.33838 -0.070313
150.33 -0.0015488 95.133 0.33838 -0.14844
160.41 -0.0012741 94.133 0.33832 0.13281
170.55 -0.00103 93.227 0.33844 0.45313
180.67 -0.00051117 91.586 0.33844 0.74219
189.81 -0.00026703 90.79 0.3382 0.82032
200.44 -0.00015259 90.438 0.33838 0.82032
210.07 -0.00027466 90.813 0.33838 0.85938
220.8 -8.3924E-5 90.274 0.33844 0.97657
230.33 0.00052643 88.407 0.33844 1.0859
240.1 0.00074768 87.758 0.3385 1.1563
249.86 0.00065613 88.086 0.3385 0.89844
259.85 0.00074006 87.797 0.3385 0.74219
270.38 0.0011597 86.563 0.33856 0.51563
280.55 0.0010147 86.961 0.33863 0.38281
290.77 0.00099946 86.985 0.33869 0.29688
299.81 0.00094605 87.126 0.33875 0.19531
310 0.00060273 88.149 0.33869 0.070313
320.32 0.00043488 88.672 0.33875 0.078126
330.43 0.00010681 89.68 0.33856 -0.023438
340.56 -9.9183E-5 90.282 0.33856 0.10156
350.51 -3.8147E-5 90.11 0.3385 0.4375
360.33 0 89.993 0.3385 0.79688
0.33 -0.00013733 90.399 0.33832 0.69532
10.74 -0.00032044 90.938 0.33844 0.80469
20.33 -0.0011597 93.501 0.33832 0.85157
29.88 -0.0012283 93.758 0.3382 0.92188
40.62 -0.0012589 93.86 0.33832 0.85157
50.19 -0.0012283 93.766 0.33832 1
59.87 -0.0015259 94.665 0.33826 1.1094
70.61 -0.0014954 94.735 0.33832 0.97657
80.63 -0.0014191 94.43 0.33826 0.80469
90.17 -0.0014038 94.454 0.33832 0.60157
100.55 -0.0014801 94.813 0.33832 0.30469
110.74 -0.0012741 94.047 0.33838 0.39844
120.83 -0.0014801 94.821 0.33826 0.15625
129.94 -0.0015259 95.024 0.33844 -0.054688
140.15 -0.0014267 94.672 0.33838 -0.21094
150.33 -0.0016403 95.329 0.33838 -0.17969
160.41 -0.0011978 93.844 0.33832 0.070313
170.55 -0.00091553 92.907 0.33832 0.30469
180.67 -0.00063324 91.954 0.33838 0.60938
189.81 -0.00022125 90.711 0.33832 0.82032
200.44 -0.00032044 91.032 0.33832 0.83594
210.07 -0.00042725 91.321 0.33838 0.85157
220.8 9.1553E-5 89.672 0.33832 1.0703
230.33 0.0006485 88.04 0.33832 1.1953
240.1 0.00064087 88.126 0.33838 1.1406
249.86 0.0007782 87.672 0.33844 1.0391
259.85 0.0005188 88.391 0.3385 0.67969
270.38 0.0010605 86.829 0.33863 0.50782
280.55 0.00095368 87.086 0.33869 0.35156
290.77 0.0012512 86.274 0.33869 0.33594
299.81 0.00093079 87.188 0.33869 0.17969
310 0.00063324 88.071 0.33856 0.015625
320.32 0.00029755 89.047 0.33863 -0.10938
330.43 0 89.993 0.33856 -0.17188
340.56 -0.00015259 90.438 0.3385 0.062501
350.51 -3.0518E-5 90.071 0.33844 0.36719
360.33 -0.00022888 90.641 0.33838 0.64063
