##Alpha(207mT) X DEG X DEG
0.33 4.0055E-5 -89.477 0.13275 0.0078126
4.95 6.485E-5 -89.141 0.13281 0.039063
10.74 4.7684E-5 -89.321 0.13281 0.070313
15.51 0 -89.977 0.13275 0.023438
20.33 -4.5777E-5 -90.618 0.13287 0.10156
25.03 -9.7275E-5 -91.258 0.13281 0.125
29.88 -0.00018501 -92.422 0.13287 0.070313
35.78 -0.0002861 -93.79 0.13281 0.070313
40.62 -0.00037956 -95.024 0.13275 0.10938
45.24 -0.00048638 -96.399 0.13281 -0.03125
50.19 -0.00060654 -98.016 0.13269 0.078126
55.1 -0.00071335 -99.454 0.13257 0.023438
59.87 -0.00082016 -100.84 0.13245 0.17188
65.74 -0.00094414 -102.41 0.13269 0.023438
70.61 -0.0010166 -103.27 0.13269 -0.015625
75.67 -0.0010834 -104.06 0.13263 0.054688
80.63 -0.0011387 -104.73 0.13269 0.023438
84.84 -0.0012016 -105.62 0.13269 0.023438
90.17 -0.0011997 -105.52 0.13281 -0.062501
95.43 -0.0011845 -105.23 0.13287 0.0078126
100.55 -0.0011807 -105.2 0.13287 -0.062501
105.52 -0.0011349 -104.69 0.13294 -0.062501
110.74 -0.0010719 -103.88 0.13306 -0.14844
115.67 -0.001009 -103.04 0.13312 -0.085938
120.83 -0.00095177 -102.34 0.13318 -0.10938
124.87 -0.00085831 -101.2 0.13318 -0.13281
129.94 -0.00075531 -99.829 0.13312 -0.03125
134.97 -0.00066185 -98.61 0.13318 -0.14844
140.15 -0.00056458 -97.407 0.13324 -0.03125
145.31 -0.00043679 -95.688 0.13318 -0.17969
150.33 -0.00034714 -94.493 0.1333 -0.11719
155.35 -0.00027085 -93.524 0.13324 -0.17969
160.41 -0.00017357 -92.305 0.13318 -0.1875
165.43 -9.3461E-5 -91.211 0.13312 -0.062501
170.55 -3.8147E-5 -90.461 0.13306 -0.015625
175.58 -5.7221E-6 -90.094 0.133 -0.03125
180.67 3.8147E-5 -89.516 0.13287 0.039063
185.75 4.0055E-5 -89.422 0.13287 0.14063
189.81 5.7221E-6 -89.915 0.13275 0.14844
195.65 -2.6703E-5 -90.383 0.13275 0.14063
200.44 -3.624E-5 -90.461 0.13275 0.10156
205.23 -0.00013161 -91.711 0.13275 0.10938
210.07 -0.00020409 -92.735 0.13269 0
215.02 -0.00027466 -93.641 0.13269 0.054688
220.8 -0.00042153 -95.571 0.13257 0.10938
225.5 -0.00054932 -97.321 0.13257 0.10156
230.33 -0.00063515 -98.461 0.13257 0.078126
235.29 -0.0007267 -99.586 0.13251 0.17969
240.1 -0.00084496 -101.13 0.13251 0.10938
244.97 -0.00096322 -102.7 0.13251 0.070313
249.86 -0.00103 -103.43 0.13251 0.10938
254.93 -0.0011082 -104.34 0.13269 0.070313
259.85 -0.0011711 -105.16 0.13269 -0.046875
265.19 -0.0011959 -105.38 0.13269 0.054688
270.38 -0.0012303 -105.85 0.13281 0.023438
275.55 -0.0012131 -105.56 0.13287 -0.20313
280.55 -0.0011997 -105.47 0.13263 -0.1875
285.57 -0.0011368 -104.65 0.13294 -0.20313
290.77 -0.0010853 -103.96 0.13287 -0.15625
295.75 -0.0010452 -103.59 0.13287 -0.25
299.81 -0.00096131 -102.48 0.13287 -0.27344
304.92 -0.00085831 -101.1 0.133 -0.25
310 -0.00076866 -99.915 0.13306 -0.30469
315.24 -0.0006733 -98.735 0.13312 -0.33594
320.32 -0.00055123 -97.165 0.13306 -0.33594
325.41 -0.00043488 -95.618 0.13312 -0.30469
330.43 -0.00035668 -94.579 0.13324 -0.30469
335.31 -0.00025177 -93.305 0.13312 -0.32031
340.56 -0.00013352 -91.719 0.13318 -0.15625
345.36 -7.4387E-5 -90.946 0.13312 -0.15625
350.51 -2.6703E-5 -90.352 0.13294 -0.078126
355.65 3.8147E-5 -89.501 0.13294 0.0078126
360.33 3.8147E-5 -89.446 0.13294 0.070313
0.33 6.8665E-5 -89.079 0.133 0.039063
4.95 7.6294E-5 -88.969 0.13294 0.0078126
10.74 4.9591E-5 -89.336 0.133 0.078126
15.51 3.8147E-5 -89.501 0.13294 0.039063
20.33 -1.7166E-5 -90.196 0.13306 0.023438
25.03 -9.3461E-5 -91.235 0.13287 0.078126
29.88 -0.00017929 -92.391 0.13281 0.054688
35.78 -0.00025749 -93.399 0.13281 0.078126
40.62 -0.00039292 -95.196 0.13275 0.039063
45.24 -0.00048065 -96.352 0.13269 0.078126
50.19 -0.00058175 -97.704 0.13269 0.054688
55.1 -0.00070572 -99.258 0.13269 0.10938
59.87 -0.00083352 -100.96 0.13263 0.14844
65.74 -0.00093461 -102.25 0.13263 0.10156
70.61 -0.0010166 -103.26 0.13269 0.054688
75.67 -0.0010967 -104.21 0.13269 0.039063
80.63 -0.0011521 -104.98 0.13269 -0.078126
84.84 -0.0011635 -105 0.13287 -0.03125
90.17 -0.0012207 -105.75 0.13281 0.023438
95.43 -0.0012093 -105.59 0.13294 -0.062501
100.55 -0.0011978 -105.46 0.13294 -0.078126
105.52 -0.0011253 -104.42 0.13306 0.023438
110.74 -0.0010967 -104.13 0.13306 0.039063
115.67 -0.0010128 -103.12 0.13312 -0.015625
120.83 -0.00092507 -101.95 0.13318 -0.062501
124.87 -0.00085259 -100.99 0.13324 -0.062501
129.94 -0.00076676 -99.946 0.13312 -0.10938
134.97 -0.00066185 -98.618 0.13324 -0.14844
140.15 -0.00054169 -97.024 0.1333 -0.13281
145.31 -0.00044251 -95.758 0.1333 -0.11719
150.33 -0.00038147 -94.993 0.13324 -0.21875
155.35 -0.00025177 -93.297 0.13336 -0.20313
160.41 -0.00017548 -92.282 0.1333 -0.10938
165.43 -0.000103 -91.344 0.13318 -0.20313
170.55 -3.8147E-5 -90.508 0.13318 0.039063
175.58 2.2888E-5 -89.696 0.13312 0.10156
180.67 4.0055E-5 -89.399 0.133 0.14063
185.75 3.8147E-5 -89.516 0.13306 0
189.81 5.3406E-5 -89.297 0.13306 0.078126
195.65 -5.7221E-6 -90.04 0.13306 0.17188
200.44 -7.248E-5 -90.946 0.13294 0.10938
205.23 -0.00012589 -91.68 0.13306 -0.015625
210.07 -0.00020218 -92.665 0.13294 0.14844
215.02 -0.00029946 -93.946 0.13281 0.22656
220.8 -0.00041199 -95.461 0.13287 0.054688
225.5 -0.00051499 -96.844 0.13275 0.070313
230.33 -0.00062943 -98.305 0.13281 0.078126
235.29 -0.00075722 -100.02 0.13275 0.078126
240.1 -0.00085831 -101.24 0.13275 0.054688
244.97 -0.00093079 -102.15 0.13269 0
249.86 -0.0010281 -103.38 0.13281 0.0078126
254.93 -0.0011139 -104.52 0.13281 -0.11719
259.85 -0.0011787 -105.3 0.13275 -0.13281
265.19 -0.0012188 -105.64 0.13294 -0.13281
270.38 -0.0012417 -105.97 0.13287 -0.10938
275.55 -0.001215 -105.63 0.13281 -0.20313
280.55 -0.001173 -104.99 0.13294 -0.1875
285.57 -0.0011406 -104.58 0.13306 -0.21875
290.77 -0.0010853 -103.95 0.13287 -0.21875
295.75 -0.0010033 -102.92 0.133 -0.21875
299.81 -0.00094605 -102.23 0.13294 -0.25
304.92 -0.0008812 -101.37 0.13306 -0.23438
310 -0.00076485 -99.899 0.133 -0.28906
315.24 -0.00065995 -98.501 0.13312 -0.27344
320.32 -0.00055695 -97.204 0.13324 -0.30469
325.41 -0.0004654 -96.047 0.13324 -0.25
330.43 -0.0003376 -94.399 0.13312 -0.14844
335.31 -0.00025177 -93.227 0.13306 -0.1875
340.56 -0.00019074 -92.501 0.13306 -0.26563
345.36 -8.0109E-5 -91.055 0.13306 -0.17969
350.51 -2.6703E-5 -90.305 0.13312 -0.085938
355.65 2.4796E-5 -89.657 0.13306 -0.015625
360.33 3.8147E-5 -89.524 0.13312 0
0.33 3.624E-5 -89.516 0.13294 -0.046875
4.95 7.8202E-5 -89.008 0.13294 -0.015625
10.74 3.2425E-5 -89.54 0.13294 0.0078126
15.51 -3.624E-5 -90.446 0.13287 0
20.33 -4.5777E-5 -90.618 0.13281 0.039063
25.03 -9.3461E-5 -91.188 0.13281 0.10156
29.88 -0.00018311 -92.383 0.13281 -0.046875
35.78 -0.00030136 -94.001 0.13281 0.023438
40.62 -0.00038529 -95.118 0.13275 0.023438
45.24 -0.00048828 -96.399 0.13275 0.023438
50.19 -0.00063515 -98.422 0.13275 0.125
55.1 -0.0007267 -99.594 0.13269 0.125
59.87 -0.00082589 -100.86 0.13275 0.125
