##Alpha(207mT) X DEG X DEG
0.33 5.3406E-5 -89.243 0.13361 0.72657
4.95 6.6758E-5 -89.133 0.13355 0.75
10.74 9.1553E-5 -88.751 0.13355 0.86719
15.51 0.00012207 -88.305 0.13373 0.79688
20.33 0.00019074 -87.469 0.13361 0.82032
25.03 0.00024987 -86.696 0.13361 0.82032
29.88 0.00030327 -85.907 0.13373 0.84375
35.78 0.00039673 -84.68 0.13367 0.79688
40.62 0.00050164 -83.344 0.13379 0.77344
45.24 0.00061608 -81.766 0.13367 0.8125
50.19 0.00069619 -80.711 0.13379 0.86719
55.1 0.00076485 -79.813 0.13367 0.85157
59.87 0.00089455 -78.126 0.13373 0.84375
65.74 0.00098992 -76.868 0.13379 0.78125
70.61 0.0010815 -75.79 0.13379 0.71094
75.67 0.0011559 -74.836 0.13391 0.75
80.63 0.0012188 -73.993 0.13379 0.79688
84.84 0.0012493 -73.727 0.13397 0.67969
90.17 0.0012798 -73.321 0.1341 0.625
95.43 0.0013008 -73.016 0.13397 0.67188
100.55 0.0012856 -73.219 0.1341 0.67969
105.52 0.0012226 -74.04 0.13416 0.64063
110.74 0.0011883 -74.477 0.13403 0.69532
115.67 0.0011482 -74.969 0.1341 0.60938
120.83 0.0010529 -76.086 0.13391 0.71094
124.87 0.00099374 -76.868 0.1341 0.69532
129.94 0.00092125 -77.829 0.13422 0.69532
134.97 0.00081253 -79.157 0.1341 0.64844
140.15 0.00070572 -80.61 0.13416 0.64063
145.31 0.0006218 -81.719 0.13416 0.64844
150.33 0.00054169 -82.751 0.13428 0.60938
155.35 0.00042534 -84.313 0.13416 0.57813
160.41 0.00031662 -85.774 0.13403 0.57813
165.43 0.00025749 -86.602 0.13397 0.64844
170.55 0.00016022 -87.797 0.13397 0.71875
175.58 7.8202E-5 -88.93 0.13385 0.76563
180.67 6.485E-5 -89.157 0.13379 0.78125
185.75 5.9128E-5 -89.196 0.13379 0.86719
189.81 5.1499E-5 -89.266 0.13367 0.9375
195.65 7.0572E-5 -89.063 0.13367 0.8125
