##Alpha(207mT) X DEG X DEG
0.33 1.3352E-5 -89.813 0.13391 0.76563
4.95 2.4796E-5 -89.61 0.13385 0.88282
10.74 6.6758E-5 -89.032 0.13385 0.83594
15.51 0.00015068 -87.922 0.13379 0.78125
20.33 0.00026512 -86.282 0.13379 0.8125
25.03 0.00036812 -84.891 0.13379 0.86719
29.88 0.00049401 -83.165 0.13379 0.8125
35.78 0.00069809 -80.422 0.13391 0.92188
40.62 0.00084877 -78.36 0.13373 0.96875
45.24 0.00097848 -76.618 0.13373 1
50.19 0.0011082 -74.922 0.13348 0.95313
55.1 0.0012989 -72.438 0.13361 0.86719
59.87 0.0014115 -70.946 0.13361 0.90625
65.74 0.0015431 -69.336 0.13361 0.84375
70.61 0.0016975 -67.555 0.13391 0.8125
75.67 0.0017872 -66.407 0.13397 0.82032
80.63 0.0018292 -65.946 0.13385 0.79688
84.84 0.001873 -65.477 0.13391 0.75
90.17 0.0018749 -65.321 0.13397 0.80469
95.43 0.0018273 -65.836 0.13416 0.875
100.55 0.0017567 -66.696 0.13397 0.76563
105.52 0.0017243 -67.133 0.1341 0.80469
110.74 0.001606 -68.555 0.13403 0.78125
115.67 0.0014896 -69.93 0.1341 0.83594
120.83 0.0013771 -71.368 0.13416 0.79688
124.87 0.0012627 -72.774 0.13416 0.80469
129.94 0.0011158 -74.68 0.13434 0.77344
134.97 0.0009842 -76.54 0.13422 0.78125
140.15 0.00083924 -78.376 0.13428 0.71094
145.31 0.00069046 -80.376 0.13422 0.71094
150.33 0.00053215 -82.594 0.13428 0.73438
155.35 0.00041008 -84.313 0.1341 0.83594
160.41 0.0002861 -86.016 0.1341 0.80469
165.43 0.00014877 -87.915 0.13397 0.82032
170.55 9.9183E-5 -88.633 0.13391 0.71094
175.58 6.485E-5 -89.102 0.13391 0.80469
180.67 1.9074E-5 -89.704 0.13385 0.86719
185.75 3.8147E-6 -89.93 0.13385 0.95313
189.81 6.1036E-5 -89.165 0.13391 0.85157
195.65 0.00014877 -87.922 0.13397 0.9375
200.44 0.00021935 -86.922 0.13385 0.88282
205.23 0.00035477 -85.102 0.13385 0.83594
210.07 0.0004921 -83.204 0.13391 0.82032
215.02 0.00061226 -81.532 0.13379 0.8125
220.8 0.00076676 -79.461 0.13373 0.9375
225.5 0.00094033 -77.18 0.13385 0.9375
230.33 0.0010929 -75.305 0.13373 0.9375
